ADDRESS,POINTS
113 ROYAL HIGHLAND RD NW,-10985.184 10937.004|-10985.345 10941.007|-10995.306 10940.273|-11028.735 10937.805|-11028.434 10935.825|-11028.441 10933.824|-10995.146 10936.281
