ADDRESS,POINTS
3699 COUNTRY HILLS BV NE,6284.657 13810.915|6284.699 14078.550|6284.657 14078.550|6281.203 14078.550|6264.594 14078.528|6264.566 13911.001|6264.545 13780.392|6264.510 13439.223|6264.517 13333.221|6284.622 13373.140|6284.622 13439.179|6284.650 13768.016|6284.650 13770.273
