ADDRESS,POINTS
602E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
701E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
702E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
801E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
802E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
901E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
902E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1001E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1002E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1100E 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500F 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500G 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500H 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500J 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101K 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
163V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
164V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
165V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
166V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
167V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
168V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
169V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
170V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
171V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
172V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
173V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
174V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
175V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
176V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
177V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
178V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
179V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
180V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
181V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
182V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
183V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
184V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
185V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
186V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
187V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
188V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
189V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
