ADDRESS,POINTS
142V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
143V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
144V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
145V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
146V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
147V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
148V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
149V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
150V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
151V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
152V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
153V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
154V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
155V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
156V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
157V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
158V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
159V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
160V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
161V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
162V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
163V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
164V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
165V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
166V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
167V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
168V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
169V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
170V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
171V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
172V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
173V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
174V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
175V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
176V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
177V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
178V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
179V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
180V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
181V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
182V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
183V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
184V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
185V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
186V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
187V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
188V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
189V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
190V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
191V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
192V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
193V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
194V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
195V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
196V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
197V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
198V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
199V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
200V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
201V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
202V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
203V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
204V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
205V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
206V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
207V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
208V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
209V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
210V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
211V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
212V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
213V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
214V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
215V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
216V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
217V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
218V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
219V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
220V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
221V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
222V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
223V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
224V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
225V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
226V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
227V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
228V 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
229S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
230S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
231S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
232S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
233S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
234S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
235S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
236S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
237S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
238S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
239S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
240S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
241S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
242S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
243S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
244S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
245S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
246S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
247S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
248S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
249S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
250S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
251S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
252S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
253S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
254S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
255S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
256S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
257S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
258S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
259S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
260S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
261S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
262S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
263S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
264S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
265S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
266S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
267S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
268S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
269S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
270S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
271S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
272S 600 PRINCETON WY SW,-139.732 509.088|-127.771 508.554|-127.799 576.172|-139.753 576.205|-146.638 576.228|-178.270 608.107|-209.329 608.207|-210.650 578.685|-211.181 566.987|-213.642 512.391
