ADDRESS,POINTS
3210 17 AV SE,5760.399 -1113.557|5760.406 -1067.845|5720.944 -1067.900|5720.972 -1113.602
3120 17 AV SE,5700.931 -1113.624|5700.896 -1067.989|5661.421 -1067.978|5661.449 -1113.679
