ADDRESS,POINTS
3303 12 AV SW,-4390.676 -743.967|-4409.047 -744.012|-4409.159 -781.740|-4390.823 -781.707
3307 12 AV SW,-4409.047 -744.012|-4427.418 -744.045|-4427.495 -781.763|-4409.159 -781.740
3311 12 AV SW,-4427.418 -744.045|-4445.789 -744.079|-4445.831 -781.796|-4427.495 -781.763
