ADDRESS,POINTS
4337 MACLEOD TR SW,454.340 -3634.302|420.821 -3624.605|418.696 -3631.922|416.570 -3639.239|414.445 -3646.566|412.313 -3653.883|410.188 -3661.211|408.063 -3668.527|405.938 -3675.855|403.813 -3683.172|401.681 -3690.488|399.556 -3697.816|397.431 -3705.133|395.117 -3713.105|424.176 -3727.650|428.168 -3724.625|431.034 -3714.729|433.152 -3707.423|435.270 -3700.107|437.388 -3692.801|439.506 -3685.485|441.624 -3678.168|443.742 -3670.863|445.861 -3663.546|447.979 -3656.240|450.097 -3648.924|452.215 -3641.618
104 MISSION RD SW,539.337 -2772.041|532.815 -2768.160|526.286 -2764.279|524.133 -2763.000|518.694 -2763.000|515.325 -2763.000|511.047 -2763.000|510.369 -2763.000|502.239 -2763.000|485.245 -2800.395|492.739 -2802.241|500.233 -2804.098|507.726 -2805.955|515.220 -2807.812|522.721 -2809.658|530.215 -2811.515|532.836 -2812.171|537.037 -2814.662|552.395 -2779.802|545.866 -2775.921
100 MISSION RD SW,539.337 -2772.041|532.815 -2768.160|526.286 -2764.279|524.133 -2763.000|518.694 -2763.000|515.325 -2763.000|511.047 -2763.000|510.369 -2763.000|502.239 -2763.000|485.245 -2800.395|492.739 -2802.241|500.233 -2804.098|507.726 -2805.955|515.220 -2807.812|522.721 -2809.658|530.215 -2811.515|532.836 -2812.171|537.037 -2814.662|552.395 -2779.802|545.866 -2775.921
98 MISSION RD SW,539.337 -2772.041|532.815 -2768.160|526.286 -2764.279|524.133 -2763.000|518.694 -2763.000|515.325 -2763.000|511.047 -2763.000|510.369 -2763.000|502.239 -2763.000|485.245 -2800.395|492.739 -2802.241|500.233 -2804.098|507.726 -2805.955|515.220 -2807.812|522.721 -2809.658|530.215 -2811.515|532.836 -2812.171|537.037 -2814.662|552.395 -2779.802|545.866 -2775.921
