ADDRESS,POINTS
16060 53 ST SW,-5623.600 -15708.303|-5623.453 -14919.052|-5623.446 -14903.062|-6037.297 -14900.794|-6277.154 -14899.526|-6420.431 -14898.759|-6421.235 -15705.634|-6407.610 -15705.678
3711 146 AV SW,-4691.161 -14502.738|-4606.688 -14502.572|-4606.695 -14454.480|-4606.779 -14201.678|-4606.807 -14098.078|-4691.455 -14098.233|-4691.175 -14502.727|-4691.175 -14502.738
