ADDRESS,POINTS
12708 EVANSPARK BV NW,-3238.428 13419.030|-3238.463 13381.113|-3237.303 13379.556|-3235.940 13378.177|-3234.395 13377.010|-3232.696 13376.054|-3229.397 13374.630|-3225.992 13373.463|-3222.518 13372.540|-3218.988 13371.884|-3207.922 13370.372|-3158.674 13370.483|-3145.350 13370.516|-3129.803 13370.694|-3114.257 13371.128|-3099.989 13371.828|-3087.700 13372.796|-3075.438 13374.085|-3063.219 13375.709|-3051.042 13377.655|-3038.927 13379.934|-3026.876 13382.525|-3014.901 13385.450|-3003.010 13388.685|-2990.756 13392.388|-2978.613 13396.425|-2966.590 13400.806|-2954.692 13405.509|-2946.786 13408.856|-2938.942 13412.348|-2931.169 13415.995|-2923.458 13419.775|-2929.107 13419.764|-2955.817 13419.698|-3031.545 13419.520|-3063.806 13419.442|-3068.616 13419.431|-3094.795 13419.364|-3112.719 13419.320|-3127.175 13419.286|-3138.772 13419.264|-3150.362 13419.242|-3161.484 13419.208|-3174.668 13419.175|-3192.305 13419.142|-3219.687 13419.075
