ADDRESS,POINTS
12708 EVANSPARK BV NW,-2402.962 13420.965|-2436.236 13420.887|-2436.229 13456.648|-2471.265 13420.810|-2578.024 13420.576|-2621.729 13420.465|-2632.284 13420.443|-2751.087 13420.176|-2845.067 13419.964|-2853.714 13414.093|-2862.488 13408.411|-2871.379 13402.907|-2880.390 13397.592|-2889.499 13392.466|-2898.719 13387.540|-2908.044 13382.792|-2917.461 13378.255|-2918.432 13377.710|-2919.313 13377.021|-2920.075 13376.220|-2920.718 13375.309|-2921.215 13374.308|-2921.557 13373.252|-2921.739 13372.162|-2921.760 13371.050|-2876.629 13371.150|-2826.682 13371.261|-2809.612 13371.306|-2794.233 13371.339|-2783.243 13371.361|-2772.849 13371.395|-2761.860 13371.417|-2751.465 13371.439|-2740.476 13371.461|-2730.081 13371.495|-2719.092 13371.517|-2708.697 13371.539|-2697.708 13371.572|-2687.313 13371.595|-2676.324 13371.617|-2665.328 13371.639|-2654.339 13371.673|-2643.350 13371.695|-2630.662 13371.717|-2628.705 13371.728|-2629.194 13374.363|-2630.026 13376.899|-2631.194 13379.312|-2632.676 13381.547|-2633.808 13383.370|-2634.584 13385.372|-2634.975 13387.484|-2634.968 13389.631|-2634.563 13391.732|-2633.766 13393.734|-2632.620 13395.546|-2631.145 13397.114|-2629.467 13398.337|-2627.601 13399.238|-2625.594 13399.783|-2623.532 13399.972|-2621.463 13399.771|-2619.464 13399.216|-2617.597 13398.304|-2615.926 13397.081|-2614.500 13395.568|-2613.375 13393.834|-2612.578 13391.921|-2612.138 13389.897|-2612.075 13387.818|-2612.382 13385.772|-2613.053 13383.815|-2614.067 13382.003|-2615.465 13379.645|-2616.521 13377.121|-2617.227 13374.475|-2617.555 13371.750|-2615.661 13371.761|-2575.654 13371.850|-2477.739 13372.062|-2450.727 13372.128|-2436.264 13386.906|-2422.081 13401.417
