ADDRESS,POINTS
9900 OLD BANFF COACH RD SW,-11060.542 2280.379|-10984.576 2923.575|-11364.907 2922.930|-11370.073 2922.919|-11369.695 2126.552|-11369.688 2118.624|-11045.281 2118.991
