ADDRESS,POINTS
4909 17 AV SE,7600.572 -1205.048|7600.523 -1151.452|7576.217 -1151.463|7499.266 -1151.519|7494.708 -1156.089|7494.743 -1205.137|7494.750 -1212.754|7494.799 -1290.079|7584.997 -1289.957|7584.934 -1215.679|7584.934 -1212.632|7584.927 -1205.071
5017 17 AV SE,7630.932 -1204.993|7682.528 -1204.882|7682.486 -1154.432|7680.375 -1152.309|7630.904 -1152.131
4979 17 AV SE,7600.572 -1205.048|7630.932 -1204.993|7630.904 -1152.131|7630.904 -1151.853|7600.537 -1151.775
