ADDRESS,POINTS
72R WEST SPRINGS WY SW,-8136.893 1575.247|-8136.907 1582.030|-8136.907 1587.979|-8136.907 1593.895|-8136.921 1613.554|-8136.921 1619.470|-8136.935 1641.609|-8136.935 1643.777|-8138.291 1640.919|-8139.529 1638.006|-8140.640 1635.048|-8141.633 1632.046|-8142.500 1629.010|-8143.234 1625.941|-8143.849 1622.839|-8144.324 1619.714|-8144.821 1614.833|-8145.002 1609.929|-8144.870 1605.025|-8144.422 1600.144|-8143.954 1596.908|-8143.346 1593.695|-8142.605 1590.514|-8141.731 1587.368|-8140.717 1584.265|-8139.571 1581.207|-8138.298 1578.205
