ADDRESS,POINTS
2111 54 AV SW,-2677.506 -4793.342|-2698.757 -4793.331|-2698.771 -4829.881|-2677.520 -4829.881
2107 54 AV SW,-2677.520 -4829.881|-2652.675 -4829.881|-2652.668 -4793.342|-2677.506 -4793.342
