ADDRESS,POINTS
8735 SCENIC BOW RD NW,-10048.320 5803.712|-10032.466 5886.308|-10017.835 5912.350|-10164.824 5924.704|-10178.693 5758.401|-10130.906 5764.361|-10054.346 5772.311
