ADDRESS,POINTS
226 KINCORA GLEN RD NW,-4877.073 12970.448|-4877.073 12970.537|-4877.073 12999.058|-4877.073 13002.383|-4877.667 13002.383|-4886.636 13002.361|-4887.174 13002.361|-4887.174 12967.390|-4887.174 12946.252|-4887.174 12925.258|-4887.167 12906.522|-4887.167 12895.491|-4887.160 12884.439|-4887.160 12873.364|-4887.160 12862.311|-4887.160 12851.258|-4887.160 12840.194|-4887.153 12829.130|-4887.146 12818.066|-4887.139 12796.339|-4887.139 12777.903|-4887.153 12611.700|-4885.972 12611.700|-4877.031 12611.700|-4877.038 12619.906|-4877.038 12640.444|-4877.038 12659.391|-4877.038 12677.516|-4877.038 12677.883|-4877.045 12701.356|-4877.045 12718.680|-4877.045 12755.897|-4877.052 12774.878|-4877.052 12790.168|-4877.052 12799.964|-4877.052 12809.760|-4877.052 12819.556|-4877.059 12829.353|-4877.059 12839.738|-4877.059 12849.535|-4877.059 12859.931|-4877.059 12869.728|-4877.059 12879.513|-4877.066 12889.309|-4877.066 12899.105|-4877.066 12908.901|-4877.066 12918.698|-4877.066 12932.197|-4877.073 12951.545|-4877.073 12970.359
