ADDRESS,POINTS
1110 ARBOUR LAKE RD NW,-9764.367 8950.829|-9764.374 9093.548|-9764.437 9334.251|-9764.451 9364.697|-9764.444 9379.941|-9764.430 9547.412|-9772.057 9547.468|-9772.057 9543.965|-9772.057 9540.963|-9772.057 9501.644|-9772.057 9480.484|-9772.057 9421.462|-9772.057 9379.964|-9772.085 9366.309|-9772.085 9364.719|-9772.085 9364.686|-9772.078 9348.262|-9772.071 9322.331|-9772.071 9319.818|-9772.071 9318.306|-9772.071 9307.298|-9772.071 9305.808|-9772.064 9297.735|-9772.064 9296.234|-9772.064 9288.172|-9772.064 9286.671|-9772.064 9278.610|-9772.064 9277.108|-9772.057 9269.036|-9772.057 9267.546|-9772.057 9259.473|-9772.057 9257.972|-9772.057 9247.797|-9772.050 9245.396|-9772.043 9212.815|-9772.043 9203.475|-9772.043 9201.974|-9772.043 9193.879|-9772.043 9192.367|-9772.036 9184.272|-9772.036 9182.771|-9772.036 9174.665|-9772.036 9173.163|-9772.036 9165.057|-9772.036 9163.556|-9772.029 9155.461|-9772.029 9153.960|-9772.029 9145.854|-9772.029 9144.353|-9772.029 9136.858|-9772.029 9135.357|-9772.022 9127.262|-9772.022 9125.750|-9772.022 9117.655|-9772.022 9116.154|-9772.022 9108.659|-9772.022 9107.158|-9772.015 9099.052|-9772.015 9097.551|-9772.015 9089.456|-9772.015 9087.944|-9772.015 9080.460|-9772.015 9078.959|-9772.008 9070.864|-9772.008 9069.352|-9772.008 9061.257|-9772.008 9059.745|-9772.008 9052.261|-9772.008 9050.760|-9772.001 9042.665|-9772.001 9041.153|-9772.001 9033.058|-9772.001 9031.546|-9772.001 9024.062|-9772.001 9022.550|-9771.994 9012.965|-9771.994 9012.364|-9771.994 9012.353|-9771.994 9009.951|-9771.973 8932.015|-9766.779 8927.790|-9764.367 8925.832
