ADDRESS,POINTS
2001 37 ST SE,6369.507 -1331.110|6369.514 -1323.504|6369.521 -1315.899|6331.241 -1315.943|6331.234 -1323.549|6331.234 -1331.154
2007 37 ST SE,6369.500 -1346.333|6369.507 -1338.727|6369.507 -1331.110|6331.234 -1331.154|6331.227 -1338.771|6331.227 -1346.377
