ADDRESS,POINTS
3725 10 AV SE,6325.670 -476.966|6325.670 -469.349|6325.677 -461.732|6325.684 -454.127|6310.535 -454.171|6297.093 -454.216|6292.605 -458.730|6292.605 -461.844|6292.605 -469.449|6292.598 -477.066|6310.542 -477.011
1536 36 ST SE,6325.404 -935.923|6325.404 -928.306|6325.411 -920.690|6292.717 -920.723|6290.543 -920.723|6290.550 -928.340|6290.557 -935.957
1540 36 ST SE,6325.390 -951.157|6325.397 -943.540|6325.404 -935.923|6290.557 -935.957|6290.564 -943.573|6290.564 -946.698|6295.051 -951.190
