ADDRESS,POINTS
1626 38 ST SW,-4929.690 -1026.358|-4966.726 -1026.314|-4966.719 -1041.547|-4929.683 -1041.592
1628 38 ST SW,-4929.683 -1041.592|-4966.719 -1041.547|-4966.712 -1056.770|-4929.676 -1056.825
