ADDRESS,POINTS
20 ROYAL ABBEY RI NW,-11144.553 10750.074|-11149.076 10760.260|-11179.359 10740.256|-11189.991 10733.228|-11207.160 10721.886|-11203.182 10711.345|-11184.322 10723.799|-11173.333 10731.060
