ADDRESS,POINTS
33N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
34N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
35N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
36N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
37N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
38N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
39N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
40S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
41N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
42S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
43N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
44S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
45N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
46S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
47N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
48S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
49N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
50S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
51N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
52S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
53N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
54N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
55S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
56S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
57N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
58N 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
59S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
60S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
61S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
62S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
63S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
64S 203 LYNNVIEW RD SE,3434.213 -5362.738|3419.106 -5347.504|3415.835 -5366.229|3413.849 -5385.322|3412.766 -5395.785|3423.783 -5404.658|3409.431 -5414.610|3402.888 -5480.371|3413.689 -5511.083|3405.992 -5524.727|3408.194 -5556.150|3413.954 -5579.034|3397.946 -5610.936|3396.667 -5613.493|3397.184 -5614.005|3417.296 -5633.820|3416.471 -5637.712|3421.895 -5628.193|3423.398 -5625.558|3426.719 -5619.743|3489.402 -5655.748|3486.082 -5661.563|3502.635 -5671.070|3506.263 -5673.161|3516.819 -5615.173|3518.098 -5607.589|3519.168 -5599.961|3520.175 -5590.876|3520.895 -5581.770|3521.321 -5572.640|3521.461 -5563.500|3521.244 -5399.310|3521.223 -5382.853|3500.440 -5382.175|3500.224 -5388.869|3436.876 -5386.800|3437.547 -5366.096
