ADDRESS,POINTS
18111 SHERIFF KING ST SW,-440.972 -17726.257|-437.959 -17730.849|-431.270 -17737.121|-241.793 -17736.876|-202.919 -17736.843|-202.779 -17730.638|-202.359 -17724.433|-202.213 -17722.943|-201.639 -17718.218|-200.905 -17713.503|-200.773 -17712.736|-199.235 -17703.907|-197.592 -17694.489|-195.956 -17685.070|-194.313 -17675.652|-192.671 -17666.234|-189.322 -17647.008|-216.194 -17633.176|-221.695 -17635.355|-235.984 -17628.016|-238.353 -17621.778|-263.624 -17608.769|-266.511 -17616.007|-268.965 -17623.402|-270.978 -17630.930|-272.544 -17638.569|-274.396 -17649.199|-281.247 -17647.998|-280.681 -17644.740|-282.813 -17640.426|-303.190 -17629.940|-309.460 -17626.938|-315.892 -17624.325|-322.470 -17622.101|-329.174 -17620.266|-335.968 -17618.832|-342.833 -17617.809|-349.747 -17617.197|-356.688 -17616.997|-420.959 -17617.064|-436.848 -17617.041|-436.848 -17616.630|-469.626 -17616.663|-469.612 -17607.712|-469.605 -17598.761|-469.591 -17589.799|-469.577 -17580.136|-479.413 -17580.147|-481.356 -17589.754|-495.246 -17590.344|-494.568 -17587.853|-494.121 -17585.318|-493.904 -17582.749|-493.925 -17580.169|-510.206 -17580.180|-510.213 -17590.355|-510.227 -17599.317|-510.241 -17608.268|-510.255 -17617.219|-510.262 -17626.182|-510.276 -17635.133|-510.290 -17644.084|-510.297 -17653.035|-510.311 -17661.998|-510.325 -17670.949|-510.332 -17679.900|-504.397 -17679.900|-502.628 -17682.157|-500.608 -17684.192|-498.378 -17685.993|-495.959 -17687.539|-490.269 -17693.588|-481.664 -17713.770|-480.489 -17715.972|-478.938 -17717.917|-477.071 -17719.563|-474.939 -17720.853|-472.611 -17721.731|-470.165 -17722.187|-467.676 -17722.198|-465.222 -17721.754|-460.042 -17720.342|-451.682 -17716.172|-449.004 -17716.283|-444.321 -17723.010
