ADDRESS,POINTS
112 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
113 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
114 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
115 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
211 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
209 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
207 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
205 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
203 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
202 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
201 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
200 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
204 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
206 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
208 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
210 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
311 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
309 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
307 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
305 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
303 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
302 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
301 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
300 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
304 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
306 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
308 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
310 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
411 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
409 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
407 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
405 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
403 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
402 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
401 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
400 1702 17 AV SW,-2009.041 -1090.873|-2016.332 -1084.580|-2023.917 -1078.642|-2028.034 -1075.662|-2032.236 -1072.782|-2036.500 -1070.024|-2040.834 -1067.367|-2045.238 -1064.820|-2049.705 -1062.396|-2054.235 -1060.083|-2058.820 -1057.893|-2062.057 -1056.425|-2063.902 -1055.625|-2062.211 -1084.902|-2077.436 -1086.926|-2077.436 -1088.750|-2077.436 -1089.583|-2077.436 -1090.573|-2077.429 -1117.071|-2077.429 -1122.364|-2073.137 -1122.364|-2062.190 -1122.364|-2024.224 -1122.353|-2009.034 -1122.342
