ADDRESS,POINTS
295 DISCOVERY RIDGE WY SW,-10557.745 -3383.368|-10546.686 -3393.831|-10544.567 -3395.822|-10538.709 -3407.575|-10538.563 -3407.775|-10531.209 -3418.261|-10527.301 -3422.064|-10514.634 -3434.373|-10493.404 -3438.410|-10479.095 -3447.761|-10469.685 -3453.899|-10439.682 -3455.300|-10385.241 -3437.498|-10248.003 -3421.575|-10235.889 -3445.671|-10195.750 -3460.938|-10135.806 -3460.026|-10129.578 -3448.773|-10127.886 -3445.715|-10130.577 -3444.403|-10132.996 -3443.224|-10137.575 -3440.900|-10142.091 -3438.432|-10146.523 -3435.841|-10150.878 -3433.106|-10155.156 -3430.248|-10159.336 -3427.257|-10163.426 -3424.154|-10167.424 -3420.919|-10171.325 -3417.560|-10175.121 -3414.091|-10178.805 -3410.511|-10182.384 -3406.830|-10185.851 -3403.027|-10189.207 -3399.124|-10192.436 -3395.132|-10195.547 -3391.040|-10198.532 -3386.848|-10201.391 -3382.579|-10204.117 -3378.220|-10206.718 -3373.783|-10209.178 -3369.269|-10211.506 -3364.687|-10213.687 -3360.028|-10215.735 -3355.314|-10217.637 -3350.532|-10219.391 -3345.695|-10221.006 -3340.814|-10222.467 -3335.888|-10223.788 -3330.917|-10224.949 -3325.903|-10225.963 -3320.865|-10226.822 -3315.795|-10230.884 -3316.429|-10231.289 -3319.042|-10236.469 -3352.145|-10241.160 -3352.400|-10277.252 -3354.468|-10283.159 -3354.813|-10289.212 -3355.147|-10306.234 -3363.842|-10313.448 -3372.693|-10325.766 -3370.236|-10366.261 -3362.141|-10362.619 -3338.445|-10359.627 -3318.953|-10354.657 -3286.606|-10351.868 -3268.459|-10348.813 -3248.589|-10345.674 -3228.162|-10342.885 -3210.004|-10340.180 -3192.446|-10341.711 -3192.213|-10356.908 -3189.822|-10353.168 -3155.007|-10356.118 -3154.540|-10389.645 -3149.280|-10390.057 -3150.726|-10390.595 -3152.672|-10396.705 -3174.422|-10397.341 -3176.679|-10399.180 -3182.672|-10401.298 -3188.577|-10404.143 -3195.349|-10407.358 -3201.954|-10411.084 -3208.614|-10415.195 -3215.041|-10419.081 -3220.445|-10424.366 -3227.417|-10436.614 -3243.574|-10441.262 -3266.591|-10443.821 -3279.267|-10445.862 -3284.082|-10456.641 -3282.392|-10486.246 -3277.733|-10505.057 -3274.786|-10520.674 -3272.329|-10533.550 -3270.305|-10535.690 -3269.971|-10537.039 -3269.760|-10541.960 -3268.982|-10543.316 -3268.771|-10544.540 -3268.582|-10559.541 -3266.224|-10566.762 -3265.090|-10575.151 -3263.778|-10587.223 -3261.876|-10595.661 -3249.089|-10607.279 -3240.516|-10613.892 -3235.646|-10618.079 -3230.675|-10629.068 -3217.632|-10640.064 -3204.589|-10651.053 -3191.546|-10655.842 -3185.864|-10663.112 -3179.403|-10675.548 -3168.362|-10683.433 -3161.367|-10687.642 -3157.031|-10699.127 -3145.177|-10717.610 -3126.119|-10736.603 -3106.548|-10749.675 -3109.528|-10817.497 -3124.962|-10803.320 -3140.007|-10784.348 -3160.144|-10776.840 -3168.117|-10749.990 -3196.605|-10730.500 -3217.276|-10717.267 -3231.320|-10712.933 -3235.912|-10706.215 -3243.040|-10704.286 -3244.875|-10692.088 -3256.406|-10680.141 -3267.692|-10669.068 -3278.155|-10657.736 -3288.863|-10647.104 -3298.915|-10636.464 -3308.968|-10625.832 -3319.020|-10615.192 -3329.072|-10604.560 -3339.124|-10593.927 -3349.176|-10584.183 -3358.383|-10581.372 -3361.040|-10578.562 -3363.698|-10576.724 -3365.432|-10568.810 -3372.916
