ADDRESS,POINTS
1155 CORNERSTONE BV NE,9068.390 11844.744|9094.821 11844.755|9104.091 11844.766|9210.521 11844.877|9211.527 11844.877|9218.511 11844.888|9288.940 11845.000|9290.401 11845.144|9291.806 11845.578|9293.106 11846.267|9294.239 11847.201|9295.168 11848.335|9295.860 11849.625|9296.287 11851.037|9296.427 11852.494|9296.434 11938.559|9296.448 12031.651|9291.953 12036.144|9288.562 12036.144|9255.484 12036.099|9034.934 12035.810|9030.432 12031.307|9030.432 11961.120|9030.432 11956.194|9030.432 11952.670|9030.432 11940.683|9030.425 11863.947|9030.656 11861.345|9031.334 11858.832|9032.438 11856.464|9033.934 11854.318|9035.787 11852.472|9037.926 11850.971|9040.303 11849.870|9042.826 11849.192
