ADDRESS,POINTS
380 CANYON MEADOWS DR SE,531.424 -13087.861|526.629 -13036.489|594.506 -13030.073|594.219 -13027.015|593.374 -13019.876|592.185 -13012.793|590.661 -13005.766|588.788 -12998.827|586.586 -12991.989|584.055 -12985.261|581.203 -12978.667|578.030 -12972.218|570.683 -12958.163|560.218 -12938.148|556.051 -12930.186|547.852 -12914.486|548.767 -12916.698|549.292 -12919.045|549.411 -12921.124|549.215 -12923.203|548.704 -12925.227|547.894 -12927.151|546.803 -12928.930|545.454 -12930.520|543.881 -12931.877|542.119 -12932.988|538.722 -12934.790|535.667 -12936.313|532.556 -12937.714|529.390 -12938.971|526.174 -12940.094|522.910 -12941.083|519.603 -12941.929|516.269 -12942.629|512.906 -12943.196|509.523 -12943.608|506.119 -12943.886|502.714 -12944.008|499.303 -12943.986|495.898 -12943.819|492.501 -12943.508|489.125 -12943.052|485.769 -12942.440|450.251 -12935.279|448.706 -12939.082|445.245 -12947.555|441.820 -12955.972|440.471 -12959.264|409.790 -13034.521|404.938 -13046.407|404.302 -13048.498|404.051 -13050.677|404.197 -13052.857|404.736 -13054.969|405.651 -13056.960|406.910 -13058.739|408.469 -13060.273|410.272 -13061.485|421.051 -13067.379|426.315 -13070.259|437.989 -13073.961|449.782 -13077.231|461.694 -13080.066|473.697 -13082.468|485.776 -13084.436|497.919 -13085.959|510.110 -13087.038|522.336 -13087.672
