ADDRESS,POINTS
5019 CENTRE ST NW,612.304 5452.159|581.902 5452.170|581.909 5433.912|612.311 5433.900
5023 CENTRE ST NW,612.304 5470.428|581.902 5470.439|581.902 5452.170|612.304 5452.159
5027 CENTRE ST NW,612.297 5488.686|581.895 5488.708|581.902 5470.439|612.304 5470.428
