ADDRESS,POINTS
12095 84 ST SE,11127.967 -11262.852|11137.998 -11261.462|11138.159 -11071.641|11128.120 -11071.041
13519 84 ST SE,11136.803 -13260.191|11136.558 -13164.029|11126.841 -13163.118|11126.806 -13260.180
