ADDRESS,POINTS
506 71 AV SW,-116.265 -6443.197|-162.220 -6443.208|-172.839 -6443.219|-172.860 -6476.733|-172.901 -6481.236|-168.484 -6485.807|-116.181 -6485.807
555 69 AV SW,-128.701 -6302.546|-151.553 -6302.546|-151.560 -6382.907|-39.502 -6382.896|-39.481 -6336.005|-92.888 -6336.027|-128.701 -6336.049
