ADDRESS,POINTS
7102 ELBOW DR SW,-768.245 -6344.022|-768.273 -6305.949|-768.280 -6302.902|-804.687 -6302.935|-804.736 -6344.055
601 67 AV SW,-206.218 -6138.600|-190.979 -6138.600|-190.979 -6106.009|-195.530 -6101.439|-206.162 -6101.450
