ADDRESS,POINTS
96 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
98 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
100 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
102 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
104 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
81 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
83 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
85 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
87 ROYAL ELM GR NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
271 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
269 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
267 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
265 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
263 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
261 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
259 ROYAL ELM RD NW,-10953.797 10627.815|-10982.206 10647.797|-10988.833 10652.456|-10996.453 10656.426|-11013.810 10665.499|-11038.661 10681.222|-11047.064 10686.537|-11050.056 10686.537|-11070.133 10686.549|-11084.309 10686.560|-11088.510 10686.560|-11103.617 10686.571|-11117.731 10686.582|-11120.534 10686.582|-11142.204 10686.593|-11171.690 10686.615|-11173.256 10686.615|-11174.591 10683.691|-11185.790 10659.117|-11194.179 10640.703|-11196.618 10635.343|-11198.156 10631.963|-11199.904 10629.405|-11211.669 10612.181|-11217.443 10603.719|-11222.287 10596.625|-11209.725 10596.625|-11204.517 10596.614|-11195.171 10596.614|-11177.835 10596.603|-11173.843 10596.592|-11167.929 10596.592|-11125.127 10596.570|-11093.830 10596.547|-11062.072 10596.525|-11022.674 10596.503|-11016.886 10596.492|-11006.428 10596.492|-11001.626 10596.481|-10999.655 10596.592|-10997.704 10596.914|-10995.796 10597.448|-10993.964 10598.193|-10991.951 10599.005|-10989.861 10599.605|-10987.722 10599.961|-10985.555 10600.095|-10983.437 10599.983|-10981.339 10599.661|-10979.291 10599.116|-10977.306 10598.349|-10975.419 10597.381|-10973.650 10596.214|-10972.007 10594.868|-10970.518 10593.356|-10968.980 10591.388|-10967.701 10589.231|-10966.967 10587.630|-10966.373 10585.973|-10962.710 10585.973|-10938.579 10585.951|-10934.468 10585.951
3 ROYAL OAK PZ NW,-10230.073 11412.151|-10232.366 11414.797|-10245.508 11429.998|-10258.259 11418.956|-10253.931 11416.143|-10249.723 11413.174|-10245.634 11410.038|-10241.670 11406.736|-10239.049 11404.390
5 ROYAL OAK PZ NW,-10224.606 11416.888|-10240.041 11434.724|-10245.508 11429.998|-10232.366 11414.797|-10230.073 11412.151
7 ROYAL OAK PZ NW,-10219.140 11421.625|-10234.575 11439.461|-10240.041 11434.724|-10224.606 11416.888
9 ROYAL OAK PZ NW,-10213.317 11426.506|-10225.718 11446.566|-10227.983 11445.165|-10228.843 11444.431|-10232.617 11441.162|-10234.575 11439.461|-10219.140 11421.625|-10213.960 11426.106
13 ROYAL OAK PZ NW,-10205.788 11431.165|-10218.189 11451.225|-10225.718 11446.566|-10213.317 11426.506
15 ROYAL OAK PZ NW,-10199.636 11434.979|-10212.044 11455.039|-10216.015 11452.582|-10218.189 11451.225|-10205.788 11431.165
17 ROYAL OAK PZ NW,-10193.485 11438.782|-10205.893 11458.842|-10212.044 11455.039|-10199.636 11434.979
19 ROYAL OAK PZ NW,-10185.977 11443.430|-10198.378 11463.490|-10202.125 11461.188|-10205.893 11458.842|-10193.485 11438.782
23 ROYAL OAK PZ NW,-10178.462 11448.078|-10190.870 11468.138|-10192.268 11467.282|-10198.378 11463.490|-10185.977 11443.430
25 ROYAL OAK PZ NW,-10172.318 11451.881|-10184.719 11471.941|-10190.870 11468.138|-10178.462 11448.078
27 ROYAL OAK PZ NW,-10166.166 11455.695|-10178.567 11475.755|-10182.412 11473.386|-10184.719 11471.941|-10172.318 11451.881
29 ROYAL OAK PZ NW,-10158.658 11460.343|-10171.059 11480.403|-10172.562 11479.480|-10178.567 11475.755|-10166.166 11455.695|-10159.546 11459.787
33 ROYAL OAK PZ NW,-10151.143 11464.991|-10163.545 11485.050|-10171.059 11480.403|-10158.658 11460.343
35 ROYAL OAK PZ NW,-10144.992 11468.794|-10157.393 11488.853|-10162.706 11485.584|-10163.545 11485.050|-10151.143 11464.991
37 ROYAL OAK PZ NW,-10138.840 11472.597|-10151.248 11492.656|-10153.359 11491.366|-10157.393 11488.853|-10144.992 11468.794
39 ROYAL OAK PZ NW,-10131.332 11477.245|-10143.734 11497.315|-10151.248 11492.656|-10138.840 11472.597
43 ROYAL OAK PZ NW,-10123.818 11481.904|-10136.226 11501.963|-10143.510 11497.460|-10143.734 11497.315|-10131.332 11477.245
45 ROYAL OAK PZ NW,-10117.666 11485.707|-10130.074 11505.766|-10133.653 11503.564|-10136.226 11501.963|-10123.818 11481.904
47 ROYAL OAK PZ NW,-10111.521 11489.509|-10123.923 11509.569|-10130.074 11505.766|-10117.666 11485.707
49 ROYAL OAK PZ NW,-10104.007 11494.157|-10116.415 11514.217|-10123.804 11509.658|-10123.923 11509.569|-10111.521 11489.509
53 ROYAL OAK PZ NW,-10096.499 11498.805|-10108.900 11518.865|-10113.947 11515.762|-10116.415 11514.217|-10104.007 11494.157
55 ROYAL OAK PZ NW,-10090.347 11502.608|-10102.755 11522.679|-10104.091 11521.856|-10108.900 11518.865|-10096.499 11498.805
57 ROYAL OAK PZ NW,-10084.203 11506.422|-10096.604 11526.482|-10102.755 11522.679|-10090.347 11502.608
59 ROYAL OAK PZ NW,-10076.261 11511.326|-10088.670 11531.396|-10094.751 11527.638|-10096.604 11526.482|-10084.203 11506.422|-10076.625 11511.103
72 ROYAL OAK DR NW,-10038.918 10817.269|-10034.934 10817.625|-10035.108 10819.616|-10035.605 10824.408|-10036.213 10829.201|-10041.253 10832.625|-10055.045 10829.156|-10068.740 10825.298|-10069.900 10824.953|-10069.439 10821.439|-10068.761 10814.656
78 ROYAL OAK DR NW,-10034.326 10805.883|-10034.549 10811.754|-10034.934 10817.625|-10038.918 10817.269|-10068.761 10814.656|-10068.446 10809.741|-10068.278 10804.815
84 ROYAL OAK DR NW,-10034.284 10795.230|-10034.277 10801.035|-10034.326 10805.883|-10068.278 10804.815|-10068.243 10801.090|-10068.243 10795.275
90 ROYAL OAK DR NW,-10034.284 10795.230|-10068.243 10795.275|-10068.250 10785.501|-10038.296 10785.456|-10034.298 10785.445
96 ROYAL OAK DR NW,-10034.298 10785.445|-10038.296 10785.456|-10068.250 10785.501|-10068.264 10783.655|-10068.257 10775.716|-10034.312 10775.660
102 ROYAL OAK DR NW,-10034.312 10775.660|-10068.257 10775.716|-10068.264 10765.931|-10034.326 10765.875
106 ROYAL OAK DR NW,-10034.326 10765.875|-10068.264 10765.931|-10068.271 10756.145|-10067.104 10756.145|-10037.989 10756.101|-10034.340 10756.101
110 ROYAL OAK DR NW,-10034.354 10748.139|-10034.340 10756.101|-10037.989 10756.101|-10067.104 10756.145|-10068.271 10756.145|-10068.348 10747.228|-10068.306 10743.681|-10067.118 10743.669|-10038.855 10743.636
49 ROYAL BIRCH GD NW,-10050.222 10685.425|-10044.098 10684.302|-10037.499 10708.821|-10036.563 10712.602|-10035.794 10716.427|-10035.185 10720.274|-10034.752 10724.155|-10038.946 10728.647|-10050.131 10728.680
53 ROYAL BIRCH GD NW,-10050.131 10728.680|-10058.666 10728.703|-10058.757 10686.982|-10050.222 10685.425
57 ROYAL BIRCH GD NW,-10058.666 10728.703|-10067.223 10728.703|-10067.293 10688.517|-10058.757 10686.982
5 ROYAL BIRCH PA NW,-9890.357 10633.853|-9889.588 10647.486|-9920.430 10648.398|-9920.052 10644.584|-9919.458 10638.346|-9914.635 10633.887
9 ROYAL BIRCH PA NW,-9889.035 10657.238|-9921.129 10658.183|-9920.430 10648.398|-9889.588 10647.486
