ADDRESS,POINTS
2405 EDMONTON TR NE,1017.416 2821.943|1025.022 2821.943|1032.627 2821.943|1042.204 2821.943|1041.876 2828.025|1046.042 2858.037|1032.480 2858.037|1024.882 2858.037|1017.276 2858.037
254 20 AV NE,1022.498 2561.157|1014.899 2561.146|1007.301 2561.146|1007.336 2523.017|1014.934 2523.017|1022.533 2523.017
2101 EDMONTON TR NE,1037.730 2523.028|1045.329 2523.028|1057.199 2523.028|1055.276 2561.168|1045.294 2561.168|1037.695 2561.157
260 20 AV NE,1037.695 2561.157|1030.097 2561.157|1022.498 2561.157|1022.533 2523.017|1030.132 2523.028|1037.730 2523.028
257 24 AV NE,1036.325 2898.256|1032.383 2898.267|1024.784 2898.267|1024.896 2862.262|1032.494 2862.262|1036.437 2862.262
261 24 AV NE,1036.437 2862.262|1040.100 2862.262|1046.622 2862.251|1051.557 2898.234|1039.981 2898.256|1036.325 2898.256
