ADDRESS,POINTS
6015 23 AV SE,8712.365 -1932.163|8712.386 -1647.204|8071.989 -1647.715|8071.702 -1876.032|8071.639 -1926.792|8071.660 -1945.073|8712.358 -1944.372
2404 52 ST SE,8529.362 -1161.193|8541.238 -1149.295|8504.161 -1149.340|8475.885 -1149.373|8484.105 -1141.145|8441.072 -1141.189|8432.851 -1149.429|8412.194 -1149.451|8051.961 -1510.334|8006.041 -1556.413|7979.071 -1583.467|7915.717 -1647.037|7915.738 -1668.364|7910.586 -1673.535|7910.635 -1716.545|7915.794 -1711.386|7915.835 -1748.947|7942.427 -1749.081|8072.017 -1619.272|8309.225 -1381.659|8313.335 -1377.545|8410.971 -1279.760|8504.182 -1186.412
1815L 58 ST SE,8529.362 -1161.193|8541.238 -1149.295|8504.161 -1149.340|8475.885 -1149.373|8484.105 -1141.145|8441.072 -1141.189|8432.851 -1149.429|8412.194 -1149.451|8051.961 -1510.334|8006.041 -1556.413|7979.071 -1583.467|7915.717 -1647.037|7915.738 -1668.364|7910.586 -1673.535|7910.635 -1716.545|7915.794 -1711.386|7915.835 -1748.947|7942.427 -1749.081|8072.017 -1619.272|8309.225 -1381.659|8313.335 -1377.545|8410.971 -1279.760|8504.182 -1186.412
