ADDRESS,POINTS
119R SILVERTHORN WY NW,-8992.045 6955.692|-8992.045 6958.794|-9162.033 6958.705|-9161.180 6955.614|-9143.005 6955.625
209 SILVERGROVE DR NW,-9148.332 7494.965|-9150.701 7498.290|-9153.239 7501.481|-9155.951 7504.539|-9158.817 7507.441|-9161.844 7510.188|-9165.004 7512.767|-9168.303 7515.180|-9171.729 7517.404|-9181.473 7523.375|-9187.744 7521.863|-9212.532 7481.344|-9225.905 7461.473|-9227.184 7459.149|-9228.044 7456.647|-9228.456 7454.023|-9228.407 7451.377|-9227.897 7448.775|-9226.946 7446.295|-9225.583 7444.027|-9223.843 7442.014|-9208.575 7427.270|-9198.481 7420.453|-9192.875 7428.793|-9187.947 7436.110|-9183.018 7443.437|-9178.090 7450.754|-9173.162 7458.082|-9168.233 7465.398|-9163.305 7472.726|-9158.377 7480.043
