ADDRESS,POINTS
1013S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1014S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1015S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1016S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1017S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1018S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1019S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1020S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1021S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1022S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1023S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1024S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1025S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1026S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1027S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1028S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1029S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1030S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1031S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1032S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1033S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1034S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1035S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1036S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1037S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1038S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1039S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1040S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1041S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1042S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1043S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1044S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1045S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1046S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1047S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1048S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1049S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1050S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1051S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1052S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1053S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1054S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1055S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1056S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1057S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1058S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1059S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1060S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1061S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1062S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1063S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1064S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1065S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1066S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1067S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1068S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1069S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1070S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1071S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1072S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1073S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1074S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1075S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1077S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1078S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1079S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1080S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1081S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1082S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1083S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1084S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1085S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1086S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1087S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1088S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1089S 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1090V 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1091V 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1092V 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
1093V 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
119 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
120 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
118 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
116 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
114 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
112 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
110 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
108 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
106 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
104 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
102 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
101 70 ROYAL OAK PZ NW,-10063.902 11357.054|-10105.146 11357.132|-10127.348 11384.619|-10136.449 11377.258|-10140.721 11382.540|-10143.237 11380.505|-10145.502 11383.307|-10164.062 11368.296|-10158.148 11360.979|-10184.914 11339.341|-10178.113 11330.856|-10063.951 11330.645
