ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
8539 47 AV NW,Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.2101881 51.0948985, -114.2104059 51.0948985, -114.2104055 51.0945695, -114.2101878 51.0945695, -114.2101881 51.0948985)))"
204 9 ST NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.039755 51.0537252, -114.0402331 51.0537264, -114.0402331 51.053711, -114.0402332 51.0535888, -114.039755 51.0535877, -114.039755 51.0537099, -114.039755 51.0537252)))"
3326 21 ST SW,Non-Residential,RICHMOND,MU-2,"MULTIPOLYGON (((-114.1115552 51.0240988, -114.1115548 51.0244218, -114.1116634 51.0244217, -114.111772 51.0244216, -114.1117723 51.024079, -114.1116637 51.0240793, -114.1115552 51.0240796, -114.1115552 51.0240988)))"
610 1 AV NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0510258 51.0537781, -114.0511341 51.0537781, -114.0511341 51.0536411, -114.0511341 51.0535042, -114.0511341 51.0533672, -114.0509711 51.0533672, -114.0509711 51.0536411, -114.0509711 51.0537781, -114.0510258 51.0537781)))"
2710 17 AV SE,Non-Residential,ALBERT PARK/RADISSON HEIGHTS,MU-2,"MULTIPOLYGON (((-113.9967747 51.0379091, -113.9967747 51.0382371, -113.9968833 51.038237, -113.9968833 51.037909, -113.9967747 51.0379091)))"
3701 17 AV SW,Non-Residential,KILLARNEY/GLENGARRY,MU-2,"MULTIPOLYGON (((-114.1398961 51.0375813, -114.1404173 51.0375809, -114.1404173 51.0375124, -114.1404173 51.0374439, -114.1398961 51.0374443, -114.1398961 51.0375128, -114.1398961 51.0375813)))"
211 6 ST NE,Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0484992 51.0537781, -114.048982 51.0537781, -114.0489819 51.0537096, -114.0489819 51.0536411, -114.0487407 51.0536411, -114.0484992 51.0536411, -114.0484992 51.0537096, -114.0484992 51.0537781)))"
4805 17 AV SE,Non-Residential,FOREST LAWN,MU-2,"MULTIPOLYGON (((-113.9651689 51.0372641, -113.9651694 51.0376582, -113.9653866 51.037658, -113.9655614 51.0376578, -113.9656255 51.0376173, -113.9656251 51.0372635, -113.9653861 51.0372638, -113.9651689 51.0372641)))"
1734 50 ST SE,Non-Residential,FOREST LAWN,MU-2,"MULTIPOLYGON (((-113.9606828 51.0380785, -113.9606829 51.038147, -113.9606829 51.0382154, -113.960683 51.0382839, -113.9612392 51.0382834, -113.9612391 51.0382149, -113.9612391 51.0381464, -113.9612391 51.0380779, -113.9606828 51.0380785)))"
2710 17 AV SE,Non-Residential,ALBERT PARK/RADISSON HEIGHTS,MU-2,"MULTIPOLYGON (((-113.9968833 51.037909, -113.9968833 51.038237, -113.9969919 51.0382369, -113.9969919 51.0379089, -113.9968833 51.037909)))"
204 9 ST NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.039755 51.0535877, -114.0402332 51.0535888, -114.0402332 51.0534666, -114.039755 51.0534654, -114.039755 51.0535877)))"
213 6 ST NE,Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0484992 51.0538466, -114.048982 51.0538466, -114.048982 51.0537781, -114.0484992 51.0537781, -114.0484992 51.0538466)))"
4821 17 AV SE,Non-Residential,FOREST LAWN,MU-2,"MULTIPOLYGON (((-113.9651689 51.0372641, -113.9649516 51.0372644, -113.9647343 51.0372647, -113.9644953 51.037265, -113.9644959 51.0376589, -113.9647349 51.0376587, -113.9649521 51.0376584, -113.9651694 51.0376582, -113.9651689 51.0372641)))"
2710 17 AV SE,Non-Residential,ALBERT PARK/RADISSON HEIGHTS,MU-2,"MULTIPOLYGON (((-113.9965575 51.0379092, -113.9965576 51.0382374, -113.9967747 51.0382371, -113.9967747 51.0379091, -113.9965575 51.0379092)))"
8541 47 AV NW,Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.2104059 51.0948985, -114.2106235 51.0948985, -114.2106233 51.0945695, -114.2104055 51.0945695, -114.2104059 51.0948985)))"
6524 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1824444 51.0873158, -114.182622 51.0873948, -114.1827003 51.0874297, -114.1829662 51.0871923, -114.182888 51.0871575, -114.1827104 51.0870784, -114.1824444 51.0873158)))"
6524 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1822667 51.0872367, -114.1824444 51.0873158, -114.1827104 51.0870784, -114.1825328 51.0869993, -114.1822667 51.0872367)))"
6535 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1834992 51.0870873, -114.1834967 51.0870896, -114.1836743 51.0871686, -114.1838519 51.0872477, -114.1841257 51.0870034, -114.1839481 51.0869243, -114.1837704 51.0868453, -114.1834992 51.0870873)))"
2136 33 AV SW,Non-Residential,RICHMOND,MU-2,"MULTIPOLYGON (((-114.1113379 51.024099, -114.1113376 51.0244221, -114.1114462 51.0244219, -114.1115548 51.0244218, -114.1115552 51.0240988, -114.1114465 51.0240989, -114.1113379 51.024099)))"
615 2 AV NE,Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0506989 51.0539781, -114.0506989 51.054189, -114.0506989 51.0542059, -114.0507249 51.0542604, -114.0508291 51.0544165, -114.0508296 51.054189, -114.0508302 51.0539151, -114.0506989 51.0539151, -114.0506989 51.0539781)))"
214 4 ST NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0511345 51.0540521, -114.0515693 51.0540521, -114.0515692 51.053915, -114.0511345 51.0539151, -114.0511345 51.0540521)))"
3717 17 AV SW,Non-Residential,KILLARNEY/GLENGARRY,MU-2,"MULTIPOLYGON (((-114.1405042 51.0374439, -114.1405042 51.0375123, -114.1405042 51.0375808, -114.1405042 51.0376493, -114.1405042 51.0377177, -114.140982 51.0377174, -114.1410254 51.03769, -114.1410255 51.0376489, -114.1410255 51.0375804, -114.1410254 51.037512, -114.1410255 51.0374435, -114.1405042 51.0374439)))"
618 1 AV NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0506991 51.0533672, -114.0504816 51.0533672, -114.0504815 51.0535452, -114.0505901 51.0539781, -114.0506989 51.0539781, -114.0506989 51.0539151, -114.0508302 51.0539151, -114.0510258 51.0539151, -114.0510258 51.0537781, -114.0509711 51.0537781, -114.050808 51.0537781, -114.050699 51.0537781, -114.050699 51.0536411, -114.0506991 51.0533672)))"
43 4 ST NE,Non-Residential,CRESCENT HEIGHTS,MU-2,"MULTIPOLYGON (((-114.0518555 51.0525907, -114.0518556 51.0527886, -114.0520725 51.0527887, -114.0522894 51.0527888, -114.0522894 51.052591, -114.0520724 51.0525908, -114.0518555 51.0525907)))"
1733 51 ST SE,Non-Residential,FOREST LAWN,MU-2,"MULTIPOLYGON (((-113.9600399 51.0381474, -113.96004 51.0382159, -113.9600401 51.0382844, -113.9600402 51.0383529, -113.9600402 51.0384214, -113.9605962 51.038421, -113.9605961 51.0383525, -113.9605961 51.038284, -113.960596 51.0382156, -113.960596 51.0381471, -113.9600399 51.0381474)))"
6403 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1802423 51.085641, -114.1804199 51.0857201, -114.1806936 51.0854761, -114.180516 51.085397, -114.1802423 51.085641)))"
6411 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1805974 51.0857991, -114.1807749 51.0858781, -114.1807774 51.0858759, -114.1810488 51.0856343, -114.1808712 51.0855552, -114.1805974 51.0857991)))"
802 1 AV NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.0450754 51.0536025, -114.0455535 51.0536038, -114.0455536 51.0534817, -114.0455537 51.0533595, -114.0450757 51.0533583, -114.0450755 51.0534804, -114.0450754 51.0536025)))"
1912 33 ST SW,Residential,KILLARNEY/GLENGARRY,MU-2,"MULTIPOLYGON (((-114.1348411 51.0374479, -114.135362 51.0374476, -114.1353621 51.0373106, -114.1348411 51.037311, -114.1348411 51.0374479)))"
6407 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1804199 51.0857201, -114.1805974 51.0857991, -114.1808712 51.0855552, -114.1806936 51.0854761, -114.1804199 51.0857201)))"
4920 17 AV SE,Non-Residential,FOREST LAWN,MU-2,"MULTIPOLYGON (((-113.9635683 51.038555, -113.9635685 51.0384181, -113.9635691 51.0380049, -113.9630132 51.0380053, -113.9630126 51.0384188, -113.9630123 51.0385558, -113.9635683 51.038555)))"
1916 33 ST SW,Residential,KILLARNEY/GLENGARRY,MU-2,"MULTIPOLYGON (((-114.1348411 51.037311, -114.1353621 51.0373106, -114.1353621 51.0371737, -114.1348411 51.037174, -114.1348411 51.037311)))"
6415 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1807774 51.0858759, -114.180955 51.0859549, -114.1812264 51.0857133, -114.1810488 51.0856343, -114.1807774 51.0858759)))"
6419 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.180955 51.0859549, -114.1811326 51.086034, -114.1814039 51.0857924, -114.1812264 51.0857133, -114.180955 51.0859549)))"
1309 9 AV SE,Non-Residential,INGLEWOOD,MU-2,"MULTIPOLYGON (((-114.0337031 51.0409, -114.0338252 51.0409474, -114.0341058 51.0406603, -114.0339838 51.0406128, -114.0337031 51.0409)))"
614 1 AV NE,Non-Residential,BRIDGELAND/RIVERSIDE,MU-2,"MULTIPOLYGON (((-114.050808 51.0537781, -114.0509711 51.0537781, -114.0509711 51.0536411, -114.0509711 51.0533672, -114.0508081 51.0533672, -114.050808 51.0536411, -114.050808 51.0537781)))"
1701 36 ST SE,Residential,ALBERT PARK/RADISSON HEIGHTS,MU-2,"MULTIPOLYGON (((-113.9818383 51.0391569, -113.9818383 51.0392938, -113.9823296 51.0392931, -113.9823296 51.0391562, -113.9818383 51.0391569)))"
4703 BOWNESS RD NW,Non-Residential,MONTGOMERY,MU-2,"MULTIPOLYGON (((-114.161731 51.0728774, -114.161591 51.0727727, -114.1614511 51.0726679, -114.1613112 51.0725631, -114.1611713 51.0724584, -114.1608776 51.0726142, -114.1608699 51.0726712, -114.1609685 51.072745, -114.1611084 51.0728497, -114.1612483 51.0729545, -114.1613883 51.0730593, -114.161731 51.0728774)))"
6435 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1816451 51.0862655, -114.1816629 51.0862734, -114.1818405 51.0863525, -114.1821143 51.0861087, -114.1819367 51.0860297, -114.1819189 51.0860218, -114.1816451 51.0862655)))"
4639 BOWNESS RD NW,Non-Residential,MONTGOMERY,MU-2,"MULTIPOLYGON (((-114.1604645 51.0723672, -114.1605634 51.0724411, -114.1606539 51.072446, -114.1609474 51.0722904, -114.1608074 51.0721856, -114.1604645 51.0723672)))"
1814 33 ST SE,Non-Residential,SOUTHVIEW,MU-2,"MULTIPOLYGON (((-113.9857223 51.0372028, -113.9857221 51.0375588, -113.9864099 51.0375579, -113.986474 51.0375174, -113.9864741 51.0372017, -113.9857223 51.0372028)))"
6423 BOWNESS RD NW,Non-Residential,BOWNESS,MU-2,"MULTIPOLYGON (((-114.1811326 51.086034, -114.1811301 51.0860362, -114.1813077 51.0861153, -114.1815815 51.0858715, -114.1814039 51.0857924, -114.1811326 51.086034)))"
4639 BOWNESS RD NW,Non-Residential,MONTGOMERY,MU-2,"MULTIPOLYGON (((-114.1603244 51.0722624, -114.1604645 51.0723672, -114.1608074 51.0721856, -114.1606674 51.0720808, -114.1603244 51.0722624)))"
901 CENTRE ST NW,Non-Residential,CRESCENT HEIGHTS,MU-2,"MULTIPOLYGON (((-114.0627101 51.0602128, -114.0632537 51.0602156, -114.063254 51.0601471, -114.0632543 51.0600786, -114.0632547 51.0600101, -114.063255 51.0599416, -114.0632553 51.0598732, -114.0627117 51.0598705, -114.0627114 51.0599389, -114.0627111 51.0600074, -114.0627108 51.0600759, -114.0627104 51.0601444, -114.0627101 51.0602128)))"
