ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
9090 24 ST SE,Residential,SHEPARD INDUSTRIAL,"R-MH,S-FUD","MULTIPOLYGON (((-113.9960229 50.9722594, -113.9956745 50.9723797, -113.9956896 50.9723972, -113.9970706 50.9739911, -113.9971024 50.9740272, -113.9970696 50.9740385, -113.9990472 50.9749038, -114.0002623 50.9749, -114.0012233 50.9743284, -114.0012643 50.9742489, -114.0013007 50.9741686, -114.0013323 50.9740874, -114.001359 50.9740055, -114.001381 50.9739231, -114.001398 50.9738402, -114.0014102 50.973757, -114.0014175 50.9736736, -114.0014252 50.9734938, -114.0014278 50.973314, -114.0014276 50.9723806, -114.0014276 50.9723781, -114.0014276 50.9722416, -113.9986776 50.9722506, -113.9986776 50.9711736, -113.9986776 50.9708982, -113.9986776 50.9704426, -114.0014278 50.9704336, -114.0014277 50.967119, -114.0014277 50.9649966, -113.994635 50.9650083, -113.9942013 50.9650086, -113.9937315 50.9650098, -113.9932714 50.96501, -113.9932663 50.9651004, -113.9932518 50.9653591, -113.9932465 50.965455, -113.9932423 50.9655298, -113.9931742 50.9667471, -113.9931699 50.9668584, -113.9931695 50.9669697, -113.993173 50.967081, -113.9931803 50.9671923, -113.9931914 50.9673033, -113.9932065 50.9674143, -113.9932253 50.9675249, -113.993248 50.9676353, -113.9932764 50.9677523, -113.993309 50.9678689, -113.993346 50.967985, -113.9933872 50.9681004, -113.9936515 50.9688022, -113.9936825 50.9688936, -113.9937071 50.9689859, -113.9937251 50.9690787, -113.9937365 50.9691719, -113.9937414 50.9692653, -113.9937397 50.9693588, -113.9937314 50.9694522, -113.9937165 50.9695452, -113.9946325 50.9695453, -113.9963277 50.9718419, -113.9965114 50.9720907, -113.9960229 50.9722594)))"
9090 24 ST SE,Non-Residential,SHEPARD INDUSTRIAL,"R-MH,S-FUD","MULTIPOLYGON (((-113.9960229 50.9722594, -113.9956745 50.9723797, -113.9956896 50.9723972, -113.9970706 50.9739911, -113.9971024 50.9740272, -113.9970696 50.9740385, -113.9990472 50.9749038, -114.0002623 50.9749, -114.0012233 50.9743284, -114.0012643 50.9742489, -114.0013007 50.9741686, -114.0013323 50.9740874, -114.001359 50.9740055, -114.001381 50.9739231, -114.001398 50.9738402, -114.0014102 50.973757, -114.0014175 50.9736736, -114.0014252 50.9734938, -114.0014278 50.973314, -114.0014276 50.9723806, -114.0014276 50.9723781, -114.0014276 50.9722416, -113.9986776 50.9722506, -113.9986776 50.9711736, -113.9986776 50.9708982, -113.9986776 50.9704426, -114.0014278 50.9704336, -114.0014277 50.967119, -114.0014277 50.9649966, -113.994635 50.9650083, -113.9942013 50.9650086, -113.9937315 50.9650098, -113.9932714 50.96501, -113.9932663 50.9651004, -113.9932518 50.9653591, -113.9932465 50.965455, -113.9932423 50.9655298, -113.9931742 50.9667471, -113.9931699 50.9668584, -113.9931695 50.9669697, -113.993173 50.967081, -113.9931803 50.9671923, -113.9931914 50.9673033, -113.9932065 50.9674143, -113.9932253 50.9675249, -113.993248 50.9676353, -113.9932764 50.9677523, -113.993309 50.9678689, -113.993346 50.967985, -113.9933872 50.9681004, -113.9936515 50.9688022, -113.9936825 50.9688936, -113.9937071 50.9689859, -113.9937251 50.9690787, -113.9937365 50.9691719, -113.9937414 50.9692653, -113.9937397 50.9693588, -113.9937314 50.9694522, -113.9937165 50.9695452, -113.9946325 50.9695453, -113.9963277 50.9718419, -113.9965114 50.9720907, -113.9960229 50.9722594)))"
