ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
6528 11 ST NE,Non-Residential,DEERFOOT BUSINESS CENTRE,"S-CS,S-FUD","MULTIPOLYGON (((-114.0451481 51.1206185, -114.0448969 51.1213084, -114.0444317 51.1225861, -114.0443971 51.1226743, -114.0443578 51.1227617, -114.0443139 51.1228483, -114.0442653 51.1229339, -114.0442122 51.1230184, -114.0441545 51.1231018, -114.0440925 51.1231839, -114.0440261 51.1232646, -114.0434809 51.124427, -114.043321 51.1243619, -114.0431641 51.124294, -114.0430106 51.1242232, -114.0428604 51.1241496, -114.0427136 51.1240733, -114.0425706 51.1239943, -114.0424312 51.1239127, -114.0422957 51.1238286, -114.0421642 51.1237421, -114.0420368 51.1236531, -114.0419136 51.1235619, -114.0417948 51.1234684, -114.0416803 51.1233728, -114.0415703 51.1232751, -114.041465 51.1231755, -114.0413643 51.1230739, -114.0399159 51.1215644, -114.0397108 51.1213488, -114.0395084 51.1211322, -114.0393086 51.1209147, -114.0391115 51.1206962, -114.0390025 51.1206761, -114.0404896 51.1222256, -114.0419767 51.123775, -114.0431919 51.1250414, -114.0431458 51.12523, -114.0428267 51.1267185, -114.0423633 51.1288791, -114.0420731 51.1302555, -114.040057 51.1324695, -114.0426116 51.1324614, -114.0432732 51.132459, -114.0434098 51.1323026, -114.0435418 51.1321446, -114.0436694 51.1319852, -114.0437925 51.1318244, -114.043911 51.1316622, -114.0440249 51.1314988, -114.0441342 51.1313341, -114.0442388 51.1311682, -114.0443386 51.1310012, -114.0444338 51.1308331, -114.0445242 51.130664, -114.0446098 51.1304938, -114.0446906 51.1303228, -114.0447665 51.1301509, -114.0448376 51.1299782, -114.0449037 51.1298047, -114.0449639 51.1296335, -114.0450193 51.1294618, -114.04507 51.1292894, -114.0451158 51.1291165, -114.0451569 51.1289432, -114.0451931 51.1287694, -114.0452245 51.1285953, -114.0452511 51.1284208, -114.0452728 51.1282461, -114.0452897 51.1280711, -114.0453018 51.127896, -114.045309 51.1277208, -114.0453113 51.1275456, -114.0453087 51.1273703, -114.0453013 51.1271951, -114.0452891 51.12702, -114.0452475 51.1265263, -114.0452339 51.126365, -114.0452303 51.1263195, -114.0452189 51.1261823, -114.0451371 51.1252155, -114.0451996 51.1250346, -114.0451996 51.1249478, -114.0449611 51.1246749, -114.0451471 51.1244003, -114.0451991 51.1233047, -114.045199 51.1222091, -114.0451554 51.1219242, -114.0455033 51.1214094, -114.0455898 51.1205659, -114.045367 51.1200182, -114.0451481 51.1206185)))"
14699 JAMES MCKEVITT RD SW,Non-Residential,EVERGREEN,"S-CS,S-FUD","MULTIPOLYGON (((-114.107486 50.9214349, -114.1088324 50.9214353, -114.1088344 50.9213909, -114.1088404 50.9213467, -114.1088503 50.9213027, -114.1088641 50.9212592, -114.1086167 50.9212591, -114.1084106 50.921259, -114.1081361 50.9212588, -114.1078136 50.9212587, -114.1076685 50.9212587, -114.107259 50.9212584, -114.1069907 50.9212578, -114.1067378 50.9212577, -114.1067375 50.9213117, -114.1067375 50.921435, -114.1072867 50.9214349, -114.107486 50.9214349)))"
