ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
5820 11 ST SE,Non-Residential,BURNS INDUSTRIAL,"I-G,S-FUD","MULTIPOLYGON (((-114.0367461 51.0014049, -114.036155 51.0014047, -114.0359229 51.0014043, -114.035361 51.0014035, -114.0353035 51.0014488, -114.0352475 51.001494, -114.035152 51.0015737, -114.0350588 51.0016546, -114.034968 51.0017365, -114.0348795 51.0018195, -114.0347935 51.0019034, -114.0347099 51.0019884, -114.0346288 51.0020742, -114.0345502 51.002161, -114.0344742 51.0022487, -114.0344007 51.0023372, -114.0343297 51.0024266, -114.0342614 51.0025167, -114.0341957 51.0026077, -114.0341326 51.0026993, -114.0340722 51.0027917, -114.0340145 51.0028847, -114.0340115 51.0028874, -114.0338268 51.0031964, -114.033281 51.0041103, -114.0337531 51.0044032, -114.0344927 51.004579, -114.0355419 51.0046464, -114.0361182 51.0046495, -114.0361219 51.0046309, -114.0367699 51.0046379, -114.0367701 51.004604, -114.0367992 51.0046008, -114.0368277 51.004596, -114.0368554 51.0045896, -114.0368821 51.0045817, -114.0369075 51.0045723, -114.0369315 51.0045614, -114.0369538 51.0045492, -114.0369743 51.0045359, -114.0369927 51.0045214, -114.0370091 51.0045059, -114.0370231 51.0044895, -114.0370347 51.0044725, -114.0370438 51.0044548, -114.0370503 51.0044367, -114.0370542 51.0044183, -114.0370555 51.0043997, -114.0370531 51.0036244, -114.0370514 51.0028025, -114.0370491 51.0019257, -114.0370481 51.0014969, -114.037048 51.0014515, -114.0370479 51.0014049, -114.0367613 51.0014049, -114.0367461 51.0014049)))"
9555 116 ST SE,Farm Land,RESIDUAL WARD 12 - SUB AREA 12A,"I-G,S-FUD","MULTIPOLYGON (((-113.8655615 50.965119, -113.8655507 50.9722141, -113.8655505 50.9723489, -113.8735045 50.972351, -113.8770807 50.9723518, -113.8770942 50.9651185, -113.8655615 50.965119)))"
