ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
7313 15 ST SE,Residential,BURNS INDUSTRIAL,S-FUD,"MULTIPOLYGON (((-114.0265737 50.9892159, -114.0265996 50.9892058, -114.0266236 50.9891939, -114.0266454 50.9891806, -114.0266649 50.9891658, -114.0266818 50.9891498, -114.0266958 50.9891328, -114.026707 50.9891149, -114.026715 50.9890964, -114.0267198 50.9890775, -114.0267215 50.9890583, -114.0267199 50.9890392, -114.026715 50.9890202, -114.026707 50.9890017, -114.0266959 50.9889839, -114.0266819 50.9889668, -114.026665 50.9889509, -114.0255057 50.9879769, -114.0254834 50.9880124, -114.0254629 50.9880484, -114.0254442 50.9880847, -114.0254272 50.9881213, -114.025412 50.9881582, -114.0253987 50.9881955, -114.0253872 50.988233, -114.0253775 50.9882706, -114.0253412 50.9884286, -114.0253388 50.9895478, -114.0253753 50.9895563, -114.0254132 50.9895621, -114.0254518 50.9895652, -114.0254908 50.9895654, -114.0255295 50.9895629, -114.0255675 50.9895576, -114.0256044 50.9895496, -114.0256395 50.9895391, -114.0265737 50.9892159)))"
2721 84 AV SE,Residential,SHEPARD INDUSTRIAL,S-FUD,"MULTIPOLYGON (((-113.9974413 50.9773139, -113.9974415 50.9776536, -113.99755 50.9776533, -113.9976586 50.977653, -113.9977671 50.9776527, -113.9977669 50.9773131, -113.9976583 50.9773134, -113.9975498 50.9773136, -113.9974413 50.9773139)))"
15015 53 ST SW,Residential,RESIDUAL WARD 13 - SUB AREA 13C,S-FUD,"MULTIPOLYGON (((-114.1635455 50.9194523, -114.1671998 50.9194545, -114.1672018 50.9180476, -114.1635477 50.9180454, -114.1635455 50.9194523)))"
14000 ROCKY RIDGE RD NW,Non-Residential,RESIDUAL WARD 1 - SUB AREA 1K,S-FUD,"MULTIPOLYGON (((-114.2226258 51.1831176, -114.2341092 51.1831184, -114.2341091 51.1829387, -114.234107 51.1759068, -114.2226186 51.175907, -114.2226258 51.1831176)))"
14000 ROCKY RIDGE RD NW,Non-Residential,RESIDUAL WARD 1 - SUB AREA 1K,S-FUD,"MULTIPOLYGON (((-114.2226258 51.1831176, -114.2341092 51.1831184, -114.2341091 51.1829387, -114.234107 51.1759068, -114.2226186 51.175907, -114.2226258 51.1831176)))"
14000 ROCKY RIDGE RD NW,Non-Residential,RESIDUAL WARD 1 - SUB AREA 1K,S-FUD,"MULTIPOLYGON (((-114.2226258 51.1831176, -114.2341092 51.1831184, -114.2341091 51.1829387, -114.234107 51.1759068, -114.2226186 51.175907, -114.2226258 51.1831176)))"
16010 69 ST SW,Farm Land,RESIDUAL WARD 13 - SUB AREA 13C,S-FUD,"MULTIPOLYGON (((-114.1749895 50.9140462, -114.1864253 50.9140478, -114.1864485 50.9068227, -114.1750065 50.9068047, -114.1749895 50.9140462)))"
5720 170 AV SW,Residential,RESIDUAL WARD 13 - SUB AREA 13F,S-FUD,"MULTIPOLYGON (((-114.166427 50.9031696, -114.1692865 50.9031746, -114.1692862 50.8995537, -114.1664282 50.8995485, -114.166427 50.9031696)))"
5857 12 ST SE,Non-Residential,BURNS INDUSTRIAL,S-FUD,"MULTIPOLYGON (((-114.0319051 51.0014436, -114.0318909 51.0014888, -114.0316504 51.0022525, -114.0318059 51.0031934, -114.0318646 51.0035483, -114.033281 51.0041103, -114.0338268 51.0031964, -114.0340115 51.0028874, -114.0340145 51.0028847, -114.0340722 51.0027917, -114.0341326 51.0026993, -114.0341957 51.0026077, -114.0342614 51.0025167, -114.0343297 51.0024266, -114.0344007 51.0023372, -114.0344742 51.0022487, -114.0345502 51.002161, -114.0346288 51.0020742, -114.0347099 51.0019884, -114.0347935 51.0019034, -114.0348795 51.0018195, -114.034968 51.0017365, -114.0350588 51.0016546, -114.035152 51.0015737, -114.0352475 51.001494, -114.0353035 51.0014488, -114.035361 51.0014035, -114.0332609 51.0014005, -114.0329955 51.0013999, -114.0326708 51.0013994, -114.0323614 51.001399, -114.0319194 51.0013983, -114.0319051 51.0014436)))"
17110 37 ST SW,Residential,RESIDUAL WARD 13 - SUB AREA 13G,S-FUD,"MULTIPOLYGON (((-114.1387467 50.8995032, -114.1401784 50.8995021, -114.1401775 50.8975122, -114.1387464 50.8975133, -114.1387467 50.8995032)))"
10319R WEST VALLEY RD SW,Residential,RESIDUAL WARD 1 - CALGARY WEST,S-FUD,"MULTIPOLYGON (((-114.237374 51.0863518, -114.2386049 51.0863842, -114.2378603 51.0859487, -114.2372852 51.0862792, -114.237374 51.0863518)))"
11020 EAMON RD NW,Residential,ROCKY RIDGE,S-FUD,"MULTIPOLYGON (((-114.2462468 51.1401827, -114.2460016 51.1404609, -114.2458181 51.1406692, -114.2455673 51.1409539, -114.2454743 51.1410595, -114.2458581 51.1411933, -114.246999 51.1415906, -114.2470199 51.1415669, -114.2477377 51.1407524, -114.2477803 51.1407041, -114.246256 51.1401728, -114.2462468 51.1401827)))"
14801 53 ST SW,Farm Land,RESIDUAL WARD 13 - SUB AREA 13C,S-FUD,"MULTIPOLYGON (((-114.1635455 50.9194523, -114.1635427 50.9212752, -114.1749725 50.9212745, -114.1749831 50.9167495, -114.1749895 50.9140462, -114.1635538 50.9140433, -114.1635477 50.9180454, -114.1672018 50.9180476, -114.1671998 50.9194545, -114.1635455 50.9194523)))"
