ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
2105 90 AV SW,Residential,PALLISER,"M-C1,M-H2","MULTIPOLYGON (((-114.1065317 50.9698669, -114.1065313 50.9699114, -114.1065302 50.9720692, -114.1065952 50.9721102, -114.1091749 50.9721058, -114.109305 50.9721056, -114.1099119 50.9721045, -114.109912 50.9720497, -114.1099127 50.9715827, -114.109914 50.9711403, -114.1099132 50.9710963, -114.1095216 50.9710964, -114.109445 50.9710943, -114.1093691 50.9710881, -114.1087716 50.9710222, -114.1087268 50.9710161, -114.1086828 50.9710081, -114.1086398 50.9709982, -114.1085981 50.9709863, -114.1085578 50.9709726, -114.1085191 50.9709572, -114.1084823 50.9709401, -114.1084474 50.9709213, -114.1084148 50.9709011, -114.1083846 50.9708794, -114.1083568 50.9708565, -114.1083317 50.9708324, -114.1083094 50.9708072, -114.10829 50.9707811, -114.1082735 50.9707542, -114.1082602 50.9707266, -114.107967 50.9700362, -114.1079597 50.9700214, -114.1079506 50.9700069, -114.1079396 50.969993, -114.1079269 50.9699797, -114.1079126 50.969967, -114.1078967 50.9699551, -114.1078794 50.9699441, -114.1078607 50.9699339, -114.1078409 50.9699247, -114.1078199 50.9699165, -114.1077979 50.9699094, -114.1077751 50.9699035, -114.1077516 50.9698987, -114.1077276 50.9698951, -114.1077033 50.9698927, -114.1076786 50.9698915, -114.1075804 50.9698892, -114.1065317 50.9698669)))"
