ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1780 CENTRE AV NE,Non-Residential,MAYLAND,I-B,"MULTIPOLYGON (((-114.0156176 51.0525251, -114.015683 51.052566, -114.0156858 51.0530998, -114.0158249 51.0530995, -114.0169999 51.0530971, -114.017 51.0530971, -114.0170642 51.053097, -114.0170437 51.0526317, -114.016865 51.0525225, -114.0156176 51.0525251)))"
1120 29 AV NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0279714 51.0784183, -114.027782 51.0784908, -114.027429 51.0786261, -114.0278637 51.0790762, -114.0282205 51.0789396, -114.0280961 51.0788109, -114.0282819 51.0787397, -114.0279714 51.0784183)))"
3115 12 ST NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0267438 51.0795748, -114.0272175 51.0799845, -114.027253 51.0800164, -114.0272867 51.0800489, -114.0273187 51.0800822, -114.0273489 51.0801161, -114.0273773 51.0801507, -114.0274038 51.0801858, -114.0274284 51.0802214, -114.0274511 51.0802576, -114.0274713 51.0802852, -114.0274978 51.0803106, -114.02753 51.0803332, -114.0275672 51.0803526, -114.0276085 51.0803684, -114.027653 51.0803802, -114.0276999 51.0803876, -114.027748 51.0803907, -114.0278692 51.0803905, -114.0279901 51.0803859, -114.0281105 51.0803769, -114.0282298 51.0803635, -114.0283477 51.0803458, -114.0284637 51.0803238, -114.0285776 51.0802977, -114.0286888 51.0802675, -114.0281979 51.0797593, -114.0280879 51.0796455, -114.0276712 51.079214, -114.0267438 51.0795748)))"
1223 31 AV NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0281979 51.0797593, -114.0286888 51.0802675, -114.0287919 51.0802349, -114.028892 51.0801989, -114.0293828 51.080011, -114.0289407 51.0794748, -114.0281979 51.0797593)))"
2775 2 AV SE,Non-Residential,MERIDIAN,I-B,"MULTIPOLYGON (((-113.996973 51.0465607, -113.995491 51.0472315, -113.9954844 51.0481544, -113.9954796 51.048823, -113.9954829 51.0488469, -113.9954928 51.0488701, -113.9955092 51.0488919, -113.9955314 51.0489114, -113.9955588 51.0489282, -113.9955906 51.0489416, -113.9956256 51.0489513, -113.9956628 51.0489569, -113.9960127 51.0489883, -113.9960411 51.0489907, -113.9960888 51.0489937, -113.9961367 51.0489956, -113.9961847 51.0489964, -113.9962327 51.048996, -113.9962806 51.0489945, -113.9963284 51.0489919, -113.9963761 51.0489882, -113.9964234 51.0489833, -113.996676 51.0489544, -113.9968154 51.0489403, -113.9969558 51.0489304, -113.9969677 51.0472973, -113.9969725 51.0466226, -113.996973 51.0465607)))"
2635 37 AV NE,Non-Residential,HORIZON,I-B,"MULTIPOLYGON (((-113.9979041 51.0857444, -113.9979025 51.0865068, -113.9980335 51.0865896, -113.9985992 51.0865639, -113.9992519 51.0865342, -113.9999047 51.0865045, -113.9999542 51.0865023, -114.0004082 51.0865024, -114.0004807 51.0865002, -114.0005527 51.0864938, -114.0006234 51.0864833, -114.0006923 51.0864687, -114.0007587 51.0864502, -114.000822 51.0864278, -114.0008819 51.0864019, -114.0009376 51.0863726, -114.0009888 51.0863402, -114.001035 51.086305, -114.0010758 51.0862672, -114.0011108 51.0862272, -114.0011398 51.0861854, -114.0011625 51.086142, -114.0011787 51.0860975, -114.0011883 51.0860523, -114.0012311 51.0857444, -114.000557 51.0857444, -113.9999047 51.0857444, -113.9992523 51.0857444, -113.9986 51.0857444, -113.9979041 51.0857444)))"
3112 11 ST NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0289407 51.0794748, -114.0293828 51.080011, -114.0300518 51.0797549, -114.0300677 51.079748, -114.0300825 51.0797403, -114.030096 51.0797316, -114.030108 51.0797222, -114.0301186 51.0797121, -114.0301275 51.0797014, -114.0301347 51.0796901, -114.0301401 51.0796785, -114.0301437 51.0796666, -114.0301454 51.0796546, -114.0301453 51.0796425, -114.0301432 51.0796305, -114.0301393 51.0796186, -114.0301336 51.0796071, -114.030126 51.0795959, -114.0301168 51.0795853, -114.0297212 51.0791757, -114.0289407 51.0794748)))"
1144 29 AV NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0276712 51.079214, -114.0280879 51.0796455, -114.0281979 51.0797593, -114.0289407 51.0794748, -114.0297212 51.0791757, -114.0293142 51.0787545, -114.0293035 51.0787445, -114.0292912 51.0787352, -114.0292775 51.0787267, -114.0292626 51.0787191, -114.0292466 51.0787124, -114.0292296 51.0787068, -114.0292118 51.0787022, -114.0291934 51.0786988, -114.0291745 51.0786965, -114.0291554 51.0786954, -114.0291362 51.0786955, -114.0291171 51.0786968, -114.0290982 51.0786992, -114.0290799 51.0787028, -114.0290622 51.0787075, -114.0290453 51.0787133, -114.0288278 51.0787966, -114.0286792 51.0789402, -114.0283448 51.0790683, -114.0282205 51.0789396, -114.0278637 51.0790762, -114.027429 51.0786261, -114.027782 51.0784908, -114.0279714 51.0784183, -114.0278342 51.0782762, -114.027054 51.078575, -114.0272642 51.0787927, -114.027281 51.07881, -114.0273444 51.0788756, -114.0276712 51.079214)))"
2938 11 ST NE,Non-Residential,SOUTH AIRWAYS,I-B,"MULTIPOLYGON (((-114.0279714 51.0784183, -114.0282819 51.0787397, -114.0284305 51.0786827, -114.0287012 51.0786655, -114.0289187 51.0785822, -114.0289346 51.0785754, -114.0289494 51.0785676, -114.0289629 51.078559, -114.0289749 51.0785496, -114.0289855 51.0785395, -114.0289945 51.0785288, -114.0290017 51.0785176, -114.0290071 51.078506, -114.0290107 51.0784941, -114.0290125 51.078482, -114.0290124 51.07847, -114.0290104 51.0784579, -114.0290065 51.0784461, -114.0290008 51.0784345, -114.0289933 51.0784234, -114.0289841 51.0784128, -114.0285772 51.0779915, -114.0278342 51.0782762, -114.0279714 51.0784183)))"
6815 8 ST NE,Non-Residential,DEERFOOT BUSINESS CENTRE,I-B,"MULTIPOLYGON (((-114.0447222 51.1135209, -114.044724 51.1137216, -114.0447266 51.1139955, -114.0447291 51.1142694, -114.0447329 51.1146803, -114.0447355 51.1149543, -114.0462154 51.1149488, -114.0462342 51.1146747, -114.0462624 51.1142637, -114.0462813 51.1139897, -114.0463001 51.1137157, -114.0463139 51.1135149, -114.0447222 51.1135209)))"
