ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
5703 6 ST SE,Non-Residential,MANCHESTER INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0492036 51.0033366, -114.0492033 51.0035694, -114.0504436 51.0035688, -114.0504442 51.003336, -114.0492036 51.0033366)))"
2475 PEGASUS RD NE,Non-Residential,PEGASUS INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0024626 51.0948362, -114.0024249 51.0948869, -114.0023894 51.0949383, -114.002356 51.0949902, -114.0023249 51.0950427, -114.002296 51.0950956, -114.0022694 51.0951491, -114.0022451 51.0952029, -114.0022231 51.0952572, -114.0022033 51.0953118, -114.0021859 51.0953667, -114.0021709 51.0954219, -114.0021581 51.0954773, -114.0021478 51.0955329, -114.0021398 51.0955886, -114.0021342 51.0956445, -114.0021309 51.0957004, -114.0026546 51.0957006, -114.0027103 51.0956992, -114.0027657 51.0956952, -114.0028204 51.0956884, -114.0028741 51.095679, -114.0029265 51.095667, -114.0029772 51.0956525, -114.003026 51.0956355, -114.0030726 51.0956163, -114.0031166 51.0955948, -114.0031579 51.0955712, -114.0031961 51.0955457, -114.0032311 51.0955185, -114.0032626 51.0954896, -114.0032904 51.0954592, -114.0033144 51.0954276, -114.0033344 51.0953949, -114.0033629 51.0953464, -114.003395 51.0952988, -114.0034308 51.0952522, -114.0034701 51.0952067, -114.0024626 51.0948362)))"
7855 FLINT RD SE,Non-Residential,FAIRVIEW INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0688133 50.9837931, -114.0700506 50.9840644, -114.0705147 50.9833904, -114.0692384 50.9830402, -114.0691834 50.9831203, -114.0688133 50.9837931)))"
5711 6 ST SE,Non-Residential,MANCHESTER INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0492039 51.0030902, -114.0492036 51.0033366, -114.0504442 51.003336, -114.0504449 51.0030895, -114.0492039 51.0030902)))"
2806 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-C,"MULTIPOLYGON (((-114.0302924 51.0291094, -114.0306376 51.0296396, -114.0311043 51.0294582, -114.0311497 51.0293375, -114.030798 51.0289781, -114.0302924 51.0291094)))"
540 MERIDIAN RD NE,Non-Residential,MERIDIAN,I-C,"MULTIPOLYGON (((-113.999888 51.0570247, -114.0009742 51.0570251, -114.0009745 51.0566608, -113.9994972 51.0566603, -113.9994969 51.0570246, -113.999888 51.0570247)))"
7056 FARRELL RD SE,Non-Residential,FAIRVIEW INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0558667 50.9914899, -114.0557365 50.9914877, -114.0542117 50.9914622, -114.0540843 50.9914601, -114.0556268 50.9931353, -114.055664 50.9931738, -114.0557039 50.9932113, -114.0557463 50.9932477, -114.0557911 50.9932828, -114.0558384 50.9933167, -114.0558879 50.9933493, -114.0559396 50.9933805, -114.0559934 50.9934102, -114.0560492 50.9934385, -114.056107 50.9934652, -114.0561664 50.9934903, -114.0562276 50.9935138, -114.0562903 50.9935356, -114.0563545 50.9935557, -114.05642 50.9935739, -114.0564867 50.9935904, -114.0565443 50.993603, -114.0566026 50.9936142, -114.0566616 50.9936241, -114.0567211 50.9936326, -114.05669 50.9936264, -114.0566603 50.993618, -114.0566325 50.9936074, -114.0566068 50.9935948, -114.0565838 50.9935804, -114.0565636 50.9935643, -114.0565466 50.9935468, -114.0565331 50.9935282, -114.0565235 50.9935094, -114.0565174 50.9934901, -114.0565149 50.9934705, -114.0565159 50.9934508, -114.0564536 50.9934338, -114.0563927 50.9934149, -114.0563333 50.9933943, -114.0562755 50.9933719, -114.0562194 50.9933478, -114.0561652 50.9933221, -114.056113 50.9932948, -114.0560629 50.993266, -114.056229 50.9927256, -114.0564239 50.9920912, -114.0564487 50.9920106, -114.0564096 50.9919939, -114.056361 50.9919714, -114.056314 50.9919475, -114.0562687 50.9919223, -114.0562253 50.9918959, -114.0561837 50.9918683, -114.0561441 50.9918396, -114.0561066 50.9918099, -114.0560712 50.991779, -114.056038 50.9917473, -114.0560071 50.9917146, -114.0559785 50.9916812, -114.0559522 50.9916469, -114.0559284 50.991612, -114.0559071 50.9915764, -114.0558883 50.9915403, -114.0558721 50.9915037, -114.0558667 50.9914899)))"
5719 6 ST SE,Non-Residential,MANCHESTER INDUSTRIAL,I-C,"MULTIPOLYGON (((-114.0492046 51.0025425, -114.0492039 51.0030902, -114.0504449 51.0030895, -114.0504463 51.0025418, -114.0499469 51.0025421, -114.0492046 51.0025425)))"
9504 HORTON RD SW,Non-Residential,HAYSBORO,I-C,"MULTIPOLYGON (((-114.0752514 50.9707672, -114.0759976 50.9708833, -114.0760055 50.9708602, -114.0760048 50.9708186, -114.0760011 50.9707771, -114.0759945 50.9707357, -114.075985 50.9706946, -114.0759702 50.9706471, -114.0759515 50.9706001, -114.075929 50.9705538, -114.0759026 50.9705083, -114.0752514 50.9707672)))"
1310 MERIDIAN RD NE,Non-Residential,MERIDIAN,I-C,"MULTIPOLYGON (((-113.9984963 51.0637102, -113.9993439 51.0641386, -114.0001916 51.064567, -114.0002435 51.0645252, -114.0002937 51.0644826, -114.0003423 51.0644392, -114.0003893 51.0643952, -114.0004346 51.0643504, -114.0004782 51.064305, -114.0005201 51.064259, -114.0005602 51.0642124, -114.0005986 51.0641651, -114.0006351 51.0641173, -114.0006699 51.064069, -114.0007028 51.0640201, -114.0007339 51.0639708, -114.0007631 51.063921, -114.0007904 51.0638708, -114.0008159 51.0638203, -113.9987366 51.0634216, -113.9987163 51.0634606, -113.9986931 51.0634988, -113.998667 51.0635364, -113.9986382 51.0635731, -113.9986066 51.0636089, -113.9985724 51.0636438, -113.9985356 51.0636776, -113.9984963 51.0637102)))"
