ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
33 25 AV SW,Residential,ERLTON,M-X1,"MULTIPOLYGON (((-114.061011 51.0304254, -114.0611196 51.0304257, -114.0612281 51.0304259, -114.0612287 51.0300911, -114.0611202 51.0300908, -114.0610116 51.0300906, -114.061011 51.0304254)))"
37 25 AV SW,Residential,ERLTON,M-X1,"MULTIPOLYGON (((-114.0612281 51.0304259, -114.0613367 51.0304262, -114.0614452 51.0304265, -114.0614458 51.0300917, -114.0613373 51.0300914, -114.0612287 51.0300911, -114.0612281 51.0304259)))"
2004 1 AV NW,Non-Residential,WEST HILLHURST,M-X1,"MULTIPOLYGON (((-114.1062209 51.0536968, -114.106221 51.0536283, -114.1062211 51.0535598, -114.1056973 51.0535603, -114.1056974 51.0536288, -114.1056975 51.0536973, -114.1062209 51.0536968)))"
4111 CENTRE ST NW,Residential,HIGHLAND PARK,M-X1,"MULTIPOLYGON (((-114.0626301 51.0892733, -114.0631952 51.0892732, -114.0631953 51.0891364, -114.0626303 51.0891364, -114.0626301 51.0892733)))"
4107 CENTRE ST NW,Residential,HIGHLAND PARK,M-X1,"MULTIPOLYGON (((-114.0626303 51.0891364, -114.0631953 51.0891364, -114.0631955 51.0889995, -114.0626304 51.0889996, -114.0626303 51.0891364)))"
29 25 AV SW,Residential,ERLTON,M-X1,"MULTIPOLYGON (((-114.0607939 51.0304248, -114.0609025 51.0304251, -114.061011 51.0304254, -114.0610116 51.0300906, -114.0609031 51.0300903, -114.0607946 51.03009, -114.0607939 51.0304248)))"
2 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
4 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
6 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
8 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
10 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
12 AUBURN BAY CM SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9691363 50.8908098, -113.9691097 50.8907648, -113.9686312 50.890883, -113.9687148 50.8910184, -113.9691906 50.8909009, -113.9691446 50.8908237, -113.9691363 50.8908098)))"
402 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
404 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
406 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
408 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
410 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
412 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
414 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
416 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
418 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
319 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
317 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
315 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
313 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
311 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
309 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
307 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
305 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
303 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9547977 50.8848497, -113.9548736 50.8850054, -113.9548414 50.8850117, -113.9549182 50.8851693, -113.955073 50.8851384, -113.9555085 50.8850535, -113.955432 50.8848966, -113.9554643 50.8848902, -113.9553884 50.8847346, -113.9547977 50.8848497)))"
220 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
218 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
216 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
214 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
212 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
210 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
208 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
206 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
204 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
222 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9549233 50.8847192, -113.9551616 50.884672, -113.9549532 50.8842507, -113.9547148 50.8842979, -113.9549117 50.8846957)))"
103 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9547148 50.8842979, -113.9547041 50.8842761, -113.9544659 50.8843233, -113.9546735 50.8847429, -113.9549117 50.8846957)))"
105 AUBURN BAY SQ SE,Residential,AUBURN BAY,M-X1,"MULTIPOLYGON (((-113.9549117 50.8846957, -113.9547148 50.8842979, -113.9547041 50.8842761, -113.9544659 50.8843233, -113.9546735 50.8847429, -113.9549117 50.8846957)))"
