ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
5930 4 ST NE,Non-Residential,THORNCLIFFE,S-CS,"MULTIPOLYGON (((-114.0543935 51.1033861, -114.0544571 51.1034615, -114.0545234 51.103536, -114.0545237 51.1034763, -114.0546664 51.1034762, -114.0545654 51.1033858, -114.0543935 51.1033861)))"
8735 SCENIC BOW RD NW,Non-Residential,SCENIC ACRES,S-CS,"MULTIPOLYGON (((-114.2151652 51.1002237, -114.2149384 51.1009665, -114.2147291 51.1012007, -114.2168318 51.1013118, -114.2170302 51.0998162, -114.2163466 51.0998698, -114.2152514 51.0999413, -114.2151652 51.1002237)))"
600 64 AV NE,Non-Residential,HUNTINGTON HILLS,S-CS,"MULTIPOLYGON (((-114.0483129 51.1175863, -114.0482883 51.1250232, -114.0483355 51.1250236, -114.0483712 51.123654, -114.0484454 51.1207912, -114.0484979 51.1187698, -114.0485041 51.1185932, -114.048508 51.1185111, -114.0485192 51.1183295, -114.0485338 51.118148, -114.0485519 51.1179667, -114.0485733 51.1177854, -114.0485943 51.1176315, -114.0486178 51.1174777, -114.0486437 51.1173241, -114.0486721 51.1171707, -114.0487029 51.1170174, -114.0487362 51.1168643, -114.0487719 51.1167115, -114.04881 51.1165589, -114.0488506 51.1164065, -114.0488936 51.1162544, -114.048939 51.1161026, -114.0489869 51.115951, -114.0490371 51.1157998, -114.0490898 51.1156489, -114.0491449 51.1154983, -114.0492024 51.1153481, -114.0496569 51.1141858, -114.0497294 51.1139928, -114.0497962 51.113799, -114.0498573 51.1136044, -114.0499127 51.1134091, -114.0499625 51.1132133, -114.0500065 51.1130169, -114.0500447 51.11282, -114.0500772 51.1126227, -114.0501039 51.1124251, -114.0501248 51.1122272, -114.05014 51.1120291, -114.0501494 51.1118309, -114.0501529 51.1116326, -114.0501507 51.1114342, -114.0501427 51.111236, -114.0501289 51.1110378, -114.0498408 51.1110333, -114.0498549 51.111229, -114.0498632 51.1114248, -114.0498657 51.1116207, -114.0498625 51.1118166, -114.0498536 51.1120124, -114.0498389 51.1122081, -114.0498185 51.1124035, -114.0497923 51.1125987, -114.0497604 51.1127936, -114.0497228 51.112988, -114.0496795 51.113182, -114.0496305 51.1133755, -114.0495758 51.1135683, -114.0495155 51.1137605, -114.0494496 51.113952, -114.049378 51.1141426, -114.0489235 51.1153049, -114.0488696 51.1154456, -114.0488177 51.1155866, -114.048768 51.115728, -114.0487204 51.1158695, -114.0486748 51.1160114, -114.0486314 51.1161535, -114.04859 51.1162959, -114.0485508 51.1164385, -114.0485136 51.1165813, -114.0484786 51.1167243, -114.0484457 51.1168676, -114.0484149 51.117011, -114.0483862 51.1171546, -114.0483597 51.1172983, -114.0483352 51.1174422, -114.0483129 51.1175863)))"
1912 47 AV SW,Non-Residential,ALTADORE,S-CS,"MULTIPOLYGON (((-114.1038211 51.0123425, -114.1039296 51.0123425, -114.1040382 51.0123424, -114.1040386 51.012008, -114.1039301 51.012008, -114.1038215 51.012008, -114.1038211 51.0123425)))"
221 14 ST NE,Non-Residential,RENFREW,S-CS,"MULTIPOLYGON (((-114.028026 51.0547042, -114.0280375 51.054775, -114.0286491 51.0546304, -114.028599 51.0545696, -114.028026 51.0547042)))"
5731 1A ST SW,Non-Residential,MANCHESTER,S-CS,"MULTIPOLYGON (((-114.0673051 51.0028808, -114.0678477 51.0028811, -114.0678478 51.0028126, -114.0673052 51.0028123, -114.0673051 51.0028808)))"
5214 SHELDON PL NW,Non-Residential,MONTGOMERY,S-CS,"MULTIPOLYGON (((-114.1597117 51.081361, -114.1597053 51.0813644, -114.159704 51.0813696, -114.1597083 51.0813742, -114.1597162 51.0813759, -114.16096 51.0813745, -114.1609709 51.0813725, -114.1609784 51.0813671, -114.1609801 51.08136, -114.1609755 51.0813535, -114.1608165 51.0812342, -114.1602232 51.0812349, -114.1597117 51.081361)))"
134 HILL RD NE,Non-Residential,RENFREW,S-CS,"MULTIPOLYGON (((-114.0284369 51.0533427, -114.0284132 51.0532759, -114.0278328 51.053391, -114.0278618 51.053457, -114.0284369 51.0533427)))"
5925 4 ST NE,Non-Residential,THORNCLIFFE,S-CS,"MULTIPOLYGON (((-114.0541045 51.10386, -114.0541011 51.1047404, -114.0541714 51.1046357, -114.0542473 51.1045326, -114.0543286 51.1044311, -114.0544153 51.1043313, -114.0544466 51.1043521, -114.054507 51.1042868, -114.0545698 51.1042222, -114.0546349 51.1041587, -114.0547023 51.104096, -114.0546323 51.1040382, -114.054564 51.1039795, -114.0544975 51.1039201, -114.0544327 51.1038599, -114.0541045 51.10386)))"
5000 68 ST NE,Non-Residential,CORAL SPRINGS,S-CS,"MULTIPOLYGON (((-113.9346707 51.0975579, -113.9346706 51.097764, -113.9346705 51.0980139, -113.9346705 51.0981481, -113.9348685 51.0981481, -113.9347989 51.0972512, -113.9346708 51.0972406, -113.9346707 51.0975579)))"
3225 MACKAY RD NW,Non-Residential,MONTGOMERY,S-CS,"MULTIPOLYGON (((-114.1531001 51.0807918, -114.1538891 51.0813825, -114.1553642 51.0813808, -114.153965 51.0803334, -114.1531001 51.0807918)))"
9015 48 AV NW,Non-Residential,BOWNESS,S-CS,"MULTIPOLYGON (((-114.2202266 51.0956797, -114.2204405 51.0957944, -114.2221775 51.095795, -114.2209592 51.0951384, -114.2202266 51.0956797)))"
