ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
8475 MACLEOD TR SW,Non-Residential,HAYSBORO,"C-COR3,M-H2","MULTIPOLYGON (((-114.0720154 50.9760988, -114.0720137 50.9768721, -114.0720128 50.9772088, -114.0720125 50.9773887, -114.0725703 50.9773894, -114.0725716 50.9773844, -114.0726023 50.9772681, -114.0726661 50.9772643, -114.0726663 50.9768947, -114.0726624 50.9768757, -114.0726382 50.9767587, -114.0726464 50.9766318, -114.0726 50.9765688, -114.072254 50.976099, -114.0720154 50.9760988)))"
8500 HORTON RD SW,Non-Residential,HAYSBORO,"C-COR3,M-H2","MULTIPOLYGON (((-114.0725703 50.9773894, -114.0735002 50.9773906, -114.0735411 50.9772712, -114.0734894 50.9772098, -114.0734535 50.9771675, -114.0728758 50.9769433, -114.0726464 50.9766318, -114.0726382 50.9767587, -114.0726624 50.9768757, -114.0726663 50.9768947, -114.0726661 50.9772643, -114.0726023 50.9772681, -114.0725716 50.9773844, -114.0725703 50.9773894)))"
