ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1620 29 ST NW,Non-Residential,ST. ANDREWS HEIGHTS,C-O,"MULTIPOLYGON (((-114.1289525 51.0678688, -114.1289513 51.0675203, -114.1289497 51.0670576, -114.1288843 51.0670166, -114.1287175 51.0670168, -114.1286974 51.0670175, -114.1286774 51.0670193, -114.1286578 51.0670222, -114.1286387 51.0670263, -114.1286203 51.0670315, -114.1286027 51.0670378, -114.1285861 51.067045, -114.1285707 51.0670532, -114.1277018 51.0675591, -114.127261 51.0680188, -114.1272486 51.0680318, -114.1272805 51.0680339, -114.1275706 51.0680508, -114.1278611 51.0680636, -114.128152 51.0680726, -114.1284431 51.0680776, -114.1284824 51.0680771, -114.1285215 51.0680748, -114.1285603 51.0680708, -114.1285985 51.068065, -114.1286496 51.0680542, -114.1286809 51.0680458, -114.1287113 51.0680362, -114.1287406 51.0680254, -114.1287689 51.0680135, -114.1287959 51.0680005, -114.1288215 51.0679865, -114.1288457 51.0679715, -114.1288684 51.0679556, -114.1288876 51.0679401, -114.1289063 51.0679232, -114.1289235 51.0679056, -114.1289389 51.0678875, -114.1289525 51.0678688)))"
5819 2 ST SW,Non-Residential,MANCHESTER,C-O,"MULTIPOLYGON (((-114.0687659 51.0017411, -114.0693079 51.0017412, -114.069308 51.0016726, -114.0693081 51.0016232, -114.0687661 51.0016232, -114.068766 51.0016726, -114.0687659 51.0017411)))"
2004 14 ST NW,Non-Residential,CAPITOL HILL,C-O,"MULTIPOLYGON (((-114.0941574 51.0697335, -114.0941584 51.0700622, -114.0942671 51.0700621, -114.0943758 51.0700619, -114.0944844 51.0700618, -114.0945192 51.0700618, -114.0945183 51.0697331, -114.0944835 51.0697331, -114.0943748 51.0697333, -114.0942661 51.0697334, -114.0941574 51.0697335)))"
506 71 AV SW,Non-Residential,KINGSLAND,C-O,"MULTIPOLYGON (((-114.0730854 50.9900846, -114.0737428 50.9900845, -114.0738947 50.9900844, -114.073895 50.989783, -114.0738956 50.9897425, -114.0738324 50.9897014, -114.0730842 50.9897014, -114.0730854 50.9900846)))"
5810 2 ST SW,Non-Residential,MANCHESTER,C-O,"MULTIPOLYGON (((-114.0679358 51.0021522, -114.0684787 51.0021522, -114.0684789 51.0020837, -114.0684791 51.0020153, -114.0684793 51.0019468, -114.0684795 51.0018783, -114.0679365 51.0018784, -114.0679363 51.0019468, -114.0679361 51.0020153, -114.0679359 51.0020838, -114.0679358 51.0021522)))"
358 58 AV SW,Non-Residential,MANCHESTER,C-O,"MULTIPOLYGON (((-114.0693945 51.001954, -114.069937 51.0019544, -114.0699372 51.001838, -114.0699374 51.0017215, -114.0699376 51.0016051, -114.0699376 51.0015733, -114.0698726 51.0015322, -114.0693951 51.0015325, -114.069395 51.0016046, -114.0693948 51.0017211, -114.0693947 51.0018375, -114.0693945 51.001954)))"
320 23 AV SW,Non-Residential,MISSION,C-O,"MULTIPOLYGON (((-114.0694535 51.0328753, -114.0696705 51.0328815, -114.0698875 51.0328876, -114.0701045 51.0328938, -114.0703215 51.0329, -114.0705385 51.0329062, -114.0705642 51.0325503, -114.0703473 51.0325441, -114.0701305 51.0325378, -114.0699136 51.0325316, -114.0696968 51.0325254, -114.0694799 51.0325192, -114.0694535 51.0328753)))"
2508 RICHMOND RD SW,Non-Residential,RICHMOND,C-O,"MULTIPOLYGON (((-114.1186741 51.0296536, -114.1186741 51.029753, -114.1191849 51.0297547, -114.1192143 51.0296999, -114.1192137 51.0295102, -114.1191571 51.0294889, -114.1186741 51.0296536)))"
2912 MEMORIAL DR SE,Non-Residential,FRANKLIN,C-O,"MULTIPOLYGON (((-113.991454 51.049484, -113.9912699 51.0494776, -113.9897909 51.0503126, -113.9907853 51.0504215, -113.9908605 51.0504284, -113.9909361 51.0504325, -113.9910119 51.050434, -113.9910878 51.0504328, -113.9911635 51.0504289, -113.9912386 51.0504223, -113.9913131 51.050413, -113.9913866 51.0504012, -113.9914589 51.0503867, -113.9915298 51.0503697, -113.9915991 51.0503502, -113.9916665 51.0503282, -113.9917318 51.050304, -113.9917949 51.0502774, -113.9918554 51.0502486, -113.9919133 51.0502177, -113.9921885 51.0500624, -113.9921936 51.0500044, -113.991454 51.049484)))"
5819 2 ST SW,Non-Residential,MANCHESTER,C-O,"MULTIPOLYGON (((-114.0687661 51.0016232, -114.0693081 51.0016232, -114.0693081 51.0016039, -114.0693082 51.0015325, -114.0688314 51.0015328, -114.0687662 51.0015739, -114.0687662 51.001604, -114.0687661 51.0016232)))"
