ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
4260 68 ST NE,Non-Residential,MONTEREY PARK,"M-CG,S-CI","MULTIPOLYGON (((-113.9346722 51.0910152, -113.934672 51.0915838, -113.9347014 51.0915777, -113.9347291 51.091569, -113.9347545 51.0915579, -113.9347771 51.0915447, -113.9347965 51.0915295, -113.9348121 51.0915127, -113.9348237 51.0914947, -113.9348311 51.0914758, -113.9348843 51.0912862, -113.9348857 51.0899733, -113.9346728 51.0899733, -113.9346722 51.0910152)))"
10923 24 ST SW,Non-Residential,CEDARBRAE,"M-CG,S-CI","MULTIPOLYGON (((-114.1182319 50.955968, -114.1197373 50.9559674, -114.120262 50.9559672, -114.1202621 50.9558643, -114.1202621 50.9557986, -114.1202622 50.9557329, -114.1202623 50.9556671, -114.1202623 50.9556014, -114.1202624 50.9555209, -114.1202625 50.9554405, -114.1202625 50.9553747, -114.1202626 50.955309, -114.1202627 50.9552432, -114.1202627 50.9551775, -114.1202628 50.9550524, -114.1197386 50.9550524, -114.118233 50.9550529, -114.1182319 50.955968)))"
6 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
10 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
14 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
18 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
22 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
26 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
30 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
34 GLENMORE GR SW,Residential,KELVIN GROVE,"M-CG,S-CI","MULTIPOLYGON (((-114.0931671 50.992334, -114.0931672 50.9923793, -114.093165 50.993577, -114.0934959 50.9935768, -114.0935193 50.9935775, -114.0935425 50.9935796, -114.0935653 50.993583, -114.0935875 50.9935878, -114.0936089 50.9935938, -114.0936293 50.9936011, -114.0936485 50.9936095, -114.0936664 50.993619, -114.0936846 50.9936286, -114.0937043 50.993637, -114.0937252 50.9936441, -114.0937472 50.9936498, -114.09377 50.9936541, -114.0937933 50.9936569, -114.093817 50.9936582, -114.0938408 50.9936579, -114.0938644 50.9936561, -114.0938876 50.9936529, -114.0939101 50.9936481, -114.0939318 50.9936419, -114.0939523 50.9936344, -114.0939715 50.9936256, -114.0939892 50.9936156, -114.0940052 50.9936045, -114.0940282 50.9935859, -114.0940494 50.9935664, -114.0940689 50.9935462, -114.0940865 50.9935254, -114.0941022 50.9935039, -114.094116 50.993482, -114.0941278 50.9934595, -114.0941375 50.9934367, -114.0941778 50.9933233, -114.0942129 50.9932092, -114.0942426 50.9930946, -114.094267 50.9929794, -114.0942861 50.9928638, -114.0942998 50.9927479, -114.0943081 50.9926319, -114.0943111 50.9925157, -114.0943113 50.9924472, -114.0943114 50.9924318, -114.0941596 50.9924325, -114.0941593 50.992334, -114.0941358 50.9923341, -114.0931671 50.992334)))"
