ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
10016 FAIRMOUNT DR SE,Residential,WILLOW PARK,H-GO,"MULTIPOLYGON (((-114.0580034 50.9607245, -114.0585238 50.9607249, -114.0585242 50.9605605, -114.0580038 50.9605601, -114.0580034 50.9607245)))"
604 SEATTLE DR SW,Residential,SOUTHWOOD,H-GO,"MULTIPOLYGON (((-114.0793965 50.9640486, -114.0792671 50.9640744, -114.0792142 50.9641274, -114.0792738 50.9644179, -114.0795539 50.964362, -114.0793965 50.9640486)))"
10903 ELBOW DR SW,Residential,SOUTHWOOD,H-GO,"MULTIPOLYGON (((-114.0849778 50.9559859, -114.0854125 50.955986, -114.0854126 50.9558478, -114.0849779 50.9558477, -114.0849778 50.9559859)))"
604 84 AV SW,Residential,HAYSBORO,H-GO,"MULTIPOLYGON (((-114.0772036 50.977556, -114.0769983 50.9775291, -114.0769103 50.9777974, -114.0771156 50.9778243, -114.0772036 50.977556)))"
20 HAULTAIN PL SW,Residential,HAYSBORO,H-GO,"MULTIPOLYGON (((-114.0769055 50.9747441, -114.0769555 50.9747622, -114.0770079 50.9747772, -114.0770625 50.9747888, -114.0771186 50.9747971, -114.0772252 50.9744724, -114.0769999 50.9744573, -114.0769055 50.9747441)))"
8532 FAIRMOUNT DR SE,Residential,ACADIA,H-GO,"MULTIPOLYGON (((-114.0592651 50.9770401, -114.0597858 50.9770404, -114.059786 50.9768911, -114.0592653 50.9768909, -114.0592651 50.9770401)))"
408 ACADIA DR SE,Residential,ACADIA,H-GO,"MULTIPOLYGON (((-114.0495852 50.9706636, -114.0497839 50.9707781, -114.0500324 50.970606, -114.0500282 50.9705479, -114.0498777 50.9704611, -114.0495852 50.9706636)))"
9707 FAIRMOUNT DR SE,Residential,ACADIA,H-GO,"MULTIPOLYGON (((-114.0589658 50.9663305, -114.0589903 50.9664667, -114.0595074 50.9664295, -114.0594829 50.9662933, -114.0589658 50.9663305)))"
108 FROBISHER BV SE,Residential,FAIRVIEW,H-GO,"MULTIPOLYGON (((-114.0615052 50.9801795, -114.0617439 50.9801795, -114.0617437 50.9798508, -114.0615052 50.9798509, -114.0615052 50.9801795)))"
8247 7 ST SW,Residential,KINGSLAND,H-GO,"MULTIPOLYGON (((-114.081861 50.9800428, -114.0822949 50.9800425, -114.0822947 50.9798781, -114.0818608 50.9798783, -114.081861 50.9800428)))"
2827 29 ST SW,Residential,KILLARNEY/GLENGARRY,H-GO,"MULTIPOLYGON (((-114.1297156 51.0291513, -114.1303769 51.0291507, -114.1303768 51.0290823, -114.1303767 51.0290138, -114.1297152 51.0290144, -114.1297154 51.0290828, -114.1297156 51.0291513)))"
3215 27 ST SW,Residential,RICHMOND,H-GO,"MULTIPOLYGON (((-114.1268148 51.0262177, -114.1273607 51.0262177, -114.127361 51.0260806, -114.1268155 51.0260807, -114.1268148 51.0262177)))"
2819 25 ST SW,Residential,RICHMOND,H-GO,"MULTIPOLYGON (((-114.1209582 51.0294256, -114.1215018 51.0294263, -114.1215016 51.0293577, -114.1209579 51.0293569, -114.1209582 51.0294256)))"
2420 26 ST SW,Residential,KILLARNEY/GLENGARRY,H-GO,"MULTIPOLYGON (((-114.1230568 51.0323917, -114.1230569 51.0324603, -114.1230571 51.0325289, -114.123601 51.0325271, -114.1236008 51.0324586, -114.1236006 51.0323901, -114.1230568 51.0323917)))"
2201 26 ST SW,Residential,KILLARNEY/GLENGARRY,H-GO,"MULTIPOLYGON (((-114.1238934 51.0344898, -114.1238937 51.0345583, -114.1238939 51.0346268, -114.1244368 51.0346265, -114.1244366 51.034558, -114.1244363 51.0344895, -114.1238934 51.0344898)))"
1635 13 AV SW,Residential,SUNALTA,H-GO,"MULTIPOLYGON (((-114.0988683 51.0413979, -114.0989226 51.0413994, -114.0990311 51.0414025, -114.0990853 51.041404, -114.099111 51.0410482, -114.0990561 51.0410466, -114.0989476 51.0410435, -114.0988933 51.041042, -114.0988683 51.0413979)))"
1441 25A ST SW,Residential,SHAGANAPPI,H-GO,"MULTIPOLYGON (((-114.1223816 51.0399374, -114.1223817 51.0400057, -114.1229251 51.0400064, -114.122925 51.0399379, -114.1229249 51.0398695, -114.1223814 51.039869, -114.1223816 51.0399374)))"
1423 25A ST SW,Residential,SHAGANAPPI,H-GO,"MULTIPOLYGON (((-114.1223844 51.0405258, -114.1229273 51.0405268, -114.1229271 51.0404448, -114.1223841 51.0404439, -114.1223844 51.0405258)))"
640 12 AV NE,Residential,RENFREW,H-GO,"MULTIPOLYGON (((-114.0487073 51.0633727, -114.0485985 51.0633722, -114.0484898 51.0633718, -114.0484894 51.0637005, -114.0485982 51.0637009, -114.0487069 51.0637015, -114.0487073 51.0633727)))"
640 10 AV NE,Residential,RENFREW,H-GO,"MULTIPOLYGON (((-114.0486549 51.0615866, -114.0486005 51.0615864, -114.0484918 51.0615858, -114.0484914 51.0619146, -114.0486001 51.0619151, -114.0486545 51.0619153, -114.0486549 51.0615866)))"
1223 BANTRY ST NE,Residential,RENFREW,H-GO,"MULTIPOLYGON (((-114.0342038 51.0592594, -114.0340568 51.0593179, -114.0342686 51.0595381, -114.0344055 51.059538, -114.0344652 51.0595114, -114.0342038 51.0592594)))"
1723 24 AV NW,Residential,CAPITOL HILL,H-GO,"MULTIPOLYGON (((-114.1010152 51.0741923, -114.1011239 51.0741922, -114.1011226 51.0737948, -114.1010138 51.0737949, -114.1010152 51.0741923)))"
1827 24 AV NW,Residential,CAPITOL HILL,H-GO,"MULTIPOLYGON (((-114.1035861 51.0741918, -114.1036949 51.0741917, -114.1038037 51.0741917, -114.103802 51.0737938, -114.1036932 51.0737939, -114.1035845 51.0737939, -114.1035861 51.0741918)))"
