ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1806 15 AV SE,Non-Residential,INGLEWOOD,"DC,R-CG","MULTIPOLYGON (((-114.0186367 51.0386194, -114.018731 51.038689, -114.0188254 51.0387586, -114.0189325 51.0385438, -114.0188137 51.0384561, -114.0187678 51.0384244, -114.018719 51.0383945, -114.0186673 51.0383665, -114.0186129 51.0383406, -114.0182592 51.0383412, -114.0183535 51.0384107, -114.0184479 51.0384803, -114.0185423 51.0385498, -114.0186367 51.0386194)))"
6803 4 AV NE,Non-Residential,ABBEYDALE,"DC,R-CG","MULTIPOLYGON (((-113.9346762 51.0553889, -113.9346759 51.0556852, -113.9347047 51.0556788, -113.9347318 51.0556699, -113.9347567 51.0556586, -113.9347788 51.0556453, -113.9347977 51.0556302, -113.9348131 51.0556135, -113.9348246 51.0555957, -113.934832 51.055577, -113.9348848 51.0553889, -113.9348867 51.0533236, -113.9346781 51.0533237, -113.9346783 51.0533923, -113.9346782 51.0533982, -113.9346779 51.0537644, -113.9346775 51.0541232, -113.9346766 51.0550328, -113.9346762 51.0553889)))"
2034 28 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-CG","MULTIPOLYGON (((-114.1274452 51.0350796, -114.1279878 51.0350795, -114.1279875 51.0350111, -114.1279871 51.0349426, -114.1274446 51.0349426, -114.1274449 51.0350111, -114.1274452 51.0350796)))"
2309 RICHMOND RD SW,Residential,RICHMOND,"DC,R-CG","MULTIPOLYGON (((-114.1114004 51.0331574, -114.1118911 51.033199, -114.1119531 51.0330814, -114.1114378 51.0330161, -114.1114172 51.0330865, -114.1114004 51.0331574)))"
3627 KILDARE CR SW,Residential,KILLARNEY/GLENGARRY,"DC,R-CG","MULTIPOLYGON (((-114.139477 51.0262085, -114.1397203 51.0262084, -114.1397193 51.0258797, -114.1394762 51.0258797, -114.139477 51.0262085)))"
2803 30 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-CG","MULTIPOLYGON (((-114.1314035 51.0298114, -114.1314037 51.0299719, -114.131923 51.0299716, -114.1319228 51.0298113, -114.1314035 51.0298114)))"
2823 30 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-CG","MULTIPOLYGON (((-114.1314027 51.0292802, -114.1319224 51.0292801, -114.1319224 51.0292636, -114.1319223 51.0291267, -114.1314025 51.0291268, -114.1314027 51.0292637, -114.1314027 51.0292802)))"
615 NORTHMOUNT DR NW,Non-Residential,CAMBRIAN HEIGHTS,"DC,R-CG","MULTIPOLYGON (((-114.0884909 51.0871486, -114.0888372 51.0873139, -114.0890999 51.0870958, -114.0893627 51.0868775, -114.0885655 51.0864968, -114.08804 51.0869333, -114.0884909 51.0871486)))"
335R 35 AV NE,Non-Residential,HIGHLAND PARK,"DC,R-CG","MULTIPOLYGON (((-114.0562636 51.0837082, -114.0562638 51.0836534, -114.056155 51.0836533, -114.0560462 51.0836532, -114.0559375 51.0836531, -114.0558287 51.083653, -114.0557199 51.0836529, -114.0556112 51.0836528, -114.0555024 51.0836527, -114.0553936 51.0836527, -114.0552849 51.0836526, -114.0551761 51.0836525, -114.0550673 51.0836524, -114.0549585 51.0836523, -114.0549584 51.0837071, -114.0549585 51.0837071, -114.0562636 51.0837082)))"
14 ROCKYVALE GR NW,Residential,ROCKY RIDGE,"DC,R-CG","MULTIPOLYGON (((-114.2448919 51.1490265, -114.2448126 51.1490482, -114.2447347 51.1490718, -114.2447347 51.1490959, -114.2447348 51.1491065, -114.244735 51.1491807, -114.2447358 51.1494543, -114.2451298 51.1494533, -114.2451067 51.1493745, -114.2450404 51.1491635, -114.2450042 51.1490476, -114.2449202 51.1490193, -114.2448919 51.1490265)))"
