ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1415 16A ST SE,Residential,INGLEWOOD,"R-CG,S-SPR","MULTIPOLYGON (((-114.0222969 51.0403933, -114.0222969 51.0404344, -114.0227328 51.040434, -114.0228611 51.0404338, -114.022861 51.0402968, -114.0222968 51.0402974, -114.0222969 51.0403933)))"
1127 MAPLEGLADE DR SE,Non-Residential,MAPLE RIDGE,"R-CG,S-SPR","MULTIPOLYGON (((-114.0375908 50.9487053, -114.037535 50.9486108, -114.0372277 50.9485585, -114.0369951 50.9485583, -114.0365942 50.9485581, -114.0356313 50.9485575, -114.0356012 50.9485575, -114.036539 50.9500104, -114.0365384 50.9503253, -114.0366033 50.9503665, -114.0370073 50.9503664, -114.0379697 50.9503661, -114.0382268 50.9503662, -114.0388381 50.9506595, -114.0389293 50.9506517, -114.0392413 50.9503923, -114.0392353 50.9503301, -114.0389679 50.9501562, -114.0386258 50.9503662, -114.0384444 50.9502484, -114.0382631 50.9501305, -114.0380818 50.9500126, -114.0379005 50.9498947, -114.0377104 50.9497711, -114.0376586 50.9496833, -114.0375678 50.9495293, -114.0374769 50.9493753, -114.0373861 50.9492212, -114.0372952 50.9490672, -114.0371817 50.9488747, -114.0370436 50.9486405, -114.0372104 50.9486408, -114.0375908 50.9487053)))"
5600 CENTRE ST NE,Non-Residential,THORNCLIFFE,"R-CG,S-SPR","MULTIPOLYGON (((-114.059856 51.1017552, -114.0598534 51.1025495, -114.06223 51.1025496, -114.0622302 51.1001098, -114.0603331 51.0995321, -114.0603331 51.0994712, -114.0603329 51.0991669, -114.0603328 51.0989661, -114.0603328 51.0988768, -114.0603327 51.0987124, -114.0607678 51.0987123, -114.0607675 51.0982193, -114.0603325 51.0982194, -114.0603324 51.0980551, -114.0603323 51.0978907, -114.0603322 51.0977264, -114.0603321 51.0975621, -114.0603321 51.0973977, -114.060332 51.0972334, -114.0603319 51.0970691, -114.0607669 51.097069, -114.0607667 51.0965561, -114.0603317 51.0965562, -114.0603316 51.0963919, -114.0603315 51.0962001, -114.0600183 51.0962002, -114.060007 51.0995459, -114.0598635 51.099546, -114.059856 51.1017552)))"
376R CANTRELL DR SW,Non-Residential,CANYON MEADOWS,"R-CG,S-SPR","MULTIPOLYGON (((-114.0699835 50.9359076, -114.0700269 50.9359076, -114.0700388 50.935739, -114.0700494 50.9355885, -114.07006 50.935438, -114.0700707 50.9352875, -114.0700813 50.935137, -114.0700855 50.9350782, -114.0700929 50.9349826, -114.0701082 50.9348256, -114.0701273 50.9346689, -114.07015 50.9345128, -114.0701758 50.9343609, -114.0702145 50.9341652, -114.0702611 50.9339613, -114.0703142 50.933758, -114.070473 50.9337711, -114.0704656 50.9337429, -114.0702787 50.9337275, -114.0702338 50.9338949, -114.0701932 50.9340629, -114.0701571 50.9342312, -114.0701253 50.9343998, -114.0700979 50.9345688, -114.0700749 50.934738, -114.0700563 50.9349074, -114.0700421 50.935077, -114.0699835 50.9359076)))"
70 LAKE LINNET CL SE,Non-Residential,LAKE BONAVISTA,"R-CG,S-SPR","MULTIPOLYGON (((-114.0486313 50.9479614, -114.0567048 50.9479644, -114.0590207 50.9481447, -114.0590548 50.9481468, -114.059089 50.9481477, -114.0591232 50.9481476, -114.0591573 50.9481462, -114.0591913 50.9481438, -114.059225 50.9481402, -114.0592584 50.9481355, -114.0592913 50.9481297, -114.0593238 50.9481228, -114.0593555 50.9481149, -114.0593866 50.9481059, -114.0594169 50.9480959, -114.0594463 50.9480849, -114.0594748 50.9480729, -114.0595022 50.94806, -114.0595285 50.9480463, -114.0586105 50.9479748, -114.0570928 50.9478565, -114.0567182 50.9478274, -114.0566158 50.9478274, -114.0560089 50.9478272, -114.0523226 50.9478258, -114.0518456 50.9478257, -114.0512384 50.9478255, -114.0497207 50.947825, -114.0492437 50.9478247, -114.0486314 50.9478245, -114.0486313 50.9479614)))"
1140 EDGEMONT RD NW,Non-Residential,EDGEMONT,"R-CG,S-SPR","MULTIPOLYGON (((-114.1467652 51.1138797, -114.1467888 51.1139209, -114.1470999 51.1138502, -114.1470702 51.1137707, -114.1470469 51.1136903, -114.1470299 51.1136093, -114.1470193 51.1135278, -114.1470152 51.1134461, -114.1470176 51.1133644, -114.1470264 51.1132829, -114.1470416 51.1132017, -114.1471759 51.1126119, -114.1471806 51.1125852, -114.1471825 51.1125584, -114.1471816 51.1125315, -114.1471779 51.1125047, -114.1471714 51.1124781, -114.1471622 51.1124519, -114.1471503 51.1124261, -114.1471357 51.1124008, -114.1471185 51.1123762, -114.1470988 51.1123523, -114.1470767 51.1123293, -114.1470522 51.1123073, -114.1470255 51.1122863, -114.1469966 51.1122664, -114.1469657 51.1122478, -114.146933 51.1122304, -114.1457368 51.1116388, -114.1437775 51.1108329, -114.1429928 51.1105843, -114.1421053 51.1103031, -114.142015 51.1102769, -114.1419221 51.1102546, -114.1418269 51.1102364, -114.14173 51.1102222, -114.1416318 51.1102122, -114.1415327 51.1102065, -114.1414333 51.110205, -114.1413339 51.1102078, -114.1412706 51.1102117, -114.1412077 51.1102174, -114.1411267 51.1102273, -114.1410467 51.1102401, -114.1410467 51.110326, -114.1411266 51.1103118, -114.1412077 51.1103008, -114.1412609 51.1102954, -114.1413144 51.1102913, -114.1413682 51.1102886, -114.141422 51.1102873, -114.1414759 51.1102873, -114.1415298 51.1102887, -114.1415835 51.1102915, -114.141637 51.1102956, -114.1416902 51.1103011, -114.141743 51.1103079, -114.1417953 51.1103161, -114.141847 51.1103256, -114.1418981 51.1103364, -114.1419485 51.1103486, -114.141998 51.1103619, -114.1420466 51.1103766, -114.142821 51.1106219, -114.1437123 51.1109043, -114.1452959 51.1115558, -114.1462667 51.1126654, -114.1462962 51.1127011, -114.1463229 51.1127377, -114.1463468 51.112775, -114.1463679 51.112813, -114.146386 51.1128515, -114.1464011 51.1128906, -114.1464133 51.1129301, -114.1464224 51.1129699, -114.1464285 51.1130099, -114.1464315 51.1130501, -114.1464315 51.1130903, -114.1464284 51.1131305, -114.1464222 51.1131705, -114.146413 51.1132103, -114.1464008 51.1132498, -114.1463856 51.1132889, -114.1468476 51.1133676, -114.1467839 51.1135157, -114.1467367 51.1136256, -114.1467279 51.1136486, -114.1467205 51.1136767, -114.1467163 51.1137051, -114.1467156 51.1137335, -114.1467182 51.113762, -114.146723 51.1137859, -114.1467302 51.1138096, -114.1467397 51.113833, -114.1467516 51.113856, -114.1467652 51.1138797)))"
1138R LAKE HURON CR SE,Non-Residential,BONAVISTA DOWNS,"R-CG,S-SPR","MULTIPOLYGON (((-114.0330517 50.9477128, -114.0330932 50.9477166, -114.0331593 50.9475844, -114.0329447 50.9475648, -114.0327305 50.947544, -114.0325165 50.947522, -114.0323028 50.9474988, -114.0320895 50.9474745, -114.0318765 50.947449, -114.0316639 50.9474223, -114.0314517 50.9473945, -114.0312398 50.9473654, -114.0310284 50.9473353, -114.0308174 50.9473039, -114.0306068 50.9472715, -114.0303967 50.9472378, -114.030187 50.947203, -114.0299779 50.9471671, -114.0297692 50.94713, -114.0297106 50.9472618, -114.0299161 50.9472987, -114.0301222 50.9473345, -114.0303287 50.9473691, -114.0305358 50.9474025, -114.0307433 50.9474348, -114.0309512 50.9474659, -114.0311596 50.9474959, -114.0313684 50.9475247, -114.0315776 50.9475523, -114.0317872 50.9475788, -114.0319971 50.9476041, -114.0322074 50.9476282, -114.032418 50.9476511, -114.0326289 50.9476729, -114.0328402 50.9476934, -114.0330517 50.9477128)))"
7226R LAGUNA WY NE,Non-Residential,MONTEREY PARK,"R-CG,S-SPR","MULTIPOLYGON (((-113.9292036 51.088491, -113.9292034 51.0887606, -113.9292604 51.0887606, -113.929261 51.0879624, -113.9292039 51.0879623, -113.9292039 51.0879929, -113.9292034 51.0882195, -113.9292035 51.0884038, -113.9292036 51.088491)))"
8611 CROWCHILD TR NW,Non-Residential,SCENIC ACRES,"R-CG,S-SPR","MULTIPOLYGON (((-114.220179 51.1251962, -114.2204045 51.1251962, -114.2204211 51.1251055, -114.2204428 51.1250152, -114.2188005 51.1250155, -114.2184868 51.1250155, -114.2181475 51.1250156, -114.2177661 51.1250156, -114.2175454 51.1250156, -114.2167171 51.1250156, -114.21652 51.1251964, -114.2165493 51.1251964, -114.2169 51.1251964, -114.2172499 51.1251963, -114.2176419 51.1251963, -114.2178276 51.1251963, -114.2179055 51.1251963, -114.2179835 51.1251963, -114.2183019 51.1251963, -114.2185552 51.1251963, -114.2187509 51.1251963, -114.2189251 51.1251963, -114.2191079 51.1251962, -114.2192821 51.1251962, -114.2194648 51.1251963, -114.2196391 51.1251963, -114.2198219 51.1251962, -114.2200047 51.1251962, -114.220179 51.1251962)))"
4621 PASSCHENDAELE RD SW,Residential,GARRISON WOODS,"R-CG,S-SPR","MULTIPOLYGON (((-114.1121151 51.0130926, -114.1125529 51.0130926, -114.1125529 51.0129856, -114.1121152 51.0129855, -114.1121151 51.0130926)))"
