ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
105 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0645875 51.0288276, -114.0641864 51.0289666, -114.063887 51.0292229, -114.0637949 51.0293842, -114.0641512 51.0293943, -114.0654307 51.0294306, -114.0654666 51.0289324, -114.0654709 51.0288722, -114.0654725 51.0288498, -114.0650161 51.028793, -114.0645875 51.0288276)))"
101 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
102 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
201 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
202 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
203 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
204 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
301 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
302 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
303 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
305 228 26 AV SW,Residential,MISSION,M-H2,"MULTIPOLYGON (((-114.0680646 51.0300439, -114.0684975 51.0300565, -114.0687144 51.0300628, -114.0689308 51.0300692, -114.068953 51.0297545, -114.0688909 51.0297116, -114.0680887 51.0296882, -114.0680646 51.0300439)))"
