ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
116 INVERNESS SQ SE,Residential,MCKENZIE TOWNE,M-1,"MULTIPOLYGON (((-113.9704816 50.9137638, -113.970634 50.9138602, -113.9706955 50.9138213, -113.9705432 50.9137249, -113.9704816 50.9137638)))"
22 CHAPARRAL PT SE,Residential,CHAPARRAL,M-1,"MULTIPOLYGON (((-114.0374878 50.8891436, -114.0374304 50.8893745, -114.0374668 50.8893757, -114.0375958 50.8893798, -114.037614 50.8893068, -114.0376499 50.8891624, -114.0376125 50.8891566, -114.0375747 50.8891522, -114.0374878 50.8891436)))"
232 BRIDLEWOOD VW SW,Residential,BRIDLEWOOD,M-1,"MULTIPOLYGON (((-114.101171 50.8965141, -114.1011984 50.8966956, -114.101311 50.8966888, -114.1013487 50.8966865, -114.1013487 50.89659, -114.1013486 50.896514, -114.101171 50.8965141)))"
140 INVERNESS SQ SE,Residential,MCKENZIE TOWNE,M-1,"MULTIPOLYGON (((-113.9698595 50.9134752, -113.9699146 50.91351, -113.9702147 50.9133205, -113.9702259 50.9133276, -113.9703014 50.9132799, -113.9702402 50.9132411, -113.9701647 50.9132888, -113.9701595 50.9132856, -113.9698595 50.9134752)))"
187 BRIDLEWOOD VW SW,Residential,BRIDLEWOOD,M-1,"MULTIPOLYGON (((-114.1005166 50.8955861, -114.1005279 50.8956585, -114.1008629 50.8956512, -114.1008687 50.8955784, -114.1005166 50.8955861)))"
118 INVERNESS SQ SE,Residential,MCKENZIE TOWNE,M-1,"MULTIPOLYGON (((-113.9705432 50.9137249, -113.9706955 50.9138213, -113.9707571 50.9137824, -113.9706523 50.9137162, -113.9706534 50.9137156, -113.9706057 50.9136854, -113.9705432 50.9137249)))"
3 CHAPARRAL PT SE,Residential,CHAPARRAL,M-1,"MULTIPOLYGON (((-114.0368209 50.8887495, -114.0368083 50.888785, -114.0367448 50.8889557, -114.0367334 50.8889865, -114.0369427 50.8890073, -114.0370024 50.8887676, -114.0368209 50.8887495)))"
236 BRIDLEWOOD VW SW,Residential,BRIDLEWOOD,M-1,"MULTIPOLYGON (((-114.1010655 50.8965141, -114.1010938 50.8967019, -114.1011984 50.8966956, -114.101171 50.8965141, -114.1010655 50.8965141)))"
128 INVERNESS SQ SE,Residential,MCKENZIE TOWNE,M-1,"MULTIPOLYGON (((-113.9704624 50.9135335, -113.9704189 50.913561, -113.9704817 50.9136007, -113.9706342 50.9135044, -113.970574 50.9134663, -113.9705438 50.9134853, -113.9705425 50.9134845, -113.9705173 50.9135005, -113.970516 50.9134997, -113.9704624 50.9135335)))"
7 CHAPARRAL PT SE,Residential,CHAPARRAL,M-1,"MULTIPOLYGON (((-114.0369427 50.8890073, -114.0371084 50.8890238, -114.0371681 50.8887841, -114.0370024 50.8887676, -114.0369427 50.8890073)))"
240 BRIDLEWOOD VW SW,Residential,BRIDLEWOOD,M-1,"MULTIPOLYGON (((-114.10096 50.8965141, -114.1009892 50.8967082, -114.1010938 50.8967019, -114.1010655 50.8965141, -114.10096 50.8965141)))"
