ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
12446 LAKE FRASER DR SE,Non-Residential,LAKE BONAVISTA,S-SPR,"MULTIPOLYGON (((-114.067134 50.9395241, -114.0672272 50.9399888, -114.0678373 50.9430269, -114.0680524 50.9430096, -114.0673491 50.9395068, -114.0673164 50.9395095, -114.067134 50.9395241)))"
2 LAKE HURON PL SE,Non-Residential,BONAVISTA DOWNS,S-SPR,"MULTIPOLYGON (((-114.0333313 50.94724, -114.0333315 50.9472396, -114.0330263 50.9472112, -114.0328946 50.947477, -114.0331989 50.947505, -114.0333313 50.94724)))"
344 99 AV SE,Non-Residential,WILLOW PARK,S-SPR,"MULTIPOLYGON (((-114.0606238 50.9618462, -114.0610185 50.9618463, -114.0610189 50.9615449, -114.0606241 50.9615448, -114.0606238 50.9618462)))"
256 BROOKPARK DR SW,Non-Residential,BRAESIDE,S-SPR,"MULTIPOLYGON (((-114.1142202 50.9559648, -114.1142193 50.9564949, -114.1142222 50.9565507, -114.1142312 50.9566062, -114.1142463 50.9566612, -114.1142673 50.9567154, -114.1142942 50.9567686, -114.1143268 50.9568205, -114.114365 50.9568709, -114.1144086 50.9569195, -114.1150562 50.9569181, -114.115625 50.956917, -114.1159286 50.9569164, -114.1161888 50.9569158, -114.116423 50.9569154, -114.1166485 50.9569149, -114.1168696 50.9569145, -114.1171733 50.9569139, -114.1177101 50.9569128, -114.1177145 50.9543434, -114.1177125 50.95433, -114.1177063 50.9543172, -114.1176963 50.9543053, -114.1176828 50.954295, -114.1176664 50.9542864, -114.1176476 50.9542801, -114.1176273 50.9542762, -114.1176061 50.9542748, -114.1171074 50.9542746, -114.1160057 50.9542494, -114.1160027 50.9559661, -114.1142202 50.9559648)))"
1520 OLYMPIA DR SE,Non-Residential,OGDEN,S-SPR,"MULTIPOLYGON (((-114.0062211 50.9803738, -114.0063694 50.980374, -114.0063689 50.9801958, -114.0063682 50.9800039, -114.0063677 50.9798394, -114.0062193 50.9798392, -114.0062199 50.9800037, -114.0062205 50.9801956, -114.0062211 50.9803738)))"
223 MCKNIGHT BV NE,Non-Residential,GREENVIEW,S-SPR,"MULTIPOLYGON (((-114.0588392 51.095445, -114.0589 51.0957899, -114.0583162 51.0957898, -114.0583162 51.095886, -114.0583814 51.0959272, -114.0595681 51.095927, -114.0594055 51.0956496, -114.0588392 51.095445)))"
5003 NORTH HAVEN DR NW,Non-Residential,NORTH HAVEN,S-SPR,"MULTIPOLYGON (((-114.0865375 51.0988418, -114.0862779 51.099266, -114.0863997 51.0992955, -114.0876772 51.0996057, -114.0877708 51.0994531, -114.0877711 51.0994528, -114.0878036 51.0993997, -114.0878039 51.0993993, -114.0879737 51.0991225, -114.0877889 51.0990996, -114.0876057 51.0990717, -114.0874247 51.0990389, -114.087246 51.0990012, -114.0870701 51.0989587, -114.0868973 51.0989114, -114.0867954 51.098881, -114.0866948 51.0988488, -114.0866767 51.0988428, -114.0866187 51.0988231, -114.0865375 51.0988418)))"
4892 VANDOOS PL NW,Non-Residential,VARSITY,S-SPR,"MULTIPOLYGON (((-114.154711 51.0988766, -114.1547147 51.0989347, -114.1547722 51.098968, -114.1548644 51.0989657, -114.155643 51.098434, -114.1556568 51.0982944, -114.1555898 51.0982764, -114.154711 51.0988766)))"
423 RANCHVIEW CO NW,Non-Residential,RANCHLANDS,S-SPR,"MULTIPOLYGON (((-114.1791498 51.1137019, -114.1791968 51.1138858, -114.1792716 51.1139198, -114.1804317 51.1138023, -114.1804858 51.1137553, -114.1804736 51.1137077, -114.1799771 51.1135077, -114.1799723 51.1135308, -114.1799613 51.1135531, -114.1799444 51.1135739, -114.1799222 51.1135926, -114.1798952 51.1136086, -114.1798643 51.1136216, -114.1798303 51.113631, -114.1797943 51.1136367, -114.1791498 51.1137019)))"
7845 EDGEMONT BV NW,Non-Residential,EDGEMONT,S-SPR,"MULTIPOLYGON (((-114.1511689 51.1251555, -114.1534596 51.1251533, -114.153576 51.1250138, -114.1533751 51.125014, -114.1531465 51.1250143, -114.1529145 51.1250145, -114.1528157 51.1250146, -114.1527003 51.1250146, -114.1524615 51.1250147, -114.1522187 51.1250148, -114.1519873 51.1250148, -114.1516731 51.1250149, -114.1513018 51.125015, -114.1511689 51.1251555)))"
3439 31A AV SE,Non-Residential,DOVER,S-SPR,"MULTIPOLYGON (((-113.9834693 51.025181, -113.9834702 51.0255235, -113.9838786 51.025523, -113.9838776 51.0251805, -113.9834693 51.025181)))"
5615 PENSACOLA CR SE,Non-Residential,PENBROOKE MEADOWS,S-SPR,"MULTIPOLYGON (((-113.9545943 51.0419064, -113.9545946 51.0428012, -113.9547943 51.0428011, -113.9547943 51.0419064, -113.9545943 51.0419064)))"
320 ABERGALE DR NE,Non-Residential,ABBEYDALE,S-SPR,"MULTIPOLYGON (((-113.9295314 51.0558284, -113.9287722 51.0563063, -113.9287721 51.0563644, -113.9300155 51.0571497, -113.9308209 51.0566429, -113.9295314 51.0558284)))"
6015 18 AV NE,Non-Residential,PINERIDGE,S-SPR,"MULTIPOLYGON (((-113.9474262 51.0688887, -113.9474265 51.0691902, -113.9479443 51.0691899, -113.9479441 51.0688885, -113.9474262 51.0688887)))"
95 FALSBY PL NE,Non-Residential,FALCONRIDGE,S-SPR,"MULTIPOLYGON (((-113.9535991 51.0997116, -113.9535341 51.0996833, -113.9534657 51.0996584, -113.9533944 51.0996371, -113.9533205 51.0996195, -113.9532446 51.0996057, -113.9531672 51.0995957, -113.9530888 51.0995898, -113.9530098 51.0995878, -113.9528258 51.0995879, -113.9527627 51.099629, -113.9527689 51.0996684, -113.9527791 51.0997076, -113.9527932 51.0997463, -113.9528111 51.0997843, -113.9530231 51.1001861, -113.953042 51.1002188, -113.9530638 51.1002508, -113.9530961 51.100291, -113.9531329 51.1003296, -113.9534068 51.1001004, -113.9535114 51.1000128, -113.9537729 51.0997939, -113.9535991 51.0997116)))"
71 FALSHIRE DR NE,Non-Residential,FALCONRIDGE,S-SPR,"MULTIPOLYGON (((-113.9469421 51.1052355, -113.9469421 51.1037836, -113.9467684 51.1037837, -113.9467683 51.1052354, -113.9469421 51.1052355)))"
1331 FALCONRIDGE DR NE,Non-Residential,FALCONRIDGE,S-SPR,"MULTIPOLYGON (((-113.9443032 51.0989506, -113.9444262 51.0997877, -113.9444972 51.0998248, -113.9455006 51.0997664, -113.9455838 51.0997599, -113.9456662 51.09975, -113.9457474 51.0997367, -113.945827 51.0997203, -113.9461234 51.0996523, -113.9460058 51.0988516, -113.9443032 51.0989506)))"
11211 VALLEY RIDGE DR NW,Non-Residential,VALLEY RIDGE,S-SPR,"MULTIPOLYGON (((-114.2452521 51.0907999, -114.2452859 51.0918602, -114.2452884 51.0918731, -114.2452947 51.0918854, -114.2453048 51.0918968, -114.2453181 51.0919067, -114.2453341 51.0919149, -114.2453524 51.0919209, -114.2453722 51.0919247, -114.2453928 51.091926, -114.2470894 51.0919304, -114.2470866 51.0914181, -114.2470833 51.0907763, -114.2462509 51.090787, -114.2452521 51.0907999)))"
92R SIERRA MORENA CL SW,Non-Residential,SIGNAL HILL,S-SPR,"MULTIPOLYGON (((-114.1796301 51.0162324, -114.1797257 51.0162325, -114.1797236 51.0144453, -114.1795526 51.0144249, -114.1795527 51.0144801, -114.1795528 51.0145951, -114.1795529 51.0147102, -114.1795531 51.0148252, -114.1795532 51.0149402, -114.1795533 51.0150553, -114.1795534 51.0151703, -114.1795536 51.0152853, -114.1795537 51.0154004, -114.1795538 51.0155154, -114.1795539 51.0156305, -114.1795542 51.0158433, -114.1795542 51.0158965, -114.179357 51.0160208, -114.1792421 51.0160933, -114.1790306 51.0160931, -114.1787737 51.0160929, -114.1785913 51.0160928, -114.1784089 51.0160927, -114.1784088 51.0162315, -114.178704 51.0162317, -114.1789678 51.0162319, -114.1792045 51.0162321, -114.1794216 51.0162322, -114.1796301 51.0162324)))"
54 SCIMITAR VW NW,Non-Residential,SCENIC ACRES,S-SPR,"MULTIPOLYGON (((-114.2173792 51.1059721, -114.2176608 51.1058944, -114.2179 51.1063157, -114.218126 51.1062856, -114.2181846 51.1062787, -114.2182435 51.1062735, -114.2183028 51.1062702, -114.2183623 51.1062686, -114.2182435 51.1058058, -114.2180438 51.1056416, -114.2177419 51.1053933, -114.2168542 51.1052956, -114.216853 51.1058807, -114.2168527 51.1062532, -114.2171288 51.1060648, -114.2171869 51.1060251, -114.2173792 51.1059721)))"
1344 STRATHCONA DR SW,Non-Residential,STRATHCONA PARK,S-SPR,"MULTIPOLYGON (((-114.1950192 51.049754, -114.1950926 51.0498902, -114.1950679 51.0500412, -114.195057 51.050108, -114.1950155 51.0501523, -114.1950517 51.0501658, -114.1952705 51.0500617, -114.1953962 51.0500518, -114.195744 51.0500242, -114.1958686 51.0498305, -114.1956667 51.049649, -114.195637 51.0496242, -114.1956046 51.0496008, -114.1955697 51.0495788, -114.1955325 51.0495584, -114.1954931 51.0495396, -114.1954518 51.0495227, -114.1954086 51.0495075, -114.1953639 51.0494943, -114.1953179 51.0494831, -114.1952707 51.0494739, -114.1952227 51.0494667, -114.1951739 51.0494617, -114.1951247 51.0494588, -114.1950754 51.0494581, -114.195026 51.0494595, -114.194977 51.0494631, -114.1949458 51.049465, -114.1949146 51.0494647, -114.1948835 51.0494622, -114.1948531 51.0494576, -114.1948237 51.049451, -114.1947956 51.0494424, -114.1947692 51.0494319, -114.1947447 51.0494196, -114.1946844 51.0493876, -114.1946213 51.0493577, -114.1945558 51.0493301, -114.1944878 51.0493048, -114.1944178 51.0492819, -114.1943458 51.0492614, -114.1942722 51.0492436, -114.194197 51.0492283, -114.1938621 51.0491665, -114.193376 51.049015, -114.1929416 51.048844, -114.1921393 51.0488448, -114.1924395 51.0489781, -114.1925645 51.0489853, -114.1927498 51.0489959, -114.1928796 51.0490194, -114.1931257 51.0490639, -114.1933208 51.0490992, -114.1933613 51.0491118, -114.1935917 51.049184, -114.1938131 51.0492534, -114.1940418 51.0493251, -114.1942525 51.0493911, -114.1944709 51.0494596, -114.1947283 51.0495402, -114.1947854 51.0495581, -114.1949875 51.0496952, -114.1950192 51.049754)))"
115R BRIDLEWOOD DR SW,Non-Residential,BRIDLEWOOD,S-SPR,"MULTIPOLYGON (((-114.1005488 50.9001715, -114.1006928 50.9002986, -114.1013084 50.9002609, -114.1013041 50.9002587, -114.1011304 50.900169, -114.100955 50.9000783, -114.1009496 50.9000755, -114.1009106 50.8999369, -114.1008721 50.8997997, -114.1008462 50.8997078, -114.1008219 50.8996214, -114.1008145 50.8995948, -114.1008033 50.899555, -114.1007887 50.899503, -114.1007644 50.8994165, -114.1007401 50.8993301, -114.1007142 50.8992382, -114.10069 50.8991518, -114.1006657 50.8990653, -114.1006414 50.8989789, -114.1006155 50.898887, -114.1005912 50.8988006, -114.1005669 50.8987141, -114.1005426 50.8986276, -114.1005183 50.8985412, -114.1004925 50.8984493, -114.1004682 50.8983629, -114.1004439 50.8982764, -114.1004113 50.8981604, -114.1002002 50.898171, -114.0999931 50.8981811, -114.0999887 50.8983085, -114.099985 50.8984128, -114.0999816 50.8985117, -114.0999779 50.8986159, -114.0999745 50.8987148, -114.0999708 50.8988191, -114.0999673 50.898918, -114.0999637 50.8990223, -114.09996 50.8991266, -114.1002 50.8992029, -114.100238 50.899215, -114.1004292 50.8993624, -114.100435 50.8993759, -114.1005092 50.8995463, -114.1005035 50.8995699, -114.1004971 50.8995968, -114.1004642 50.8997348, -114.1004032 50.8997953, -114.1002296 50.8999675, -114.100177 50.9000197, -114.1003003 50.9000597, -114.100493 50.9001223, -114.1005488 50.9001715)))"
132 QUEEN TAMARA PL SE,Non-Residential,QUEENSLAND,S-SPR,"MULTIPOLYGON (((-114.0221723 50.9416102, -114.0220731 50.9416459, -114.0217424 50.9419838, -114.0217509 50.9420497, -114.0219771 50.9422141, -114.0220539 50.9422101, -114.0226121 50.9416397, -114.0225813 50.9416055, -114.0221723 50.9416102)))"
725 WILLAMETTE DR SE,Non-Residential,WILLOW PARK,S-SPR,"MULTIPOLYGON (((-114.0482425 50.9525337, -114.0482417 50.952899, -114.0483281 50.9529525, -114.0483795 50.9529843, -114.0485642 50.9530988, -114.0486141 50.9531296, -114.0491592 50.9531929, -114.0491595 50.9529381, -114.0490381 50.9528592, -114.0485933 50.9525696, -114.0485799 50.9525769, -114.0485655 50.9525834, -114.048544 50.9525907, -114.0485212 50.9525961, -114.0484973 50.9525993, -114.048473 50.9526005, -114.0484487 50.9525994, -114.0484249 50.9525962, -114.0484019 50.952591, -114.0483804 50.9525838, -114.0483656 50.9525772, -114.0483519 50.9525696, -114.0483105 50.9525444, -114.0482425 50.9525337)))"
