ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
41 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0237408 50.8869858, -114.0234479 50.8871282, -114.023465 50.8871396, -114.0235457 50.8871921, -114.0238088 50.8870299, -114.0237408 50.8869858)))"
23 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.02346 50.8865248, -114.0230919 50.8865601, -114.0231018 50.8866146, -114.0234731 50.886579, -114.02346 50.8865248)))"
43 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0238692 50.8870691, -114.0238088 50.8870299, -114.0235457 50.8871921, -114.023606 50.8872313, -114.0238692 50.8870691)))"
45 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0239295 50.8871083, -114.0238692 50.8870691, -114.023606 50.8872313, -114.0236663 50.8872705, -114.0239295 50.8871083)))"
191 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1010677 50.8979791, -114.1010863 50.8980454, -114.1015341 50.8979951, -114.1015571 50.8979743, -114.1015434 50.8979256, -114.1010677 50.8979791)))"
47 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0239899 50.8871474, -114.0239295 50.8871083, -114.0236663 50.8872705, -114.0237267 50.8873098, -114.0239899 50.8871474)))"
195 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1010495 50.8979145, -114.1010677 50.8979791, -114.1015434 50.8979256, -114.1015253 50.897861, -114.1010495 50.8979145)))"
49 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0240503 50.8871866, -114.0239899 50.8871474, -114.0237267 50.8873098, -114.023787 50.887349, -114.0240503 50.8871866)))"
199 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1010314 50.8978499, -114.1010495 50.8979145, -114.1015253 50.897861, -114.1015071 50.8977964, -114.1010314 50.8978499)))"
51 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0241304 50.8872386, -114.0240503 50.8871866, -114.023787 50.887349, -114.0238689 50.8874023, -114.0241304 50.8872386)))"
203 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1010162 50.8977959, -114.1010314 50.8978499, -114.1015071 50.8977964, -114.1014919 50.8977424, -114.1010162 50.8977959)))"
57 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0241581 50.887328, -114.0241154 50.887347, -114.0240727 50.887374, -114.0240978 50.8873964, -114.0242919 50.8875701, -114.0243831 50.8875294, -114.0241581 50.887328)))"
207 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1009981 50.8977313, -114.1010162 50.8977959, -114.1014919 50.8977424, -114.1014738 50.8976778, -114.1009981 50.8977313)))"
59 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0241581 50.887328, -114.0243831 50.8875294, -114.0244539 50.8874977, -114.0242289 50.8872963, -114.0241581 50.887328)))"
211 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1009799 50.8976667, -114.1009981 50.8977313, -114.1014738 50.8976778, -114.1014557 50.8976132, -114.1009799 50.8976667)))"
61 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0242289 50.8872963, -114.0244539 50.8874977, -114.0245248 50.887466, -114.0242998 50.8872647, -114.0242289 50.8872963)))"
215 BRIDLEWOOD WY SW,Residential,BRIDLEWOOD,R-2M,"MULTIPOLYGON (((-114.1009647 50.8976127, -114.1009799 50.8976667, -114.1014557 50.8976132, -114.1014405 50.8975593, -114.1009647 50.8976127)))"
63 CHAPARRAL RIDGE TC SE,Residential,CHAPARRAL,R-2M,"MULTIPOLYGON (((-114.0242998 50.8872647, -114.0245248 50.887466, -114.0245955 50.8874344, -114.0243706 50.887233, -114.0242998 50.8872647)))"
