ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
9901 STONEY TR SE,Non-Residential,MAHOGANY,S-TUC,"MULTIPOLYGON (((-113.9293781 50.9053821, -113.9294082 50.9054689, -113.9294199 50.9055019, -113.9294258 50.9055192, -113.9294409 50.9055623, -113.9294433 50.9066156, -113.9299851 50.9065905, -113.9305266 50.9065628, -113.9310677 50.9065327, -113.9316085 50.9065, -113.9321488 50.9064648, -113.9326888 50.906427, -113.9332283 50.9063868, -113.9337673 50.9063441, -113.9343058 50.9062989, -113.9348437 50.9062512, -113.9353811 50.9062009, -113.9359179 50.9061482, -113.936454 50.906093, -113.9369895 50.9060353, -113.9375243 50.9059751, -113.9380584 50.9059125, -113.9387442 50.90583, -113.9394289 50.9057434, -113.9401122 50.9056528, -113.9407941 50.9055581, -113.9407892 50.9044092, -113.940787 50.9035793, -113.940684 50.9036507, -113.9406667 50.9036627, -113.940661 50.9036667, -113.9405673 50.9037317, -113.9404765 50.9037948, -113.9403594 50.9038049, -113.94028 50.9038118, -113.9402509 50.9038143, -113.9399584 50.9038394, -113.9398125 50.9038519, -113.9396579 50.9038652, -113.9395119 50.9038777, -113.939366 50.9038903, -113.93922 50.9039028, -113.939074 50.9039153, -113.9389195 50.9039286, -113.9387735 50.9039411, -113.9386275 50.9039537, -113.938473 50.9039669, -113.938327 50.9039795, -113.938181 50.903992, -113.9380265 50.9040053, -113.9378805 50.9040178, -113.937726 50.9040311, -113.93758 50.9040436, -113.9374254 50.9040569, -113.9372795 50.9040694, -113.9371249 50.9040827, -113.9369789 50.9040952, -113.9368244 50.9041085, -113.9366784 50.904121, -113.9365324 50.9041335, -113.9363865 50.9041461, -113.9361905 50.9041629, -113.9358965 50.9041881, -113.9355074 50.9042215, -113.9340704 50.9043447, -113.9339146 50.9043582, -113.9330354 50.9044336, -113.9328796 50.9044469, -113.9326459 50.904467, -113.9299798 50.9046947, -113.9298994 50.9047026, -113.9293433 50.9047503, -113.9293448 50.9052885, -113.9293668 50.9053502, -113.9293781 50.9053821)))"
9901 STONEY TR SE,Non-Residential,MAHOGANY,S-TUC,"MULTIPOLYGON (((-113.9293781 50.9053821, -113.9294082 50.9054689, -113.9294199 50.9055019, -113.9294258 50.9055192, -113.9294409 50.9055623, -113.9294433 50.9066156, -113.9299851 50.9065905, -113.9305266 50.9065628, -113.9310677 50.9065327, -113.9316085 50.9065, -113.9321488 50.9064648, -113.9326888 50.906427, -113.9332283 50.9063868, -113.9337673 50.9063441, -113.9343058 50.9062989, -113.9348437 50.9062512, -113.9353811 50.9062009, -113.9359179 50.9061482, -113.936454 50.906093, -113.9369895 50.9060353, -113.9375243 50.9059751, -113.9380584 50.9059125, -113.9387442 50.90583, -113.9394289 50.9057434, -113.9401122 50.9056528, -113.9407941 50.9055581, -113.9407892 50.9044092, -113.940787 50.9035793, -113.940684 50.9036507, -113.9406667 50.9036627, -113.940661 50.9036667, -113.9405673 50.9037317, -113.9404765 50.9037948, -113.9403594 50.9038049, -113.94028 50.9038118, -113.9402509 50.9038143, -113.9399584 50.9038394, -113.9398125 50.9038519, -113.9396579 50.9038652, -113.9395119 50.9038777, -113.939366 50.9038903, -113.93922 50.9039028, -113.939074 50.9039153, -113.9389195 50.9039286, -113.9387735 50.9039411, -113.9386275 50.9039537, -113.938473 50.9039669, -113.938327 50.9039795, -113.938181 50.903992, -113.9380265 50.9040053, -113.9378805 50.9040178, -113.937726 50.9040311, -113.93758 50.9040436, -113.9374254 50.9040569, -113.9372795 50.9040694, -113.9371249 50.9040827, -113.9369789 50.9040952, -113.9368244 50.9041085, -113.9366784 50.904121, -113.9365324 50.9041335, -113.9363865 50.9041461, -113.9361905 50.9041629, -113.9358965 50.9041881, -113.9355074 50.9042215, -113.9340704 50.9043447, -113.9339146 50.9043582, -113.9330354 50.9044336, -113.9328796 50.9044469, -113.9326459 50.904467, -113.9299798 50.9046947, -113.9298994 50.9047026, -113.9293433 50.9047503, -113.9293448 50.9052885, -113.9293668 50.9053502, -113.9293781 50.9053821)))"
955 STONEY TR SW,Non-Residential,BRIDLEWOOD,S-TUC,"MULTIPOLYGON (((-114.1055438 50.8949535, -114.1057667 50.8949481, -114.1061378 50.8949564, -114.1076442 50.89499, -114.1081274 50.8950008, -114.1087172 50.8950139, -114.1112644 50.8950706, -114.1112693 50.8945297, -114.1107857 50.8945424, -114.110302 50.8945516, -114.1098181 50.8945574, -114.1093342 50.8945597, -114.1055441 50.8945636, -114.1055442 50.8946079, -114.1055438 50.8949535)))"
329 STONEY TR SE,Non-Residential,CHAPARRAL,S-TUC,"MULTIPOLYGON (((-114.0088218 50.8922709, -114.0088952 50.892271, -114.0130103 50.8922746, -114.016912 50.8922779, -114.0167566 50.8920969, -114.0166682 50.8920969, -114.0130098 50.8920942, -114.0106779 50.8920923, -114.0096602 50.8920912, -114.0086889 50.8920901, -114.0086063 50.8920901, -114.0087735 50.8922363, -114.0088218 50.8922709)))"
9550 BEARSPAW DAM RD NW,Non-Residential,SCENIC ACRES,S-TUC,"MULTIPOLYGON (((-114.2168546 51.1047476, -114.2198019 51.1052093, -114.2226047 51.1056476, -114.2249514 51.1060151, -114.2250099 51.1060242, -114.2256249 51.1061204, -114.2272239 51.1063698, -114.2276114 51.1064302, -114.2274427 51.1048709, -114.2274336 51.1047871, -114.227414 51.1046057, -114.2273794 51.1042862, -114.2273634 51.1041379, -114.2272394 51.1029919, -114.2272155 51.1027708, -114.226837 51.1027509, -114.2264872 51.1027324, -114.2189167 51.1023337, -114.2186337 51.1023188, -114.2182608 51.102299, -114.2168564 51.1022249, -114.2168557 51.1032142, -114.2168556 51.1032503, -114.2168556 51.1033676, -114.2168552 51.1038508, -114.2168551 51.1039745, -114.2168551 51.1040005, -114.2168548 51.1044988, -114.2168547 51.1045809, -114.2168546 51.1047476)))"
9550 BEARSPAW DAM RD NW,Non-Residential,SCENIC ACRES,S-TUC,"MULTIPOLYGON (((-114.2168546 51.1047476, -114.2198019 51.1052093, -114.2226047 51.1056476, -114.2249514 51.1060151, -114.2250099 51.1060242, -114.2256249 51.1061204, -114.2272239 51.1063698, -114.2276114 51.1064302, -114.2274427 51.1048709, -114.2274336 51.1047871, -114.227414 51.1046057, -114.2273794 51.1042862, -114.2273634 51.1041379, -114.2272394 51.1029919, -114.2272155 51.1027708, -114.226837 51.1027509, -114.2264872 51.1027324, -114.2189167 51.1023337, -114.2186337 51.1023188, -114.2182608 51.102299, -114.2168564 51.1022249, -114.2168557 51.1032142, -114.2168556 51.1032503, -114.2168556 51.1033676, -114.2168552 51.1038508, -114.2168551 51.1039745, -114.2168551 51.1040005, -114.2168548 51.1044988, -114.2168547 51.1045809, -114.2168546 51.1047476)))"
9550 BEARSPAW DAM RD NW,Non-Residential,SCENIC ACRES,S-TUC,"MULTIPOLYGON (((-114.2168546 51.1047476, -114.2198019 51.1052093, -114.2226047 51.1056476, -114.2249514 51.1060151, -114.2250099 51.1060242, -114.2256249 51.1061204, -114.2272239 51.1063698, -114.2276114 51.1064302, -114.2274427 51.1048709, -114.2274336 51.1047871, -114.227414 51.1046057, -114.2273794 51.1042862, -114.2273634 51.1041379, -114.2272394 51.1029919, -114.2272155 51.1027708, -114.226837 51.1027509, -114.2264872 51.1027324, -114.2189167 51.1023337, -114.2186337 51.1023188, -114.2182608 51.102299, -114.2168564 51.1022249, -114.2168557 51.1032142, -114.2168556 51.1032503, -114.2168556 51.1033676, -114.2168552 51.1038508, -114.2168551 51.1039745, -114.2168551 51.1040005, -114.2168548 51.1044988, -114.2168547 51.1045809, -114.2168546 51.1047476)))"
9550 BEARSPAW DAM RD NW,Non-Residential,SCENIC ACRES,S-TUC,"MULTIPOLYGON (((-114.2168546 51.1047476, -114.2198019 51.1052093, -114.2226047 51.1056476, -114.2249514 51.1060151, -114.2250099 51.1060242, -114.2256249 51.1061204, -114.2272239 51.1063698, -114.2276114 51.1064302, -114.2274427 51.1048709, -114.2274336 51.1047871, -114.227414 51.1046057, -114.2273794 51.1042862, -114.2273634 51.1041379, -114.2272394 51.1029919, -114.2272155 51.1027708, -114.226837 51.1027509, -114.2264872 51.1027324, -114.2189167 51.1023337, -114.2186337 51.1023188, -114.2182608 51.102299, -114.2168564 51.1022249, -114.2168557 51.1032142, -114.2168556 51.1032503, -114.2168556 51.1033676, -114.2168552 51.1038508, -114.2168551 51.1039745, -114.2168551 51.1040005, -114.2168548 51.1044988, -114.2168547 51.1045809, -114.2168546 51.1047476)))"
1135 STONEY TR SW,Non-Residential,RESIDUAL WARD 13 - SUB AREA 13G,S-TUC,"MULTIPOLYGON (((-114.1275351 50.89951, -114.1286411 50.8995093, -114.1287146 50.8995095, -114.1287149 50.8994543, -114.1287121 50.8944827, -114.1275063 50.8945748, -114.1274151 50.8945834, -114.1273247 50.894595, -114.1272354 50.8946094, -114.1271473 50.8946268, -114.1270609 50.894647, -114.1269762 50.8946701, -114.1268935 50.8946958, -114.126813 50.8947242, -114.126735 50.8947553, -114.1266596 50.8947888, -114.1265871 50.8948247, -114.1265176 50.894863, -114.1264513 50.8949034, -114.1263885 50.894946, -114.1263292 50.8949906, -114.1262737 50.895037, -114.1262221 50.8950852, -114.1261745 50.8951351, -114.126131 50.8951864, -114.1260918 50.895239, -114.126057 50.8952929, -114.1260267 50.8953478, -114.1260009 50.8954037, -114.1259797 50.8954603, -114.1259632 50.8955175, -114.1259514 50.8955752, -114.1259444 50.8956332, -114.1259421 50.8956914, -114.1259446 50.8957495, -114.1259519 50.8958075, -114.1259639 50.8958652, -114.1259807 50.8959224, -114.1266789 50.8980182, -114.1275351 50.89951)))"
11503 SHAGANAPPI TR NW,Non-Residential,SHERWOOD,S-TUC,"MULTIPOLYGON (((-114.14192 51.1578398, -114.1427405 51.1578392, -114.1427436 51.1577111, -114.1427524 51.1575831, -114.142767 51.1574553, -114.1427874 51.1573278, -114.1428136 51.1572007, -114.1428455 51.1570741, -114.1428831 51.1569482, -114.1429264 51.1568229, -114.1429754 51.1566985, -114.14303 51.156575, -114.1430901 51.1564526, -114.1431558 51.1563312, -114.143227 51.1562111, -114.1433035 51.1560923, -114.1433854 51.1559749, -114.1434726 51.155859, -114.1437052 51.1555607, -114.1466301 51.1554846, -114.1470127 51.1554746, -114.1470673 51.1554733, -114.1472548 51.1554093, -114.1474307 51.1553494, -114.1476066 51.1552894, -114.1477749 51.155232, -114.1479433 51.1551747, -114.1481117 51.1551173, -114.1482876 51.1550573, -114.1484559 51.155, -114.1486243 51.1549426, -114.1487927 51.1548852, -114.148961 51.1548278, -114.1491369 51.1547679, -114.1491746 51.1547551, -114.1492626 51.1547251, -114.1492968 51.1547135, -114.1494309 51.1546677, -114.1495993 51.1546103, -114.1497752 51.1545504, -114.1499436 51.154493, -114.150112 51.1544356, -114.1502803 51.1543783, -114.1504562 51.1543183, -114.1506246 51.1542609, -114.1506611 51.1542485, -114.1413334 51.1542327, -114.1413338 51.1578405, -114.1416226 51.1578401, -114.1416503 51.1578401, -114.141902 51.1578399, -114.14192 51.1578398)))"
