ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
301 8 ST SW,Non-Residential,EAU CLAIRE,"DC,S-R","MULTIPOLYGON (((-114.0810759 51.051041, -114.0810529 51.0513614, -114.0810477 51.0514336, -114.0830015 51.0507207, -114.0829957 51.0506749, -114.0829698 51.0506762, -114.0829673 51.0506565, -114.0830283 51.0506533, -114.0830249 51.0505812, -114.0830247 51.0505092, -114.0830276 51.0504371, -114.0830336 51.0503651, -114.0829446 51.0503625, -114.082836 51.0503593, -114.0827273 51.050356, -114.0826187 51.0503528, -114.0825101 51.0503496, -114.0824014 51.0503464, -114.0822928 51.0503432, -114.0821841 51.0503399, -114.0820755 51.0503367, -114.0819669 51.0503335, -114.0818582 51.0503302, -114.0817496 51.050327, -114.0816409 51.0503238, -114.0815323 51.0503206, -114.0814237 51.0503173, -114.081315 51.0503141, -114.0812064 51.0503109, -114.0811281 51.0503086, -114.0811242 51.0503633, -114.0812023 51.0503656, -114.0813107 51.0503688, -114.0814191 51.050372, -114.0815275 51.0503753, -114.0816359 51.0503785, -114.0817443 51.0503817, -114.0818527 51.0503849, -114.0819611 51.0503881, -114.0820695 51.0503913, -114.0822863 51.0503978, -114.0825031 51.0504042, -114.0830029 51.050419, -114.0829392 51.050439, -114.0828879 51.0504552, -114.0824954 51.0505789, -114.0822748 51.0506483, -114.0820543 51.0507178, -114.0819701 51.0507443, -114.0819379 51.0507434, -114.0818292 51.0507404, -114.0817205 51.0507373, -114.0816118 51.0507342, -114.0815031 51.0507312, -114.0813944 51.0507281, -114.0812857 51.050725, -114.081177 51.050722, -114.0810987 51.0507197, -114.0810858 51.0509002, -114.0814429 51.0509104, -114.0811503 51.0510014, -114.0810759 51.051041)))"
916R 4 AV SW,Non-Residential,DOWNTOWN COMMERCIAL CORE,"DC,S-R","MULTIPOLYGON (((-114.0825031 51.0504042, -114.0824954 51.0505789, -114.0828879 51.0504552, -114.0829392 51.050439, -114.0830029 51.050419, -114.0825031 51.0504042)))"
2225 MACLEOD TR SE,Non-Residential,ERLTON,"DC,S-R","MULTIPOLYGON (((-114.0606881 51.033432, -114.0608626 51.0336148, -114.061597 51.0349038, -114.0615682 51.0352868, -114.0615356 51.0357181, -114.0615286 51.0358102, -114.0615483 51.0358126, -114.0616033 51.0358183, -114.0616526 51.0358243, -114.0616866 51.035829, -114.0617293 51.0358364, -114.0617835 51.0358466, -114.0618298 51.0358554, -114.0618812 51.0358602, -114.0619232 51.035863, -114.0619739 51.0358677, -114.0620123 51.0358701, -114.0620644 51.0358749, -114.062118 51.0358777, -114.0621651 51.0358825, -114.0622179 51.0358863, -114.0622636 51.0358864, -114.0623194 51.0358879, -114.0623549 51.0358876, -114.0624063 51.03589, -114.0624471 51.0358906, -114.0624585 51.0358911, -114.0625106 51.0358903, -114.0625628 51.0358859, -114.0626121 51.0358838, -114.06266 51.0358821, -114.0627144 51.0358791, -114.0627643 51.0358801, -114.0628078 51.0358848, -114.0628585 51.0358845, -114.0629107 51.0358819, -114.0629557 51.0358698, -114.0630029 51.0358649, -114.0630499 51.0358732, -114.063099 51.0358862, -114.0631504 51.0358936, -114.0632033 51.0358915, -114.0632505 51.0358889, -114.0633026 51.0358881, -114.0633454 51.0358869, -114.0633853 51.0358843, -114.0634375 51.0358799, -114.0634846 51.0358786, -114.0635353 51.0358783, -114.0635919 51.035873, -114.0636455 51.0358677, -114.0636985 51.0358574, -114.0637472 51.0358461, -114.0637965 51.0358371, -114.0638516 51.0358327, -114.063885 51.0358296, -114.0639299 51.0358252, -114.0639691 51.0358208, -114.0640075 51.0358145, -114.0640613 51.0358028, -114.0641099 51.0357892, -114.0641477 51.0357811, -114.0642042 51.035779, -114.0642426 51.0357823, -114.0642897 51.0357847, -114.0643397 51.035784, -114.0643919 51.0357768, -114.064442 51.0357638, -114.0644921 51.0357525, -114.0645385 51.0357417, -114.0645908 51.035735, -114.0646437 51.0357306, -114.064688 51.0357193, -114.0647345 51.0357021, -114.0647803 51.0356904, -114.0648267 51.0356814, -114.0648739 51.035671, -114.0649182 51.0356602, -114.0649668 51.0356494, -114.0650155 51.0356368, -114.0650634 51.0356228, -114.0651135 51.0356175, -114.0651621 51.035608, -114.0652145 51.0355813, -114.065263 51.0355823, -114.0653048 51.0356066, -114.0653205 51.0356138, -114.0653568 51.0356305, -114.0654119 51.0356325, -114.0654648 51.0356281, -114.0655119 51.0356227, -114.0655608 51.0355905, -114.0655769 51.0355613, -114.0655721 51.0355289, -114.0655586 51.0354965, -114.0656094 51.0354893, -114.0656524 51.0354639, -114.065704 51.0354376, -114.0657555 51.0354314, -114.0657598 51.0354311, -114.0657577 51.0353806, -114.0657508 51.0353019, -114.0657394 51.0352235, -114.0657234 51.0351455, -114.065703 51.0350678, -114.0656781 51.0349906, -114.0656487 51.0349141, -114.065615 51.0348383, -114.0655769 51.0347633, -114.0655345 51.0346892, -114.0654878 51.0346161, -114.065437 51.0345442, -114.065382 51.0344734, -114.0653231 51.034404, -114.0652601 51.034336, -114.0651932 51.0342694, -114.0651226 51.0342044, -114.0650482 51.034141, -114.0649703 51.0340794, -114.0648888 51.0340197, -114.064804 51.0339618, -114.0647158 51.0339059, -114.0646245 51.033852, -114.0645301 51.0338002, -114.0644329 51.0337507, -114.0643328 51.0337034, -114.06423 51.0336584, -114.0641248 51.0336158, -114.0640171 51.0335756, -114.0639072 51.0335379, -114.0637952 51.0335027, -114.0636812 51.0334701, -114.0635654 51.0334402, -114.0614788 51.0334342, -114.0610344 51.033433, -114.0606881 51.033432)))"
909 15 ST SW,Non-Residential,SUNALTA,"DC,S-R","MULTIPOLYGON (((-114.096197 51.0463436, -114.0962084 51.0463436, -114.0962757 51.0463436, -114.0977933 51.046343, -114.0978899 51.046343, -114.0972987 51.0455806, -114.0971998 51.0455779, -114.0975839 51.0460729, -114.0964017 51.0460398, -114.0963739 51.0460603, -114.0963434 51.0460793, -114.0963105 51.0460967, -114.0962754 51.0461123, -114.0961319 51.0461523, -114.0961322 51.046265, -114.0961321 51.0463436, -114.096197 51.0463436)))"
844 2 AV SW,Non-Residential,EAU CLAIRE,"DC,S-R","MULTIPOLYGON (((-114.0785158 51.0524043, -114.0790932 51.0524053, -114.0800693 51.0518919, -114.0801647 51.0518417, -114.0795998 51.0518257, -114.0791623 51.0520581, -114.079346 51.0521956, -114.0789939 51.0523825, -114.0785174 51.0523817, -114.0785158 51.0524043)))"
916 4 AV SW,Non-Residential,DOWNTOWN COMMERCIAL CORE,"DC,S-R","MULTIPOLYGON (((-114.0814237 51.0503173, -114.0815323 51.0503206, -114.0816409 51.0503238, -114.0817496 51.050327, -114.0818582 51.0503302, -114.0819669 51.0503335, -114.0820755 51.0503367, -114.0821841 51.0503399, -114.0822928 51.0503432, -114.0824014 51.0503464, -114.0825101 51.0503496, -114.0826187 51.0503528, -114.0827273 51.050356, -114.082836 51.0503593, -114.0829446 51.0503625, -114.0830336 51.0503651, -114.0830475 51.0502631, -114.0830677 51.0501614, -114.0830682 51.0501553, -114.0829607 51.050136, -114.0828532 51.0501167, -114.0827457 51.0500974, -114.0826382 51.0500781, -114.0826419 51.0500257, -114.0826433 51.0500065, -114.0825348 51.0500007, -114.0824263 51.0499952, -114.0823178 51.0499901, -114.0822093 51.0499854, -114.0821007 51.0499809, -114.0819922 51.0499769, -114.0818836 51.0499732, -114.0817749 51.0499698, -114.081747 51.049969, -114.0816671 51.0499667, -114.0815583 51.0499636, -114.0814495 51.0499605, -114.0814237 51.0503173)))"
7100 15 ST SE,Non-Residential,BURNS INDUSTRIAL,"DC,S-R","MULTIPOLYGON (((-114.0244728 50.9923522, -114.0247104 50.9926107, -114.0248594 50.9927997, -114.024873 50.9927955, -114.0248968 50.992826, -114.0248833 50.9928302, -114.0251237 50.993135, -114.0253376 50.9934488, -114.0253382 50.9898092, -114.0252622 50.9897975, -114.0251887 50.9897809, -114.0251183 50.9897594, -114.0250519 50.9897334, -114.0250512 50.9897329, -114.0249801 50.9896973, -114.0249163 50.9896564, -114.024861 50.9896109, -114.0248149 50.9895614, -114.0247788 50.9895088, -114.0247532 50.9894538, -114.0247384 50.9893972, -114.0247348 50.9893399, -114.0247423 50.9892827, -114.0249715 50.9882847, -114.024629 50.9881929, -114.0241936 50.9880762, -114.0241325 50.9880997, -114.0237234 50.9884319, -114.0236133 50.9885205, -114.0235113 50.9886128, -114.0234176 50.9887086, -114.0233325 50.9888075, -114.0232564 50.9889093, -114.0231894 50.9890136, -114.0231317 50.9891201, -114.0230836 50.9892285, -114.0230452 50.9893384, -114.0230165 50.9894495, -114.0230519 50.9894525, -114.0230359 50.9895439, -114.0230266 50.9896357, -114.0230241 50.9897277, -114.0230283 50.9898196, -114.0229927 50.9898208, -114.0230021 50.9899026, -114.0230168 50.989984, -114.0230367 50.990065, -114.0231376 50.9904263, -114.0230885 50.9904318, -114.0232522 50.991018, -114.0232557 50.9910175, -114.0232652 50.9910481, -114.0232608 50.9910486, -114.0232776 50.9911089, -114.0233081 50.9911427, -114.0232833 50.9911516, -114.0235158 50.9914101, -114.0235457 50.9913993, -114.0237375 50.9916011, -114.0240721 50.9919468, -114.0244728 50.9923522)))"
851 2 AV SW,Non-Residential,EAU CLAIRE,"DC,S-R","MULTIPOLYGON (((-114.079634 51.0518075, -114.0801995 51.0518234, -114.0804096 51.0517129, -114.0801626 51.0515264, -114.0799572 51.0516356, -114.0795197 51.0516233, -114.0795075 51.0518039, -114.079634 51.0518075)))"
20200 WALDEN BV SE,Non-Residential,WALDEN,"DC,S-R","MULTIPOLYGON (((-114.0249683 50.8704081, -114.0247538 50.8704078, -114.0247489 50.8714069, -114.0247397 50.8733605, -114.0249538 50.8733609, -114.0268442 50.8733645, -114.0268396 50.8743445, -114.0268383 50.8743565, -114.0268344 50.8743684, -114.026828 50.8743798, -114.0268192 50.8743905, -114.0268083 50.8744005, -114.0267953 50.8744094, -114.0267806 50.8744171, -114.0267643 50.8744235, -114.0262855 50.8745852, -114.0265071 50.8748592, -114.0265278 50.8748764, -114.0265527 50.8748912, -114.026581 50.8749034, -114.026612 50.8749125, -114.026645 50.8749184, -114.026679 50.8749209, -114.0267132 50.8749199, -114.0267467 50.8749154, -114.0267611 50.8749123, -114.02704 50.8748584, -114.0272489 50.8747876, -114.0274558 50.8747147, -114.0276607 50.8746396, -114.0278637 50.8745624, -114.0279809 50.8745151, -114.0280954 50.8744653, -114.028207 50.874413, -114.0283157 50.8743582, -114.0284212 50.874301, -114.0285235 50.8742415, -114.0286224 50.8741798, -114.0287178 50.8741159, -114.0287937 50.8740617, -114.028867 50.8740062, -114.0289377 50.8739493, -114.0290059 50.8738912, -114.0290713 50.8738319, -114.029134 50.8737713, -114.0291938 50.8737097, -114.0292508 50.873647, -114.0292726 50.8736219, -114.0293342 50.8735469, -114.0293918 50.8734705, -114.0294452 50.873393, -114.0294945 50.8733144, -114.0295441 50.8732263, -114.0295885 50.8731371, -114.0296275 50.873047, -114.0296612 50.872956, -114.0296895 50.8728642, -114.0297123 50.8727719, -114.0297297 50.872679, -114.0297416 50.8725859, -114.0297402 50.8725697, -114.0297329 50.8725542, -114.0297202 50.8725402, -114.0297028 50.8725284, -114.0296872 50.8725215, -114.0296701 50.8725164, -114.0296518 50.8725132, -114.0296329 50.8725121, -114.0296276 50.8723008, -114.0296472 50.8722997, -114.0296662 50.8722964, -114.029684 50.872291, -114.0297 50.8722837, -114.0297175 50.8722712, -114.0297298 50.8722563, -114.0297356 50.8722414, -114.0297362 50.872226, -114.0296793 50.8717187, -114.0295277 50.8717184, -114.0291361 50.8717177, -114.0288191 50.8717171, -114.0285286 50.8717165, -114.0282782 50.871716, -114.0281241 50.8717157, -114.0280939 50.8717157, -114.0280885 50.871413, -114.0280865 50.8712728, -114.0280847 50.8711541, -114.0280833 50.8710609, -114.028082 50.8709677, -114.0280806 50.8708746, -114.0280792 50.8707814, -114.0280779 50.8706882, -114.0280765 50.8705961, -114.0280726 50.8705098, -114.0280633 50.870422, -114.0280495 50.8703398, -114.0280283 50.8702476, -114.0280011 50.870156, -114.027978 50.8700909, -114.0279518 50.8700263, -114.0279287 50.869975, -114.0279036 50.8699241, -114.0278767 50.8698736, -114.0278479 50.8698235, -114.0279697 50.8698486, -114.0280922 50.8698724, -114.0280758 50.8698411, -114.028033 50.8697647, -114.0279868 50.8696891, -114.027937 50.8696144, -114.0278839 50.8695407, -114.0274683 50.8697151, -114.0272971 50.869787, -114.0272421 50.8698101, -114.0271396 50.8699298, -114.027111 50.8699633, -114.0268356 50.870285, -114.0267437 50.8703924, -114.026683 50.8704633, -114.0265537 50.8704632, -114.0263333 50.8704631, -114.0260214 50.8704629, -114.0255504 50.8704626, -114.0253249 50.8704625, -114.0252004 50.8704084, -114.0250249 50.8704081, -114.0249683 50.8704081)))"
52 BEARSPAW MEADOWS WY NW,Non-Residential,RESIDUAL WARD 1 - SUB AREA 1F,"DC,S-R","MULTIPOLYGON (((-114.2576854 51.1208676, -114.2577925 51.1209349, -114.2585352 51.1209348, -114.2585741 51.12093, -114.2587819 51.1200346, -114.2589849 51.1194152, -114.2588919 51.119347, -114.2588908 51.1191853, -114.2588877 51.1186911, -114.2588866 51.1185173, -114.2591815 51.1182978, -114.2594914 51.1180671, -114.2597298 51.1180665, -114.2604435 51.1180647, -114.2607851 51.1180638, -114.2611277 51.118063, -114.2614703 51.1180621, -114.2618129 51.1180612, -114.2618108 51.1177337, -114.2618624 51.1175777, -114.261895 51.1174793, -114.2620099 51.117132, -114.2619596 51.1170993, -114.2618751 51.1171073, -114.2617902 51.117114, -114.2617051 51.1171196, -114.2616199 51.1171238, -114.2615345 51.1171269, -114.261449 51.1171287, -114.2613634 51.1171292, -114.2612779 51.1171285, -114.2611553 51.1171252, -114.2610329 51.1171194, -114.2609108 51.1171111, -114.2607893 51.1171002, -114.2606684 51.1170867, -114.2605484 51.1170707, -114.2604292 51.1170522, -114.2603111 51.1170312, -114.2601941 51.1170078, -114.2600785 51.1169819, -114.2599643 51.1169536, -114.2598517 51.1169229, -114.2597408 51.1168899, -114.2596317 51.1168545, -114.2595246 51.1168169, -114.2594195 51.1167771, -114.2593434 51.1167483, -114.2592658 51.1167212, -114.2591867 51.1166958, -114.2591062 51.1166722, -114.2590244 51.1166503, -114.2589415 51.1166303, -114.2588575 51.1166121, -114.2587726 51.1165957, -114.2586868 51.1165813, -114.2586002 51.1165687, -114.258513 51.116558, -114.2584253 51.1165492, -114.2583371 51.1165424, -114.2582486 51.1165375, -114.2581599 51.1165346, -114.2580711 51.1165336, -114.2576838 51.1165336, -114.2576841 51.1177772, -114.2576854 51.1208676)))"
