ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
4210 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0155456 51.017115, -114.0157738 51.0173484, -114.0166621 51.0170033, -114.0164338 51.0167696, -114.0155456 51.017115)))"
4120 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0162296 51.0178148, -114.0164575 51.018048, -114.0173457 51.0177027, -114.0171179 51.0174696, -114.0162296 51.0178148)))"
3015 84 AV SE,Non-Residential,SOUTH FOOTHILLS,I-H,"MULTIPOLYGON (((-113.9921432 50.9766134, -113.9921094 50.9765745, -113.9920502 50.976506, -113.9919909 50.9764376, -113.9919316 50.9763691, -113.9918724 50.9763007, -113.9918131 50.9762322, -113.9917538 50.9761638, -113.9916944 50.9760951, -113.991597 50.9760951, -113.9915961 50.9759581, -113.9915959 50.9759269, -113.9915643 50.975927, -113.9914362 50.9759274, -113.991425 50.9759274, -113.9913064 50.9759284, -113.9913065 50.9759822, -113.9913097 50.9777125, -113.9914371 50.9777122, -113.9914383 50.9777122, -113.9915664 50.9777119, -113.9916079 50.9777118, -113.9925963 50.9777091, -113.9925697 50.9775831, -113.9925396 50.9774575, -113.992506 50.9773322, -113.992469 50.9772073, -113.9924285 50.9770828, -113.9923846 50.9769588, -113.9923374 50.9768353, -113.9922867 50.9767123, -113.9921924 50.9767114, -113.9921432 50.9766134)))"
4002 BONNYBROOK RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0164575 51.018048, -114.0166854 51.0182811, -114.0169134 51.0185143, -114.0171413 51.0187474, -114.0173705 51.0189801, -114.0175983 51.0192133, -114.0178261 51.0194464, -114.0180539 51.0196795, -114.0182816 51.0199126, -114.0185094 51.0201458, -114.0187372 51.0203789, -114.018965 51.020612, -114.0191928 51.0208452, -114.0194206 51.0210783, -114.0196484 51.0213114, -114.0198762 51.0215446, -114.020104 51.0217777, -114.0203319 51.0220109, -114.02056 51.0222441, -114.0207881 51.0224775, -114.0210162 51.0227108, -114.0212443 51.0229441, -114.0221689 51.0225847, -114.021941 51.0223514, -114.021713 51.0221182, -114.0214851 51.021885, -114.0212571 51.0216518, -114.0210292 51.0214186, -114.0208013 51.0211855, -114.0205734 51.0209524, -114.0203455 51.0207192, -114.0201176 51.0204861, -114.0198896 51.020253, -114.0196617 51.0200198, -114.0194338 51.0197867, -114.0192059 51.0195536, -114.018978 51.0193204, -114.0187501 51.0190873, -114.0185222 51.0188542, -114.0182943 51.018621, -114.0180664 51.0183879, -114.0178015 51.0181691, -114.0175737 51.0179359, -114.0173457 51.0177027, -114.0164575 51.018048)))"
505 50 AV SE,Non-Residential,MANCHESTER INDUSTRIAL,I-H,"MULTIPOLYGON (((-114.0558975 51.0086264, -114.0559064 51.0086124, -114.0559177 51.0085991, -114.0559312 51.0085866, -114.0559468 51.0085752, -114.0559644 51.0085649, -114.0559836 51.0085559, -114.0560043 51.0085483, -114.0560262 51.0085422, -114.0560491 51.0085376, -114.0560726 51.0085346, -114.0560965 51.0085333, -114.0561205 51.0085337, -114.0561442 51.0085357, -114.0561675 51.0085394, -114.0561899 51.0085447, -114.0562114 51.0085515, -114.0564177 51.0086264, -114.0565656 51.0086265, -114.055902 51.0083853, -114.0557898 51.0083456, -114.0556763 51.0083074, -114.0555615 51.0082709, -114.0554454 51.0082361, -114.0553281 51.0082028, -114.0552097 51.0081712, -114.0550901 51.0081413, -114.0549695 51.0081131, -114.054848 51.0080866, -114.0547255 51.0080619, -114.0546022 51.0080388, -114.0544781 51.0080175, -114.0543532 51.007998, -114.0542277 51.0079802, -114.0541016 51.0079641, -114.053975 51.0079499, -114.0539484 51.0079471, -114.0529067 51.0078374, -114.0529064 51.007947, -114.0529391 51.0079632, -114.0529674 51.0079824, -114.0529904 51.0080042, -114.0530077 51.008028, -114.0530188 51.0080532, -114.0530233 51.0080792, -114.0530212 51.0081054, -114.0530125 51.008131, -114.0529975 51.0081554, -114.0529766 51.008178, -114.0529502 51.0081983, -114.052919 51.0082156, -114.0528838 51.0082296, -114.0528456 51.0082399, -114.0528052 51.0082463, -114.0527638 51.0082485, -114.0527616 51.008626, -114.0536303 51.0086261, -114.0558975 51.0086264)))"
608 51 AV SE,Non-Residential,MANCHESTER INDUSTRIAL,I-H,"MULTIPOLYGON (((-114.0515518 51.0086256, -114.0527616 51.008626, -114.0527638 51.0082485, -114.0527316 51.0082473, -114.0526998 51.0082436, -114.0526691 51.0082374, -114.0526397 51.0082289, -114.0526123 51.0082182, -114.0525872 51.0082055, -114.0525647 51.0081909, -114.0525453 51.0081747, -114.0525293 51.008157, -114.0525168 51.0081383, -114.052508 51.0081188, -114.0525032 51.0080987, -114.0525024 51.0080784, -114.0525055 51.0080582, -114.0525126 51.0080383, -114.0525235 51.0080192, -114.0515524 51.0080189, -114.0515518 51.0086256)))"
1222 34 AV SE,Non-Residential,HIGHFIELD,I-H,"MULTIPOLYGON (((-114.0348764 51.0252679, -114.0362163 51.02527, -114.0362104 51.0232711, -114.0344364 51.0232682, -114.0348764 51.0252679)))"
3606 BONNYBROOK RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0214724 51.0231774, -114.022749 51.0231782, -114.0223968 51.0228179, -114.0221689 51.0225847, -114.0212443 51.0229441, -114.0214724 51.0231774)))"
3111 SHEPARD PL SE,Non-Residential,SHEPARD INDUSTRIAL,I-H,"MULTIPOLYGON (((-113.9908498 50.9675315, -113.9927897 50.9675316, -113.9927734 50.9674327, -113.9927599 50.9673337, -113.9927494 50.9672344, -113.9927418 50.9671351, -113.9927372 50.9670357, -113.9927354 50.9669363, -113.9927366 50.9668369, -113.9927407 50.9667375, -113.9928177 50.9653598, -113.9928322 50.9651011, -113.9928372 50.9650107, -113.9903778 50.9650145, -113.9902652 50.9650147, -113.9902645 50.9673718, -113.9903177 50.9673644, -113.9903697 50.9673541, -113.99042 50.9673411, -113.9904684 50.9673253, -113.9905144 50.967307, -113.9905578 50.9672862, -113.9905981 50.9672632, -113.9906351 50.967238, -113.9906597 50.967222, -113.9906873 50.9672081, -113.9907174 50.9671965, -113.9907495 50.9671873, -113.9907833 50.9671807, -113.9908181 50.9671768, -113.9908534 50.9671757, -113.9908886 50.9671774, -113.9909232 50.9671818, -113.9909567 50.967189, -113.9909885 50.9671987, -113.9910181 50.9672108, -113.9910451 50.9672251, -113.991069 50.9672415, -113.9910895 50.9672596, -113.9911063 50.9672792, -113.991119 50.9672999, -113.9911276 50.9673215, -113.9911317 50.9673436, -113.9911315 50.9673659, -113.9911269 50.9673879, -113.9911179 50.9674094, -113.9911048 50.9674301, -113.9910876 50.9674495, -113.9910667 50.9674675, -113.9910425 50.9674836, -113.9910152 50.9674978, -113.9909853 50.9675096, -113.9909533 50.9675191, -113.9909197 50.9675259, -113.990885 50.9675301, -113.9908498 50.9675315)))"
3007 SHEPARD PL SE,Non-Residential,SHEPARD INDUSTRIAL,I-H,"MULTIPOLYGON (((-113.9900691 50.9673778, -113.990156 50.9673778, -113.9902104 50.9673763, -113.9902645 50.9673718, -113.9902652 50.9650147, -113.9900697 50.965015, -113.9900695 50.9659271, -113.9900691 50.9673778)))"
3001 SHEPARD PL SE,Non-Residential,SHEPARD INDUSTRIAL,I-H,"MULTIPOLYGON (((-113.9853932 50.9659344, -113.9865873 50.9673139, -113.9866014 50.9673277, -113.9866183 50.9673402, -113.9866377 50.9673512, -113.9866592 50.9673604, -113.9866825 50.9673678, -113.9867071 50.9673731, -113.9867326 50.9673763, -113.9867586 50.9673774, -113.9871058 50.9673774, -113.9900691 50.9673778, -113.9900695 50.9659271, -113.9853932 50.9659344)))"
4124 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0160017 51.0175816, -114.0162296 51.0178148, -114.0171179 51.0174696, -114.01689 51.0172364, -114.0160017 51.0175816)))"
1398 34 AV SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0307489 51.0234542, -114.0307509 51.0247632, -114.0310343 51.0247628, -114.0310324 51.0232666, -114.0307489 51.0232665, -114.0307489 51.0234542)))"
9699 SHEPARD RD SE,Non-Residential,SHEPARD INDUSTRIAL,I-H,"MULTIPOLYGON (((-113.9869754 50.9650192, -113.985059 50.9650229, -113.9850534 50.9650229, -113.985054 50.9651124, -113.985054 50.9651946, -113.9850538 50.9655423, -113.9851405 50.9656425, -113.9853932 50.9659344, -113.9868942 50.9659321, -113.9869794 50.9659319, -113.9871059 50.9659318, -113.987114 50.9659317, -113.9871994 50.9659316, -113.9899697 50.9659272, -113.9900566 50.9659271, -113.9900695 50.9659271, -113.9900698 50.9651874, -113.9900697 50.965015, -113.9874617 50.965019, -113.9873629 50.9650191, -113.9869754 50.9650192)))"
2501 ALYTH RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0245854 51.0305904, -114.0250194 51.030888, -114.0250192 51.0318579, -114.0253058 51.0318578, -114.025306 51.031268, -114.0250993 51.0308413, -114.0250194 51.0307866, -114.0247328 51.0305904, -114.0245854 51.0305904)))"
3145 SHEPARD PL SE,Non-Residential,SHEPARD INDUSTRIAL,I-H,"MULTIPOLYGON (((-113.9904929 50.9683292, -113.9917817 50.9698153, -113.9919634 50.9700249, -113.9924494 50.9705853, -113.9925083 50.9705475, -113.9925654 50.9705085, -113.9926208 50.9704686, -113.9926742 50.9704277, -113.9927257 50.9703858, -113.9927753 50.970343, -113.9928229 50.9702993, -113.9928685 50.9702547, -113.9929119 50.9702093, -113.9929533 50.9701632, -113.9929925 50.9701163, -113.9930296 50.9700687, -113.9930644 50.9700205, -113.993097 50.9699717, -113.9931274 50.9699222, -113.9931554 50.9698723, -113.9931861 50.9698115, -113.9932134 50.96975, -113.9932373 50.969688, -113.9932578 50.9696255, -113.9932748 50.9695626, -113.9932882 50.9694994, -113.9932982 50.9694359, -113.9933046 50.9693722, -113.9933076 50.9693084, -113.9933069 50.9692446, -113.9933028 50.9691809, -113.9932951 50.9691172, -113.9932839 50.9690538, -113.9932692 50.9689907, -113.993251 50.9689279, -113.9932294 50.9688656, -113.9929651 50.9681638, -113.9929366 50.9680855, -113.99291 50.968007, -113.9928853 50.9679283, -113.9928624 50.9678494, -113.9928414 50.9677702, -113.9928223 50.9676908, -113.9928051 50.9676113, -113.9927897 50.9675316, -113.9908498 50.9675315, -113.9900568 50.9675314, -113.9898011 50.9675314, -113.9903166 50.9681258, -113.9904929 50.9683292)))"
2032 32 AV SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0120089 51.0256073, -114.0120086 51.0257217, -114.012007 51.0260787, -114.0121374 51.0265905, -114.0124387 51.0263742, -114.0124391 51.0262756, -114.0124397 51.0260788, -114.01244 51.0257222, -114.0124401 51.02564, -114.0124401 51.0255743, -114.0123361 51.0255742, -114.012253 51.0255763, -114.0121704 51.0255826, -114.0120889 51.0255929, -114.0120089 51.0256073)))"
3410 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.030675 51.024208, -114.0277837 51.024212, -114.0277821 51.0246285, -114.0277816 51.0247709, -114.0301865 51.0247676, -114.0301865 51.0247643, -114.030677 51.0247633, -114.030675 51.0247199, -114.030675 51.0246651, -114.030675 51.024208)))"
501 50 AV SE,Non-Residential,MANCHESTER INDUSTRIAL,I-H,"MULTIPOLYGON (((-114.0527615 51.0088065, -114.0558975 51.008807, -114.0558975 51.0086264, -114.0536303 51.0086261, -114.0527616 51.008626, -114.0527615 51.0088065)))"
7133 OGDEN DALE RD SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9884499 50.9881215, -113.9879772 50.9891315, -113.9879946 50.9891347, -113.9899387 50.9896896, -113.9905517 50.9889843, -113.990642 50.9888805, -113.9884499 50.9881215)))"
7139R OGDEN DALE RD SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9888214 50.9869174, -113.988775 50.9869956, -113.9884148 50.9877607, -113.9877864 50.9890958, -113.9879772 50.9891315, -113.9884499 50.9881215, -113.9885667 50.9878736, -113.9886038 50.9877948, -113.9889613 50.987036, -113.9900658 50.9851755, -113.9899361 50.9850387, -113.9888214 50.9869174)))"
6111 OGDEN DALE RD SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9916792 50.9967046, -113.9927468 50.9983157, -113.9930386 50.998582, -113.9931828 50.998547, -113.9933285 50.9985144, -113.9934754 50.9984842, -113.9936236 50.9984565, -113.9937729 50.9984312, -113.9939231 50.9984083, -113.9940743 50.998388, -113.9942262 50.9983701, -113.9943789 50.9983547, -113.9945321 50.9983419, -113.9946858 50.9983315, -113.9948399 50.9983237, -113.9949942 50.9983184, -113.9951487 50.9983157, -113.9953033 50.9983155, -113.9954579 50.9983178, -113.995562 50.9982083, -113.9934505 50.996023, -113.9916792 50.9967046)))"
3316 BONNYBROOK RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0215614 51.0232687, -114.0216684 51.0233782, -114.0235165 51.0252689, -114.0249517 51.0247108, -114.0250206 51.0247902, -114.0250206 51.0247751, -114.0250206 51.0246555, -114.0249888 51.0246103, -114.0249545 51.0245659, -114.0249175 51.0245223, -114.024878 51.0244795, -114.024836 51.0244377, -114.0247916 51.024397, -114.0247449 51.0243572, -114.0246958 51.0243186, -114.0246279 51.024269, -114.0245572 51.0242209, -114.0244838 51.0241745, -114.0244078 51.0241298, -114.0233693 51.0235405, -114.0232867 51.0234927, -114.0232057 51.0234439, -114.0231261 51.0233941, -114.0230482 51.0233433, -114.0229393 51.0232682, -114.0215614 51.0232687)))"
7139 OGDEN DALE RD SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9884499 50.9881215, -113.990642 50.9888805, -113.9911922 50.9882473, -113.9933457 50.9874224, -113.993276 50.9874062, -113.9932054 50.9873916, -113.9931339 50.9873787, -113.9930618 50.9873673, -113.9929891 50.9873576, -113.9929159 50.9873495, -113.9928423 50.9873431, -113.9927683 50.9873384, -113.9926941 50.9873354, -113.9926198 50.987334, -113.9925455 50.9873343, -113.9924713 50.9873363, -113.9923972 50.98734, -113.9923233 50.9873454, -113.9922498 50.9873524, -113.9921768 50.9873611, -113.9900658 50.9851755, -113.9889613 50.987036, -113.9884499 50.9881215)))"
6415 OGDEN DALE RD SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9904348 50.9957382, -113.9904318 50.9957396, -113.9912628 50.996083, -113.9916757 50.9967056, -113.9916789 50.9967043, -113.9934505 50.996023, -113.9923606 50.9948934, -113.9904348 50.9957382)))"
323 53 AV SE,Non-Residential,MANCHESTER INDUSTRIAL,I-H,"MULTIPOLYGON (((-114.0580464 51.005866, -114.0595854 51.0058657, -114.0596063 51.005865, -114.059627 51.005863, -114.0596473 51.0058598, -114.059667 51.0058553, -114.0596859 51.0058497, -114.0597038 51.0058429, -114.0597207 51.0058351, -114.0597362 51.0058262, -114.0597502 51.0058164, -114.0597627 51.0058059, -114.0597735 51.0057946, -114.0597824 51.0057827, -114.0597895 51.0057703, -114.0597946 51.0057575, -114.0597977 51.0057444, -114.0597988 51.0057313, -114.0598047 51.004004, -114.0597973 51.004004, -114.058052 51.0040051, -114.0580503 51.0045641, -114.0580492 51.0049397, -114.0580473 51.005556, -114.0580464 51.005866)))"
3606 50 AV SE,Non-Residential,GOLDEN TRIANGLE,I-H,"MULTIPOLYGON (((-113.9841186 51.0089059, -113.9820525 51.0089085, -113.9820187 51.0089106, -113.9819862 51.0089169, -113.9819562 51.008927, -113.98193 51.0089406, -113.9819084 51.0089571, -113.9818924 51.008976, -113.9818825 51.0089965, -113.9818792 51.0090177, -113.9818751 51.0103302, -113.9818761 51.0103434, -113.9818791 51.0103565, -113.9818841 51.0103693, -113.9818912 51.0103817, -113.9819001 51.0103937, -113.9819108 51.010405, -113.9819233 51.0104156, -113.9819373 51.0104254, -113.9819529 51.0104343, -113.9819697 51.0104421, -113.9819877 51.0104489, -113.9820066 51.0104546, -113.9820264 51.010459, -113.9820467 51.0104622, -113.9820675 51.0104642, -113.9820884 51.0104648, -113.9841143 51.0104632, -113.9841169 51.0096368, -113.9841186 51.0089059)))"
4218 OGDEN RD SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.01509 51.0166489, -114.0153177 51.0168819, -114.0162059 51.0165365, -114.0159785 51.0163038, -114.01509 51.0166489)))"
1550 34 AV SE,Non-Residential,ALYTH/BONNYBROOK,I-H,"MULTIPOLYGON (((-114.0253071 51.0246079, -114.0254504 51.0247745, -114.027756 51.0247712, -114.0277816 51.0247709, -114.0277821 51.0246285, -114.0277837 51.024212, -114.030675 51.024208, -114.0306751 51.0234076, -114.0305954 51.0233574, -114.0253068 51.0233577, -114.0253071 51.0246079)))"
7450 OGDEN DALE PL SE,Non-Residential,OGDEN SHOPS,I-H,"MULTIPOLYGON (((-113.9922106 50.9881968, -113.9921902 50.9881797, -113.9921649 50.9881653, -113.9921356 50.9881544, -113.9921035 50.9881473, -113.9920698 50.9881442, -113.9920358 50.9881454, -113.9920028 50.9881507, -113.9919721 50.98816, -113.9913623 50.9883937, -113.9907411 50.9891083, -113.9909261 50.9893004, -113.9926403 50.9886433, -113.9922106 50.9881968)))"
