ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
5520 68 ST SE,Non-Residential,RESIDUAL WARD 9 - SUB AREA 9K,"I-G,S-CRI","MULTIPOLYGON (((-113.912209 51.004172, -113.9122072 51.0074999, -113.9174066 51.0075012, -113.9174972 51.0033384, -113.9148245 51.0033374, -113.9148234 51.0041732, -113.912209 51.004172)))"
4115 1 ST SE,Non-Residential,MANCHESTER INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-114.061692 51.0168136, -114.0611054 51.0168146, -114.0601109 51.0172253, -114.0607784 51.0172246, -114.061518 51.0172239, -114.0616399 51.0172237, -114.06164 51.0172235, -114.0617352 51.0168136, -114.061692 51.0168136)))"
2040 23 ST NE,Non-Residential,SOUTH AIRWAYS,"I-G,S-CRI","MULTIPOLYGON (((-114.0021301 51.0706227, -114.0039369 51.0706287, -114.0039364 51.0702741, -114.0039378 51.0702274, -114.0039422 51.0701807, -114.0039495 51.0701342, -114.0039598 51.0700879, -114.003973 51.0700419, -114.0039892 51.0699962, -114.0040082 51.069951, -114.0040301 51.0699063, -114.002365 51.0699062, -114.0023169 51.0699929, -114.002274 51.0700806, -114.0022365 51.0701693, -114.0022043 51.0702588, -114.0021775 51.0703491, -114.0021562 51.0704399, -114.0021404 51.0705311, -114.0021301 51.0706227)))"
2040 23 ST NE,Non-Residential,SOUTH AIRWAYS,"I-G,S-CRI","MULTIPOLYGON (((-114.0021301 51.0706227, -114.0039369 51.0706287, -114.0039364 51.0702741, -114.0039378 51.0702274, -114.0039422 51.0701807, -114.0039495 51.0701342, -114.0039598 51.0700879, -114.003973 51.0700419, -114.0039892 51.0699962, -114.0040082 51.069951, -114.0040301 51.0699063, -114.002365 51.0699062, -114.0023169 51.0699929, -114.002274 51.0700806, -114.0022365 51.0701693, -114.0022043 51.0702588, -114.0021775 51.0703491, -114.0021562 51.0704399, -114.0021404 51.0705311, -114.0021301 51.0706227)))"
1111 58 AV SE,Non-Residential,BURNS INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-114.0400674 50.9987897, -114.0399927 50.9988779, -114.0399216 50.9989672, -114.039854 50.9990576, -114.03979 50.9991491, -114.03977 50.9991436, -114.0397176 50.9992234, -114.039668 50.9993039, -114.0396211 50.9993851, -114.039577 50.9994668, -114.0395357 50.9995491, -114.0394972 50.999632, -114.0394615 50.9997154, -114.0394287 50.9997992, -114.0393987 50.9998835, -114.0393716 50.9999681, -114.0393474 51.0000531, -114.0393261 51.0001384, -114.0393078 51.0002239, -114.0392923 51.0003097, -114.0392798 51.0003957, -114.0392702 51.0004818, -114.0391828 51.0014058, -114.0392263 51.0014058, -114.039242 51.0014058, -114.0393419 51.0014058, -114.0393976 51.0014058, -114.0395089 51.0014058, -114.0395306 51.0014058, -114.0396147 51.0014058, -114.0397641 51.0014057, -114.0399068 51.0014057, -114.0399655 51.0014057, -114.0419627 51.0014068, -114.0423525 51.0001053, -114.0426349 50.9998919, -114.0427636 50.9998431, -114.0431033 50.9997187, -114.0438497 50.9997854, -114.0444784 50.9986564, -114.045071 50.9975923, -114.0455698 50.9966966, -114.045661 50.9965328, -114.0457272 50.9964139, -114.0457416 50.996388, -114.0457841 50.9963117, -114.0463352 50.995322, -114.0461257 50.995318, -114.0440807 50.9949028, -114.0438982 50.9959796, -114.0438763 50.9961083, -114.0437469 50.9961087, -114.0436593 50.9961089, -114.0425776 50.9961114, -114.0426113 50.9960133, -114.042641 50.9959148, -114.0426668 50.9958157, -114.0426886 50.9957163, -114.0427064 50.9956166, -114.0427203 50.9955167, -114.0427302 50.9954165, -114.0427361 50.9953162, -114.0427451 50.9950863, -114.0427281 50.995166, -114.0427092 50.9952455, -114.0426884 50.9953249, -114.0426658 50.995404, -114.0426412 50.9954829, -114.0426148 50.9955616, -114.0425866 50.99564, -114.0425564 50.9957181, -114.0425206 50.9958051, -114.0424824 50.9958917, -114.0424584 50.9959436, -114.0423953 50.9960711, -114.0423273 50.9961976, -114.0422605 50.9963126, -114.0421896 50.9964265, -114.0421298 50.9965173, -114.042121 50.9965302, -114.0420583 50.9966202, -114.0419812 50.9967248, -114.0419006 50.9968284, -114.0418164 50.9969308, -114.0417288 50.9970321, -114.0416474 50.9971218, -114.0415633 50.9972105, -114.0414764 50.9972982, -114.0413869 50.9973848, -114.0413125 50.997454, -114.0412555 50.9975057, -114.0411255 50.9976187, -114.0409908 50.9977295, -114.0408552 50.9978357, -114.0407153 50.9979396, -114.0395398 50.9987893, -114.0400674 50.9987897)))"
1111 58 AV SE,Non-Residential,BURNS INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-114.0400674 50.9987897, -114.0399927 50.9988779, -114.0399216 50.9989672, -114.039854 50.9990576, -114.03979 50.9991491, -114.03977 50.9991436, -114.0397176 50.9992234, -114.039668 50.9993039, -114.0396211 50.9993851, -114.039577 50.9994668, -114.0395357 50.9995491, -114.0394972 50.999632, -114.0394615 50.9997154, -114.0394287 50.9997992, -114.0393987 50.9998835, -114.0393716 50.9999681, -114.0393474 51.0000531, -114.0393261 51.0001384, -114.0393078 51.0002239, -114.0392923 51.0003097, -114.0392798 51.0003957, -114.0392702 51.0004818, -114.0391828 51.0014058, -114.0392263 51.0014058, -114.039242 51.0014058, -114.0393419 51.0014058, -114.0393976 51.0014058, -114.0395089 51.0014058, -114.0395306 51.0014058, -114.0396147 51.0014058, -114.0397641 51.0014057, -114.0399068 51.0014057, -114.0399655 51.0014057, -114.0419627 51.0014068, -114.0423525 51.0001053, -114.0426349 50.9998919, -114.0427636 50.9998431, -114.0431033 50.9997187, -114.0438497 50.9997854, -114.0444784 50.9986564, -114.045071 50.9975923, -114.0455698 50.9966966, -114.045661 50.9965328, -114.0457272 50.9964139, -114.0457416 50.996388, -114.0457841 50.9963117, -114.0463352 50.995322, -114.0461257 50.995318, -114.0440807 50.9949028, -114.0438982 50.9959796, -114.0438763 50.9961083, -114.0437469 50.9961087, -114.0436593 50.9961089, -114.0425776 50.9961114, -114.0426113 50.9960133, -114.042641 50.9959148, -114.0426668 50.9958157, -114.0426886 50.9957163, -114.0427064 50.9956166, -114.0427203 50.9955167, -114.0427302 50.9954165, -114.0427361 50.9953162, -114.0427451 50.9950863, -114.0427281 50.995166, -114.0427092 50.9952455, -114.0426884 50.9953249, -114.0426658 50.995404, -114.0426412 50.9954829, -114.0426148 50.9955616, -114.0425866 50.99564, -114.0425564 50.9957181, -114.0425206 50.9958051, -114.0424824 50.9958917, -114.0424584 50.9959436, -114.0423953 50.9960711, -114.0423273 50.9961976, -114.0422605 50.9963126, -114.0421896 50.9964265, -114.0421298 50.9965173, -114.042121 50.9965302, -114.0420583 50.9966202, -114.0419812 50.9967248, -114.0419006 50.9968284, -114.0418164 50.9969308, -114.0417288 50.9970321, -114.0416474 50.9971218, -114.0415633 50.9972105, -114.0414764 50.9972982, -114.0413869 50.9973848, -114.0413125 50.997454, -114.0412555 50.9975057, -114.0411255 50.9976187, -114.0409908 50.9977295, -114.0408552 50.9978357, -114.0407153 50.9979396, -114.0395398 50.9987893, -114.0400674 50.9987897)))"
651 25 AV SE,Non-Residential,MANCHESTER INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-114.0509046 51.0233601, -114.0505954 51.0233588, -114.0504375 51.0233587, -114.0502399 51.0233587, -114.0497663 51.0233585, -114.0497068 51.0233607, -114.049648 51.0233673, -114.0495909 51.0233784, -114.0495364 51.0233936, -114.0494851 51.0234129, -114.0494379 51.0234358, -114.0493954 51.0234622, -114.0493582 51.0234916, -114.0490594 51.0237603, -114.0483675 51.0243781, -114.0483666 51.0243789, -114.0440387 51.0282488, -114.045839 51.0287617, -114.0466819 51.0289926, -114.0475625 51.0292336, -114.0477221 51.0292756, -114.0478837 51.0293146, -114.0480469 51.0293506, -114.0482118 51.0293836, -114.0482378 51.0293884, -114.0482642 51.0293933, -114.0483809 51.0294139, -114.0484982 51.029433, -114.0486274 51.0294518, -114.0487573 51.0294688, -114.0488878 51.0294839, -114.0490187 51.0294972, -114.0492099 51.0295137, -114.0494019 51.0295262, -114.0495944 51.0295347, -114.0497872 51.0295392, -114.0499802 51.0295398, -114.0501731 51.0295364, -114.0503657 51.029529, -114.0505579 51.0295176, -114.0510088 51.0294861, -114.0514284 51.0294894, -114.0516308 51.0294924, -114.0521276 51.0292478, -114.0530867 51.0289162, -114.0544029 51.0276992, -114.0519758 51.0254969, -114.0527896 51.0241481, -114.0534524 51.023429, -114.0535171 51.0233599, -114.0509046 51.0233601)))"
5499 24 ST SE,Non-Residential,VALLEYFIELD,"I-G,S-CRI","MULTIPOLYGON (((-114.0030647 51.005216, -114.003215 51.0051943, -114.0033665 51.0051762, -114.0035191 51.0051619, -114.0036724 51.0051515, -114.0038263 51.0051448, -114.0039805 51.0051419, -114.0041347 51.0051429, -114.0042887 51.0051476, -114.0043753 51.0051522, -114.0044617 51.005158, -114.0045478 51.005165, -114.0046337 51.0051732, -114.0047193 51.0051826, -114.0048045 51.0051932, -114.0048894 51.005205, -114.0049737 51.005218, -114.0050497 51.0052305, -114.0051581 51.0052503, -114.0052665 51.0052722, -114.0053749 51.0052963, -114.0054161 51.0053062, -114.0054835 51.0053227, -114.0055919 51.0053515, -114.0057003 51.0053827, -114.0058087 51.0054165, -114.0059171 51.005453, -114.0060255 51.0054923, -114.0061339 51.0055346, -114.0061661 51.0055477, -114.0062935 51.0056026, -114.0063507 51.0056288, -114.0064591 51.0056812, -114.0065329 51.0057192, -114.0066053 51.0057582, -114.0066761 51.0057984, -114.0067454 51.0058396, -114.0067821 51.0058639, -114.0068007 51.0058757, -114.0068538 51.0059083, -114.0068784 51.0059265, -114.0068849 51.0059309, -114.0069265 51.0059595, -114.0070218 51.0060286, -114.007113 51.0060998, -114.0071289 51.0061132, -114.0071789 51.0061552, -114.007234 51.0062037, -114.0072873 51.0062531, -114.0073426 51.0063073, -114.0073957 51.0063623, -114.0074673 51.0064422, -114.007513 51.006497, -114.0075643 51.0065628, -114.0076125 51.0066296, -114.0076693 51.0067159, -114.0077209 51.0068034, -114.0077308 51.0068214, -114.0077331 51.0068258, -114.007779 51.0069158, -114.0078201 51.0070066, -114.0078294 51.0070287, -114.0078588 51.0071047, -114.007885 51.0071812, -114.0079078 51.0072581, -114.0079273 51.0073353, -114.0079391 51.0073901, -114.0079562 51.0074904, -114.0079678 51.0075911, -114.0079743 51.0076542, -114.0079787 51.0077173, -114.0079922 51.0078731, -114.0080232 51.0082267, -114.0080452 51.0084782, -114.0082958 51.0078733, -114.0084061 51.0076117, -114.0084033 51.0075762, -114.0083898 51.0074633, -114.0083699 51.0073507, -114.0083435 51.0072387, -114.0083107 51.0071273, -114.0082905 51.007067, -114.0082684 51.007007, -114.0082312 51.0069163, -114.0081897 51.0068263, -114.0081546 51.0067572, -114.0081416 51.0067328, -114.0080959 51.0066525, -114.0080462 51.0065732, -114.0079946 51.0064975, -114.0079545 51.0064427, -114.007938 51.0064209, -114.0078852 51.0063546, -114.0078296 51.0062892, -114.0077765 51.0062304, -114.0077211 51.0061725, -114.0076602 51.0061118, -114.0076142 51.0060687, -114.0075361 51.0059991, -114.0074546 51.0059311, -114.0073912 51.0058814, -114.0073141 51.0058224, -114.0072984 51.0058109, -114.0072838 51.0058012, -114.0071766 51.0057266, -114.0071056 51.0056804, -114.0070695 51.0056571, -114.0070562 51.0056495, -114.0069807 51.0056029, -114.0068855 51.0055478, -114.0068547 51.0055307, -114.0067821 51.0054949, -114.0067479 51.0054735, -114.0066774 51.0054392, -114.0066058 51.0054058, -114.0065331 51.0053734, -114.0064594 51.0053418, -114.0063509 51.005297, -114.0062425 51.005255, -114.0061437 51.0052191, -114.0060044 51.005172, -114.0058624 51.0051282, -114.005718 51.0050876, -114.0055714 51.0050504, -114.0055181 51.0050377, -114.0054837 51.0050298, -114.0053752 51.0050063, -114.0052669 51.0049848, -114.0051585 51.0049653, -114.0050501 51.0049476, -114.0049417 51.0049318, -114.0048332 51.0049178, -114.0047246 51.0049057, -114.0046162 51.0048953, -114.0045077 51.0048866, -114.0043993 51.0048797, -114.0042907 51.0048731, -114.0041477 51.0048694, -114.0040046 51.0048687, -114.0038964 51.0048696, -114.0037882 51.0048722, -114.0036799 51.0048766, -114.0035717 51.0048826, -114.0034634 51.0048903, -114.0033551 51.0048998, -114.0032469 51.0049111, -114.0031386 51.0049241, -114.0030303 51.0049389, -114.002922 51.0049555, -114.0028137 51.004974, -114.0027016 51.0049946, -114.002597 51.0050168, -114.0025251 51.0050328, -114.0023615 51.0050722, -114.0024255 51.0050325, -114.0025922 51.0049265, -114.0026123 51.0049138, -114.0026655 51.0048801, -114.0027583 51.0048216, -114.0029429 51.0047057, -114.0030292 51.0046511, -114.0035469 51.0043239, -114.0038319 51.0041437, -114.0040057 51.0040339, -114.0042922 51.0038527, -114.0043511 51.0038163, -114.0043942 51.0037895, -114.0044377 51.0037616, -114.0045074 51.0037198, -114.004616 51.0036583, -114.0047246 51.0036007, -114.0048332 51.0035469, -114.0049418 51.0034965, -114.0050504 51.0034493, -114.0050877 51.0034338, -114.0052118 51.0033846, -114.0053385 51.0033382, -114.0054676 51.0032944, -114.005599 51.0032535, -114.0057019 51.0032239, -114.0058105 51.0031947, -114.0059191 51.0031678, -114.0060276 51.003143, -114.0061362 51.0031203, -114.0062448 51.0030995, -114.0063533 51.0030807, -114.0064619 51.0030637, -114.0066046 51.0030443, -114.0067483 51.003028, -114.006857 51.0030177, -114.0069656 51.0030092, -114.0070742 51.0030025, -114.007171 51.002998, -114.0092793 51.0029153, -114.0101473 51.0028808, -114.0098743 51.0027042, -114.0089467 51.0026559, -114.0089442 51.0026561, -114.0083527 51.0026795, -114.0071441 51.0027273, -114.0070452 51.0027319, -114.0069465 51.0027378, -114.006848 51.0027449, -114.0067497 51.0027534, -114.0066057 51.0027682, -114.0064626 51.0027859, -114.0063553 51.0028009, -114.0062487 51.0028174, -114.0061427 51.0028356, -114.0060374 51.0028553, -114.0059106 51.0028813, -114.0057851 51.0029095, -114.005661 51.00294, -114.0055382 51.0029726, -114.0054254 51.003005, -114.005314 51.0030392, -114.0052041 51.0030752, -114.0050957 51.003113, -114.0049889 51.0031526, -114.0048838 51.0031939, -114.0047804 51.003237, -114.0046789 51.0032817, -114.004537 51.0033485, -114.0044121 51.0034118, -114.0042907 51.0034776, -114.0041603 51.0035536, -114.0040874 51.0035987, -114.0022881 51.0047348, -114.0018334 51.0050223, -114.0018334 51.0050339, -114.0018334 51.0052148, -114.0018335 51.0055435, -114.0018335 51.0055577, -114.0018684 51.0055436, -114.0019421 51.0055145, -114.0020661 51.0054667, -114.0020921 51.0054591, -114.0021591 51.0054359, -114.0022677 51.0054007, -114.0023762 51.005368, -114.0024847 51.0053379, -114.0025932 51.0053102, -114.0027017 51.0052848, -114.0028103 51.0052617, -114.0029188 51.0052408, -114.0030273 51.005222, -114.0030647 51.005216)))"
6900 112 AV SE,Non-Residential,EAST SHEPARD INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-113.931749 50.9532554, -113.9321451 50.9533538, -113.9325384 50.9534563, -113.9325385 50.9534079, -113.932539 50.9530354, -113.9326246 50.9530355, -113.9349293 50.9530368, -113.9349936 50.9530368, -113.9350289 50.9530369, -113.9350789 50.9530369, -113.9350791 50.9530324, -113.9350791 50.9530318, -113.9350798 50.9524456, -113.9352221 50.9524478, -113.9352357 50.952448, -113.9352436 50.9524481, -113.9353174 50.9524493, -113.9353661 50.95245, -113.9353667 50.9518995, -113.9353178 50.9518996, -113.9352441 50.9518998, -113.935237 50.9518998, -113.9350802 50.9519001, -113.9342478 50.9519019, -113.9325406 50.9519054, -113.931751 50.9519071, -113.931749 50.9532554)))"
3607R 50 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,"I-G,S-CRI","MULTIPOLYGON (((-113.9815193 51.0067667, -113.9815194 51.0068827, -113.981806 51.0068822, -113.9818059 51.0067668, -113.9815193 51.0067667)))"
