ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
14220 PARKLAND BV SE,Non-Residential,PARKLAND,"S-SPR,S-UN","MULTIPOLYGON (((-114.0326396 50.92956, -114.0324794 50.9290631, -114.032452 50.9289781, -114.0323643 50.9287062, -114.0323512 50.9286621, -114.0323403 50.9286178, -114.0323316 50.9285733, -114.0323251 50.9285287, -114.0323208 50.9284839, -114.0323187 50.9284391, -114.0323188 50.9283943, -114.0323211 50.9283495, -114.0323256 50.9283047, -114.0323324 50.9282601, -114.0323413 50.9282156, -114.0323524 50.9281713, -114.0323657 50.9281273, -114.0323812 50.9280835, -114.0323988 50.9280401, -114.0324186 50.927997, -114.0324885 50.927853, -114.0324458 50.9278009, -114.0323422 50.9277757, -114.0322413 50.9277463, -114.0321436 50.927713, -114.0320495 50.9276757, -114.0319594 50.9276348, -114.0318736 50.9275903, -114.0317925 50.9275424, -114.0317165 50.9274913, -114.0316722 50.9274583, -114.0316299 50.9274242, -114.0315899 50.927389, -114.031552 50.9273529, -114.0299834 50.9257906, -114.0271822 50.9229975, -114.0271092 50.9229217, -114.0270405 50.9228443, -114.0265763 50.9222981, -114.0265105 50.9222207, -114.0259109 50.9215157, -114.0258703 50.9214666, -114.0258314 50.921417, -114.024493 50.9214163, -114.0242086 50.9214161, -114.0230729 50.9214155, -114.0233255 50.9215761, -114.0235766 50.9217377, -114.023969 50.9219939, -114.0243577 50.9222524, -114.0247428 50.9225131, -114.0251241 50.9227759, -114.0252186 50.9228417, -114.0256557 50.9231504, -114.0260876 50.923462, -114.0265143 50.9237764, -114.0269358 50.9240936, -114.0273519 50.9244135, -114.0277627 50.9247362, -114.0281682 50.9250616, -114.0285681 50.9253896, -114.0287541 50.9255457, -114.028937 50.9257031, -114.0291168 50.925862, -114.0292936 50.9260221, -114.0295333 50.9262462, -114.029767 50.9264727, -114.0299946 50.9267016, -114.0302161 50.9269329, -114.0304314 50.9271665, -114.0306405 50.9274024, -114.0308432 50.9276404, -114.0310396 50.9278806, -114.031657 50.9286511, -114.0320405 50.9291298, -114.0320993 50.9292032, -114.0324459 50.9296359, -114.0328764 50.9301731, -114.0333445 50.9301902, -114.0332782 50.9301635, -114.0332142 50.9301346, -114.0331527 50.9301038, -114.0330937 50.9300709, -114.0330376 50.9300362, -114.0329843 50.9299997, -114.0329341 50.9299615, -114.0328872 50.9299217, -114.0328435 50.9298805, -114.0328033 50.9298378, -114.0327666 50.929794, -114.0327336 50.929749, -114.0327043 50.9297029, -114.0326789 50.929656, -114.0326573 50.9296083, -114.0326396 50.92956)))"
1020 ROBERT RD NE,Non-Residential,RENFREW,"S-SPR,S-UN","MULTIPOLYGON (((-114.0301619 51.0658665, -114.0307176 51.0658809, -114.030771 51.0658822, -114.0311265 51.0658913, -114.0311552 51.065892, -114.0321611 51.0659178, -114.0321644 51.0644379, -114.0321645 51.0643832, -114.0322515 51.0643832, -114.0322519 51.0642189, -114.0322522 51.0640544, -114.0322525 51.06389, -114.0322528 51.0637256, -114.0322538 51.0635628, -114.0326754 51.0635633, -114.0326223 51.0634912, -114.0324138 51.0632082, -114.0322785 51.0630245, -114.0322655 51.0630052, -114.0322545 51.0629855, -114.0322458 51.0629653, -114.0322394 51.0629447, -114.0322352 51.062924, -114.0322332 51.0629031, -114.0322336 51.0628822, -114.0322363 51.0628613, -114.0322413 51.0628406, -114.0322485 51.0628202, -114.032258 51.0628001, -114.0322696 51.0627805, -114.0322834 51.0627615, -114.0322992 51.062743, -114.032317 51.0627254, -114.0323367 51.0627085, -114.0320581 51.0623334, -114.0320352 51.0623382, -114.0320111 51.0623397, -114.0319871 51.0623379, -114.0319644 51.0623328, -114.031944 51.0623246, -114.0319269 51.0623139, -114.0319141 51.062301, -114.0319061 51.0622867, -114.0319033 51.0622716, -114.0319059 51.0622565, -114.0319137 51.0622421, -114.0319264 51.0622292, -114.0319433 51.0622183, -114.0319636 51.0622101, -114.0319863 51.0622048, -114.0320102 51.0622029, -114.0319922 51.0615107, -114.0319475 51.0614966, -114.0319038 51.0614814, -114.031861 51.0614653, -114.0318191 51.0614481, -114.0317783 51.06143, -114.0317386 51.061411, -114.0317 51.061391, -114.0316626 51.0613702, -114.0316163 51.0613421, -114.0315722 51.0613127, -114.0315609 51.061801, -114.0309089 51.0617954, -114.0282959 51.0617731, -114.0281023 51.0617714, -114.0265683 51.0599038, -114.0262936 51.0595694, -114.0261016 51.0597293, -114.0277324 51.0617157, -114.0277708 51.0617625, -114.027866 51.0618795, -114.0278859 51.0619041, -114.028045 51.0621057, -114.0281995 51.0623088, -114.0283495 51.0625132, -114.0284947 51.0627189, -114.0286354 51.0629258, -114.0287713 51.0631341, -114.0289025 51.0633435, -114.029029 51.063554, -114.0291072 51.0636889, -114.0291834 51.0638242, -114.0292577 51.0639599, -114.02933 51.0640961, -114.0294003 51.0642326, -114.0294687 51.0643696, -114.0295351 51.0645069, -114.0295995 51.0646446, -114.0301619 51.0658665)))"
20 ROYAL ABBEY RI NW,Non-Residential,ROYAL OAK,"S-SPR,S-UN","MULTIPOLYGON (((-114.230847 51.1447074, -114.2309117 51.144799, -114.2313449 51.1446191, -114.231497 51.1445559, -114.2317426 51.1444539, -114.2316857 51.1443591, -114.2314159 51.1444711, -114.2312587 51.1445364, -114.230847 51.1447074)))"
113 SETONSTONE MR SE,Non-Residential,SETON,"S-SPR,S-UN","MULTIPOLYGON (((-113.9413648 50.8663575, -113.9413362 50.8663343, -113.9413104 50.8663099, -113.9412983 50.8663008, -113.9412825 50.8662943, -113.9412644 50.866291, -113.9412456 50.8662912, -113.9411852 50.8662963, -113.9411672 50.8662992, -113.9411513 50.8663053, -113.9411388 50.8663139, -113.9411308 50.8663245, -113.9411279 50.8663361, -113.9411303 50.8663477, -113.941138 50.8663584, -113.9411501 50.8663672, -113.9411586 50.8663719, -113.9408476 50.8665369, -113.9405504 50.8666947, -113.9404917 50.8667013, -113.9404903 50.866719, -113.9404854 50.8667365, -113.9404808 50.8667515, -113.9404787 50.8667667, -113.9404791 50.866782, -113.9404821 50.8667971, -113.9405274 50.8669601, -113.9406242 50.8669493, -113.9405701 50.8667546, -113.9409054 50.8665766, -113.94122 50.8664097, -113.9412348 50.86642, -113.9412507 50.8664282, -113.9412699 50.8664328, -113.9412904 50.8664333, -113.9413101 50.8664296, -113.9413414 50.8664206, -113.9413542 50.8664159, -113.941365 50.8664094, -113.9413731 50.8664016, -113.9413782 50.8663928, -113.9413799 50.8663835, -113.9413781 50.8663741, -113.941373 50.8663653, -113.9413648 50.8663575)))"
91 CRANLEIGH WY SE,Non-Residential,CRANSTON,"S-SPR,S-UN","MULTIPOLYGON (((-113.9916222 50.8889358, -113.9912742 50.8888904, -113.9913846 50.8885882, -113.9912635 50.888388, -113.9912256 50.8883253, -113.9912079 50.8882531, -113.9911209 50.8882837, -113.9910331 50.8883145, -113.9910472 50.8884639, -113.9910855 50.8888689, -113.9910921 50.8889169, -113.9911029 50.8889645, -113.9917109 50.8890438, -113.991752 50.8890491, -113.9919946 50.8890318, -113.9920641 50.8890269, -113.9922321 50.8890761, -113.992414 50.8891294, -113.9924474 50.8891474, -113.9926371 50.8892498, -113.9927581 50.8893151, -113.9927954 50.8893905, -113.9929056 50.8896129, -113.9930032 50.8894942, -113.9928875 50.8892605, -113.992558 50.8890857, -113.9924991 50.8890502, -113.9922165 50.8889674, -113.992239 50.8889048, -113.9922627 50.8884413, -113.9917554 50.888373, -113.9917208 50.8887925, -113.9916222 50.8889358)))"
50R COULEE VW SW,Non-Residential,COUGAR RIDGE,"S-SPR,S-UN","MULTIPOLYGON (((-114.1906963 51.0684848, -114.1906985 51.0680926, -114.1911691 51.0680928, -114.1911686 51.0679922, -114.1909234 51.0678987, -114.1906824 51.0678991, -114.1906776 51.0687896, -114.1906774 51.0688433, -114.190677 51.0689116, -114.190853 51.0689115, -114.1913436 51.0689113, -114.1908472 51.0685986, -114.1906963 51.0684848)))"
25 VALLEY WOODS WY NW,Non-Residential,VALLEY RIDGE,"S-SPR,S-UN","MULTIPOLYGON (((-114.2675737 51.0989267, -114.2669744 51.0987574, -114.2664696 51.098875, -114.2662191 51.0985209, -114.2662396 51.0984707, -114.2662578 51.0984201, -114.2662736 51.0983692, -114.266287 51.098318, -114.266298 51.0982666, -114.2663065 51.0982151, -114.2663126 51.0981633, -114.2663162 51.0981115, -114.2663153 51.098074, -114.2663085 51.0980366, -114.266296 51.0979999, -114.2662779 51.0979641, -114.2662543 51.0979296, -114.2662255 51.0978967, -114.2661917 51.0978657, -114.2661533 51.0978369, -114.2661107 51.0978106, -114.2660641 51.097787, -114.2660141 51.0977663, -114.2659612 51.0977488, -114.2659058 51.0977347, -114.2658485 51.097724, -114.2657898 51.0977168, -114.2657302 51.0977132, -114.2656233 51.0977085, -114.2655169 51.0977002, -114.2654114 51.0976883, -114.2653071 51.0976728, -114.2652042 51.0976539, -114.2651031 51.0976315, -114.2650041 51.0976057, -114.2649074 51.0975767, -114.2648336 51.0975539, -114.2647586 51.0975327, -114.2646826 51.0975131, -114.2646056 51.0974951, -114.2645276 51.0974788, -114.2644489 51.097464, -114.2643694 51.0974509, -114.2642892 51.0974395, -114.2642306 51.0974333, -114.2641714 51.0974298, -114.264112 51.0974289, -114.2640526 51.0974309, -114.2639937 51.0974355, -114.2639354 51.0974428, -114.2638781 51.0974528, -114.2638221 51.0974654, -114.2637678 51.0974805, -114.2637154 51.0974981, -114.2636651 51.0975181, -114.2636173 51.0975402, -114.2635722 51.0975646, -114.2635301 51.0975909, -114.2634911 51.0976191, -114.2634556 51.097649, -114.2634106 51.097691, -114.2633677 51.0977338, -114.2633269 51.0977774, -114.2632881 51.0978218, -114.2632516 51.0978669, -114.2632172 51.0979126, -114.263185 51.097959, -114.2631551 51.098006, -114.2631275 51.0980535, -114.2631021 51.0981015, -114.2630791 51.09815, -114.2630584 51.0981989, -114.2630401 51.0982482, -114.2630241 51.0982978, -114.2630106 51.0983476, -114.2629995 51.0983977, -114.2628715 51.0984015, -114.2627889 51.0984058, -114.2627821 51.0983557, -114.2627716 51.0983059, -114.2627573 51.0982565, -114.2627394 51.0982075, -114.2627179 51.0981591, -114.2626928 51.0981114, -114.2626641 51.0980645, -114.262632 51.0980185, -114.2626236 51.0980191, -114.2624506 51.0980344, -114.2622787 51.0980542, -114.2621082 51.0980784, -114.2619395 51.0981069, -114.2617728 51.0981398, -114.2616083 51.0981769, -114.2614464 51.0982182, -114.2612873 51.0982636, -114.2612073 51.0982216, -114.2611244 51.098182, -114.2610386 51.0981447, -114.2609503 51.09811, -114.2608595 51.0980779, -114.2607664 51.0980483, -114.2606713 51.0980215, -114.2605744 51.0979975, -114.2604758 51.0979762, -114.2603757 51.0979578, -114.2602745 51.0979423, -114.2601721 51.0979297, -114.260069 51.0979201, -114.2599653 51.0979134, -114.2598613 51.0979098, -114.259757 51.0979091, -114.2599 51.0979946, -114.2599946 51.0980004, -114.2600829 51.098007, -114.2601706 51.0980159, -114.2602577 51.0980271, -114.260344 51.0980405, -114.2604293 51.0980561, -114.2605135 51.098074, -114.2605964 51.098094, -114.260678 51.0981162, -114.260758 51.0981405, -114.2608364 51.0981668, -114.2609129 51.0981952, -114.2609875 51.0982255, -114.2610601 51.0982577, -114.2611305 51.0982918, -114.2611985 51.0983277, -114.2612642 51.0983653, -114.2612707 51.0983693, -114.2615722 51.0982719, -114.2617277 51.0982217, -114.2619329 51.0981554, -114.26215 51.0981419, -114.2623641 51.0981286, -114.2625383 51.0981178, -114.262542 51.0981338, -114.2626287 51.0985085, -114.2627188 51.098501, -114.262804 51.0984953, -114.2628894 51.0984909, -114.2629068 51.0984901, -114.2629536 51.0984886, -114.2629518 51.0984572, -114.2629493 51.0984123, -114.2630207 51.0984107, -114.2630232 51.0984566, -114.263025 51.0984881, -114.2630937 51.0984895, -114.2631622 51.0984929, -114.2634699 51.0981295, -114.2634826 51.0981145, -114.2636631 51.0981353, -114.2638436 51.0981561, -114.2640242 51.098177, -114.2642047 51.0981978, -114.2643852 51.0982186, -114.2645513 51.0982378, -114.2645638 51.0982416, -114.2647209 51.0982901, -114.264878 51.0983387, -114.2650351 51.0983872, -114.2651921 51.0984357, -114.2653492 51.0984842, -114.2655063 51.0985327, -114.2657135 51.0985967, -114.265896 51.0986531, -114.2659252 51.0986745, -114.2661412 51.098833, -114.2663166 51.0989617, -114.2666664 51.0989407, -114.2669088 51.0989261, -114.2670173 51.0989364, -114.267149 51.098949, -114.2673423 51.0990108, -114.2673681 51.099019, -114.2675182 51.0990755, -114.2675972 51.0991514, -114.2676572 51.0992091, -114.2676567 51.0992327, -114.2681436 51.0991366, -114.268701 51.0991731, -114.2690699 51.0993289, -114.2690698 51.0992202, -114.2687516 51.099086, -114.2681294 51.0990453, -114.2677301 51.099124, -114.2675737 51.0989267)))"
74 CRESTMONT DR SW,Non-Residential,CRESTMONT,"S-SPR,S-UN","MULTIPOLYGON (((-114.262376 51.0839548, -114.2623211 51.0839382, -114.2622604 51.0839186, -114.2622006 51.0838981, -114.2615422 51.0838994, -114.2614838 51.0837801, -114.2612865 51.0835835, -114.2607876 51.0833194, -114.260594 51.0832775, -114.2605464 51.0832463, -114.2603626 51.0830678, -114.260102 51.0829349, -114.2599891 51.0830161, -114.260234 51.0831411, -114.2604028 51.083305, -114.2604966 51.0833705, -114.2607019 51.0834149, -114.261156 51.0836553, -114.2613269 51.0838256, -114.2614159 51.0840075, -114.2614954 51.0840073, -114.2617041 51.0840069, -114.2620383 51.0840063, -114.2621697 51.084006, -114.2624553 51.0841303, -114.2624663 51.0841351, -114.2628922 51.084185, -114.2629554 51.0841923, -114.2630045 51.0841981, -114.2630077 51.0841875, -114.2630275 51.0841276, -114.2630341 51.0841095, -114.2628179 51.0840841, -114.2626523 51.0840357, -114.2624866 51.0839872, -114.262376 51.0839548)))"
1900 194 AV SE,Non-Residential,CHAPARRAL,"S-SPR,S-UN","MULTIPOLYGON (((-114.0206439 50.8787295, -114.0204214 50.8787774, -114.0202838 50.878807, -114.0202231 50.8784847, -114.0202177 50.8784576, -114.0201761 50.878463, -114.020032 50.8784795, -114.0198873 50.8784939, -114.0197421 50.8785062, -114.0195966 50.8785165, -114.0194507 50.8785246, -114.0193045 50.8785307, -114.0191581 50.8785347, -114.0190117 50.8785367, -114.0190945 50.878723, -114.0190732 50.8791902, -114.0196707 50.88001, -114.0208468 50.8798354, -114.021293 50.8797474, -114.0222949 50.8794121, -114.0225858 50.8795157, -114.0221547 50.8789359, -114.0221319 50.8789053, -114.0217554 50.878399, -114.0206439 50.8787295)))"
1950 194 AV SE,Non-Residential,CHAPARRAL,"S-SPR,S-UN","MULTIPOLYGON (((-114.0217901 50.879813, -114.0219394 50.8797661, -114.0220859 50.8797164, -114.0222372 50.8796609, -114.0223259 50.8796263, -114.0224134 50.8795907, -114.0225002 50.8795537, -114.0225858 50.8795157, -114.0222949 50.8794121, -114.021293 50.8797474, -114.0208468 50.8798354, -114.0196707 50.88001, -114.0190732 50.8791902, -114.0190945 50.878723, -114.0190117 50.8785367, -114.0188684 50.8785366, -114.0187252 50.8785344, -114.0185821 50.8785303, -114.0184392 50.8785242, -114.0182965 50.8785161, -114.0181541 50.8785061, -114.0180121 50.878494, -114.0178706 50.87848, -114.0177296 50.878464, -114.0175892 50.878446, -114.0174494 50.8784261, -114.0173104 50.8784043, -114.0171722 50.8783805, -114.0170348 50.8783548, -114.0168984 50.8783272, -114.016763 50.8782977, -114.0165533 50.8782469, -114.0163455 50.8781931, -114.0161887 50.8781549, -114.0161684 50.878151, -114.0161474 50.8781496, -114.0161263 50.8781508, -114.016106 50.8781547, -114.0160873 50.878161, -114.0160709 50.8781695, -114.0160576 50.8781799, -114.0160477 50.8781918, -114.0160255 50.8782296, -114.0160068 50.8782682, -114.0159915 50.8783074, -114.0159798 50.8783471, -114.0159716 50.8783872, -114.0159671 50.8784275, -114.0159661 50.8784678, -114.0159687 50.8785082, -114.0159749 50.8785483, -114.0159847 50.8785882, -114.0159981 50.8786277, -114.0160149 50.8786667, -114.0160352 50.878705, -114.0160589 50.8787425, -114.0160859 50.8787791, -114.0161162 50.8788147, -114.0162654 50.8789789, -114.0163011 50.8790203, -114.0163339 50.8790626, -114.0163638 50.8791058, -114.0163907 50.8791498, -114.0164146 50.8791944, -114.0164355 50.8792397, -114.0164531 50.8792854, -114.0164677 50.8793317, -114.0164791 50.8793782, -114.0164872 50.8794251, -114.0164922 50.8794721, -114.0164939 50.8795192, -114.0164924 50.8795663, -114.0164877 50.8796133, -114.0164797 50.8796602, -114.0164686 50.8797068, -114.0164548 50.8797694, -114.0164476 50.8798326, -114.0164968 50.8798428, -114.0164969 50.8798429, -114.0166348 50.8798703, -114.0167738 50.8798955, -114.0169137 50.8799185, -114.0170545 50.8799393, -114.0171933 50.8799575, -114.0173328 50.8799735, -114.0174729 50.8799874, -114.0176135 50.879999, -114.0177545 50.8800085, -114.0178958 50.8800157, -114.0180373 50.8800208, -114.018179 50.8800236, -114.0183461 50.88005, -114.0185144 50.8800729, -114.0186838 50.8800923, -114.0188542 50.8801082, -114.0190253 50.8801206, -114.0191969 50.8801293, -114.0193689 50.8801345, -114.0195411 50.8801362, -114.0196394 50.8801355, -114.0197376 50.8801337, -114.0198357 50.8801307, -114.0199337 50.8801265, -114.0200987 50.8801168, -114.0202632 50.8801039, -114.0203992 50.8800906, -114.0205345 50.8800751, -114.0205558 50.8800724, -114.0205973 50.8800671, -114.0206184 50.8800642, -114.0206393 50.8800613, -114.0207385 50.8800472, -114.0208372 50.8800318, -114.0209354 50.8800153, -114.0210331 50.8799975, -114.0211841 50.8799674, -114.0212387 50.8799557, -114.0214117 50.8799159, -114.0215825 50.8798722, -114.0216868 50.8798433, -114.0217901 50.879813)))"
