ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
3217 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1297088 51.0264161, -114.1303732 51.0264154, -114.1303729 51.0262096, -114.1297083 51.0262104, -114.1297088 51.0264161)))"
2824 25A ST SW,Residential,RICHMOND,"DC,R-G","MULTIPOLYGON (((-114.1215882 51.0292556, -114.1221315 51.0292555, -114.1221315 51.0292212, -114.1221313 51.0291528, -114.121588 51.0291529, -114.1215881 51.0292214, -114.1215882 51.0292556)))"
3301 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1303729 51.0262096, -114.1303724 51.0258017, -114.1297078 51.0260012, -114.1297083 51.0262104, -114.1303729 51.0262096)))"
30 ELVEDEN DR SW,Residential,SPRINGBANK HILL,"DC,R-G","MULTIPOLYGON (((-114.1938122 51.0264599, -114.1938008 51.0264736, -114.1937586 51.0265241, -114.1936947 51.0266009, -114.1936634 51.0266384, -114.1935977 51.0267173, -114.1935007 51.0268337, -114.1935004 51.0268341, -114.1934037 51.0269501, -114.1933944 51.0269612, -114.1933067 51.0270665, -114.1932886 51.0270883, -114.1932097 51.0271829, -114.1931827 51.0272153, -114.1931127 51.0272993, -114.1930769 51.0273423, -114.1928929 51.027563, -114.1928607 51.0276017, -114.192843 51.027623, -114.1928394 51.0276273, -114.1928348 51.0276328, -114.1928072 51.0276659, -114.1928017 51.0276725, -114.1928011 51.0276732, -114.1928175 51.0276786, -114.1928273 51.0276818, -114.1928315 51.0276832, -114.1928516 51.0276897, -114.1928737 51.0276971, -114.1931263 51.0277805, -114.1935364 51.0279157, -114.1935665 51.0279256, -114.193596 51.0279354, -114.193758 51.0279889, -114.1937598 51.0279895, -114.1947686 51.0267755, -114.1938365 51.0264679, -114.1938128 51.0264592, -114.1938122 51.0264599)))"
3003 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1297438 51.0282859, -114.1297134 51.0282859, -114.1297136 51.0283544, -114.1297138 51.0284228, -114.1303761 51.0284224, -114.130376 51.028354, -114.1303759 51.0282855, -114.1297438 51.0282859)))"
3015 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1297427 51.0279436, -114.1303754 51.0279432, -114.1303753 51.0278747, -114.1303752 51.0278062, -114.129712 51.0278067, -114.1297122 51.0278752, -114.1297124 51.0279436, -114.1297427 51.0279436)))"
3040 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1288812 51.0271892, -114.1294242 51.0271904, -114.129424 51.027122, -114.1294238 51.0270537, -114.1293935 51.0270537, -114.1288809 51.0270538, -114.128881 51.0271207, -114.1288812 51.0271892)))"
3019 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.129712 51.0278067, -114.1303752 51.0278062, -114.1303751 51.0277378, -114.130375 51.0276693, -114.1297116 51.0276698, -114.1297118 51.0277383, -114.129712 51.0278067)))"
3037 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.12971 51.0271222, -114.1297102 51.0271907, -114.1297103 51.0272249, -114.1301056 51.0272245, -114.1301056 51.0272244, -114.1301056 51.0271903, -114.1301055 51.0271219, -114.1301054 51.0270534, -114.1297098 51.0270537, -114.12971 51.0271222)))"
3007 29 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,R-G","MULTIPOLYGON (((-114.1297433 51.028149, -114.1303757 51.0281486, -114.1303756 51.0280801, -114.1297431 51.0280805, -114.1297433 51.028149)))"
