ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
4717 144 AV NE,Non-Residential,RESIDUAL WARD 5 - SUB AREA 5D,I-O,"MULTIPOLYGON (((-113.9642765 51.1815482, -113.9642765 51.1816027, -113.964276 51.1833715, -113.964276 51.1833722, -113.9697433 51.1833725, -113.9699429 51.1833725, -113.970035 51.1833725, -113.9700351 51.1833356, -113.9700355 51.1832048, -113.9700359 51.1831049, -113.9700361 51.1830368, -113.9700378 51.182473, -113.9700406 51.1815534, -113.9700302 51.1815534, -113.9671535 51.1815507, -113.9663286 51.1815499, -113.9642765 51.1815479, -113.9642765 51.1815482)))"
5005 144 AV NE,Non-Residential,RESIDUAL WARD 5 - SUB AREA 5D,I-O,"MULTIPOLYGON (((-113.9642765 51.1815479, -113.9585394 51.1815451, -113.9585382 51.1832022, -113.9585385 51.1833255, -113.9588368 51.1833255, -113.9588366 51.183372, -113.9598447 51.1833733, -113.9600611 51.1833732, -113.964276 51.1833722, -113.9642765 51.1816027, -113.9642765 51.1815479)))"
7612 36 ST NE,Non-Residential,SADDLE RIDGE INDUSTRIAL,I-O,"MULTIPOLYGON (((-113.981397 51.1215006, -113.9815145 51.1215007, -113.9815149 51.1205928, -113.9789385 51.1205901, -113.9789383 51.1214976, -113.981397 51.1215006)))"
5910 50 AV SE,Non-Residential,STARFIELD,I-O,"MULTIPOLYGON (((-113.9471675 51.0102821, -113.947119 51.0103392, -113.9470676 51.0103953, -113.9470132 51.0104503, -113.9469559 51.0105041, -113.9467832 51.0106613, -113.9454588 51.0118764, -113.9458128 51.01203, -113.9467837 51.0111394, -113.9471669 51.0107892, -113.9477336 51.0102713, -113.9477945 51.0102167, -113.9478569 51.0101626, -113.9479208 51.0101093, -113.9479861 51.0100568, -113.948053 51.0100049, -113.9481213 51.0099538, -113.948191 51.0099035, -113.9482621 51.0098539, -113.9483346 51.0098052, -113.9484084 51.0097572, -113.9484836 51.0097101, -113.9485601 51.0096638, -113.9486379 51.0096184, -113.9487169 51.0095739, -113.9487972 51.0095302, -113.9488787 51.0094874, -113.9489614 51.0094456, -113.9490452 51.0094047, -113.9491302 51.0093647, -113.9492163 51.0093256, -113.9493034 51.0092876, -113.9493916 51.0092505, -113.9494809 51.0092143, -113.9495711 51.0091792, -113.9496623 51.0091451, -113.9497545 51.009112, -113.9498476 51.0090799, -113.9499415 51.0090489, -113.9500363 51.0090189, -113.950132 51.00899, -113.9502284 51.0089621, -113.9503256 51.0089354, -113.9504914 51.0088921, -113.9494929 51.0088929, -113.9472979 51.0088945, -113.9467809 51.0088949, -113.946692 51.0088949, -113.946737 51.0089184, -113.9467807 51.0089429, -113.9468334 51.0089744, -113.946884 51.0090072, -113.9469324 51.0090412, -113.9469785 51.0090765, -113.9470224 51.0091129, -113.9470638 51.0091505, -113.9471028 51.009189, -113.9471393 51.0092285, -113.9471732 51.009269, -113.9472044 51.0093102, -113.9472329 51.0093523, -113.9472587 51.009395, -113.9472817 51.0094383, -113.9473019 51.0094822, -113.9473192 51.0095266, -113.9473337 51.0095714, -113.9473452 51.0096165, -113.9473538 51.0096619, -113.9473594 51.0097075, -113.9473622 51.0097531, -113.9473619 51.0097988, -113.9473587 51.0098445, -113.9473525 51.00989, -113.9473434 51.0099354, -113.9473314 51.0099804, -113.9473165 51.0100251, -113.9472986 51.0100694, -113.947278 51.0101133, -113.9472545 51.0101565, -113.9472282 51.0101991, -113.9471992 51.010241, -113.9471675 51.0102821)))"
6320 68 ST SE,Non-Residential,STARFIELD,I-O,"MULTIPOLYGON (((-113.935044 50.9968851, -113.9349702 50.9968852, -113.932287 50.9968867, -113.9322846 50.9977803, -113.9349289 50.9977789, -113.9350429 50.9977788, -113.935044 50.9968851)))"
6420 68 ST SE,Non-Residential,STARFIELD,I-O,"MULTIPOLYGON (((-113.9322883 50.9959935, -113.932287 50.9968867, -113.9349702 50.9968852, -113.9349715 50.9959922, -113.9322883 50.9959935)))"
6520 68 ST SE,Non-Residential,STARFIELD,I-O,"MULTIPOLYGON (((-113.9322896 50.9951002, -113.9322883 50.9959935, -113.9349715 50.9959922, -113.9350453 50.9959922, -113.9350467 50.9950985, -113.9322896 50.9951002)))"
7720 40 ST NE,Non-Residential,SADDLE RIDGE INDUSTRIAL,I-O,"MULTIPOLYGON (((-113.9735676 51.122774, -113.9761315 51.1227767, -113.9761311 51.1214941, -113.9737979 51.1214912, -113.9737853 51.1214911, -113.9737853 51.121835, -113.9737852 51.1219718, -113.9735679 51.1219718, -113.9735678 51.1219842, -113.9735676 51.1225066, -113.9735676 51.122774)))"
7750 40 ST NE,Non-Residential,SADDLE RIDGE INDUSTRIAL,I-O,"MULTIPOLYGON (((-113.974943 51.1235772, -113.9761318 51.1235781, -113.9761315 51.1227767, -113.9735676 51.122774, -113.9735674 51.1230414, -113.9735676 51.1235762, -113.9736548 51.1235763, -113.974943 51.1235772)))"
7615 42 ST NE,Non-Residential,SADDLE RIDGE INDUSTRIAL,I-O,"MULTIPOLYGON (((-113.9737979 51.1214912, -113.9761311 51.1214941, -113.9761323 51.1205869, -113.9737979 51.1205843, -113.9737979 51.1214912)))"
