ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
37R WOOD WILLOW BA SW,Non-Residential,FISH CREEK PARK,S-UN,"MULTIPOLYGON (((-114.1068564 50.9347249, -114.106465 50.9351236, -114.1067877 50.9348949, -114.1068564 50.9347249)))"
6125 40 AV NW,Non-Residential,VARSITY,S-UN,"MULTIPOLYGON (((-114.1725479 51.0921466, -114.1744648 51.0931576, -114.1745768 51.0931427, -114.1760559 51.0929449, -114.1760564 51.0923972, -114.1760566 51.0921872, -114.1760569 51.0918609, -114.1740974 51.0920794, -114.17318 51.0917656, -114.1725479 51.0921466)))"
2 ARBOUR CREST RD NW,Non-Residential,ARBOUR LAKE,S-UN,"MULTIPOLYGON (((-114.2014834 51.1359766, -114.2014509 51.1359618, -114.2013557 51.1359682, -114.2013165 51.1359944, -114.2012769 51.1360195, -114.201205 51.1360618, -114.2011293 51.1361015, -114.2010738 51.1361278, -114.2010166 51.1361526, -114.2010141 51.1367373, -114.201065 51.1367385, -114.2011157 51.136742, -114.2011658 51.1367478, -114.2012151 51.1367558, -114.2012634 51.136766, -114.2013104 51.1367783, -114.2013559 51.1367927, -114.2013997 51.1368091, -114.2014576 51.1368353, -114.2015112 51.1368651, -114.2015597 51.136898, -114.2016027 51.1369338, -114.2016399 51.1369722, -114.2016707 51.1370126, -114.201695 51.1370548, -114.2017125 51.1370983, -114.2017221 51.1371373, -114.2017263 51.1371767, -114.2017284 51.1372098, -114.2017364 51.1372659, -114.2017501 51.1373216, -114.2017692 51.1373766, -114.2017938 51.1374307, -114.2018236 51.1374837, -114.2018587 51.1375354, -114.2018823 51.1375659, -114.2019412 51.1376341, -114.2019868 51.1376819, -114.2020351 51.1377287, -114.2020908 51.1377784, -114.2021496 51.1378267, -114.2022113 51.1378735, -114.2022759 51.1379188, -114.2023404 51.1379606, -114.2024074 51.1380009, -114.2024752 51.1380388, -114.2025596 51.1380841, -114.2026077 51.1381101, -114.2028137 51.1379739, -114.2028613 51.1379425, -114.2027415 51.1378708, -114.2027261 51.1378615, -114.2026673 51.1378248, -114.2026108 51.1377866, -114.2025453 51.1377381, -114.2024838 51.1376875, -114.2024292 51.1376379, -114.2023784 51.1375868, -114.202329 51.1375312, -114.202284 51.1374742, -114.2022457 51.1374189, -114.2022115 51.1373625, -114.20218 51.137302, -114.2021533 51.1372406, -114.2021326 51.1371817, -114.2021162 51.1371222, -114.2021039 51.137059, -114.2020965 51.1369955, -114.2020941 51.1369352, -114.2020963 51.1368749, -114.2021035 51.1368114, -114.2021157 51.1367482, -114.2021288 51.1366986, -114.2021451 51.1366493, -114.202149 51.1366388, -114.2020597 51.1366028, -114.2018993 51.1365382, -114.2017488 51.1364775, -114.2016089 51.1364211, -114.201591 51.136413, -114.2014526 51.1363503, -114.2013254 51.1362926, -114.2011915 51.1362319, -114.2012012 51.136223, -114.2012052 51.1362195, -114.2014709 51.1359875, -114.2014834 51.1359766)))"
12700 14 ST SW,Non-Residential,CANYON MEADOWS,S-UN,"MULTIPOLYGON (((-114.0945145 50.9399277, -114.0943844 50.9399277, -114.0943844 50.9400097, -114.0945145 50.9400161, -114.0945145 50.9399277)))"
1072R DEER RIVER CI SE,Non-Residential,DEER RUN,S-UN,"MULTIPOLYGON (((-114.0129233 50.9383086, -114.0131185 50.9383086, -114.0131183 50.9374192, -114.0131183 50.9373369, -114.0131177 50.9356241, -114.0131177 50.935541, -114.0129226 50.935541, -114.0129226 50.9356835, -114.0129227 50.9358152, -114.0129227 50.9359468, -114.0129227 50.9360784, -114.0129228 50.9362101, -114.0129228 50.9363417, -114.0129229 50.9364733, -114.0129229 50.936605, -114.0129229 50.9367366, -114.012923 50.9368682, -114.012923 50.9369999, -114.0129231 50.9372448, -114.0129231 50.9375403, -114.0129232 50.9376257, -114.0129232 50.9379384, -114.0129233 50.938214, -114.0129233 50.9383086)))"
117R CANSO BA SW,Non-Residential,CANYON MEADOWS,S-UN,"MULTIPOLYGON (((-114.0934871 50.9388314, -114.0935139 50.9389083, -114.0934974 50.9390704, -114.0945142 50.9389745, -114.0945136 50.9382515, -114.0933748 50.9383432, -114.0934517 50.9385146, -114.0934555 50.9385955, -114.0934871 50.9388314)))"
551 DOUGLAS GLEN PT SE,Non-Residential,DOUGLASDALE/GLEN,S-UN,"MULTIPOLYGON (((-114.0184569 50.9531299, -114.0184358 50.9531503, -114.0183501 50.9532331, -114.0187172 50.953233, -114.0187982 50.9532329, -114.0193928 50.9532328, -114.0195712 50.9532328, -114.0198588 50.9532327, -114.0198054 50.9530935, -114.0197164 50.9529915, -114.0196753 50.9528988, -114.0196872 50.9527854, -114.0196169 50.9527759, -114.0195724 50.9527704, -114.0193524 50.9527441, -114.0191961 50.9527288, -114.0189331 50.952697, -114.0189004 50.9526899, -114.0188797 50.9527224, -114.0188529 50.9527482, -114.0187548 50.9528449, -114.0184823 50.9531054, -114.0184569 50.9531299)))"
5321 NOSE HILL DR NW,Non-Residential,SCENIC ACRES,S-UN,"MULTIPOLYGON (((-114.2260949 51.0995342, -114.2258135 51.0995399, -114.2255303 51.0995626, -114.2252444 51.09957, -114.22496 51.0995855, -114.2246781 51.0996162, -114.2244384 51.0996232, -114.2241668 51.099633, -114.2238822 51.099655, -114.2235973 51.0996716, -114.2233124 51.0996865, -114.2230263 51.0996743, -114.2227405 51.0996685, -114.2224558 51.0996887, -114.2221716 51.0997206, -114.2218857 51.0997121, -114.2215998 51.0997053, -114.2213144 51.0997093, -114.2210291 51.0997152, -114.2207429 51.0997012, -114.2206241 51.0996934, -114.2203389 51.0997052, -114.2200533 51.099699, -114.2197679 51.0997036, -114.2194823 51.0996983, -114.2191963 51.0996804, -114.2189106 51.0996716, -114.2186251 51.0996708, -114.2183395 51.0996664, -114.2180543 51.0996799, -114.2177686 51.0996702, -114.2174832 51.0996747, -114.2171985 51.099709, -114.2169135 51.099727, -114.2166287 51.0997559, -114.2163432 51.099756, -114.216058 51.0997669, -114.2157729 51.0997813, -114.2154871 51.0997724, -114.2152772 51.0997727, -114.2151854 51.0997707, -114.2151003 51.0997708, -114.2148142 51.0997466, -114.214528 51.0997179, -114.2143049 51.0997052, -114.2142199 51.0996979, -114.2140384 51.0996645, -114.2137569 51.0996242, -114.2134746 51.099591, -114.213192 51.0995605, -114.2130438 51.0995369, -114.212911 51.0995166, -114.2126286 51.0994843, -114.2124766 51.0994618, -114.2123474 51.0994413, -114.2121974 51.099419, -114.2119271 51.0993602, -114.2116373 51.099337, -114.2113367 51.0993334, -114.2112136 51.0993294, -114.2111174 51.0993254, -114.2111156 51.0995078, -114.2111135 51.100047, -114.2122185 51.0997483, -114.2131281 51.0998062, -114.2152514 51.0999413, -114.2163466 51.0998698, -114.2170302 51.0998162, -114.2174862 51.0997805, -114.2189132 51.0997727, -114.2199132 51.0998088, -114.2216041 51.099811, -114.2236016 51.0997854, -114.2261025 51.0996568, -114.2261036 51.0996203, -114.2260959 51.0995508, -114.2260949 51.0995342)))"
4100R EDGEVALLEY LD NW,Non-Residential,EDGEMONT,S-UN,"MULTIPOLYGON (((-114.1452311 51.1343517, -114.145291 51.1343917, -114.1456618 51.1340593, -114.146793 51.1333879, -114.1472519 51.1333192, -114.1477095 51.1331871, -114.1490229 51.1331676, -114.1494001 51.1332879, -114.149863 51.1335662, -114.1499224 51.1335273, -114.1497508 51.1334242, -114.1495795 51.1333211, -114.1494501 51.1332433, -114.1493958 51.133226, -114.1490424 51.1331134, -114.1477042 51.1331292, -114.1472646 51.1332561, -114.147224 51.1332679, -114.147036 51.133296, -114.1468522 51.1333235, -114.1467509 51.1333387, -114.1466724 51.1333853, -114.146501 51.133487, -114.1463359 51.1335851, -114.146153 51.1336936, -114.1459816 51.1337954, -114.1458164 51.1338935, -114.1456513 51.1339915, -114.1455967 51.1340239, -114.1455024 51.1341084, -114.1453642 51.1342323, -114.1452311 51.1343517)))"
1344R STRATHCONA DR SW,Non-Residential,STRATHCONA PARK,S-UN,"MULTIPOLYGON (((-114.1957454 51.0488366, -114.1936038 51.048841, -114.1933127 51.0488437, -114.1929416 51.048844, -114.193376 51.049015, -114.1938621 51.0491665, -114.194197 51.0492283, -114.1942722 51.0492436, -114.1943458 51.0492614, -114.1944178 51.0492819, -114.1944878 51.0493048, -114.1945558 51.0493301, -114.1946213 51.0493577, -114.1946844 51.0493876, -114.1947447 51.0494196, -114.1947692 51.0494319, -114.1947956 51.0494424, -114.1948237 51.049451, -114.1948531 51.0494576, -114.1948835 51.0494622, -114.1949146 51.0494647, -114.1949458 51.049465, -114.194977 51.0494631, -114.195026 51.0494595, -114.1950754 51.0494581, -114.1951247 51.0494588, -114.1951739 51.0494617, -114.1952227 51.0494667, -114.1952707 51.0494739, -114.1953179 51.0494831, -114.1953639 51.0494943, -114.1954086 51.0495075, -114.1954518 51.0495227, -114.1954931 51.0495396, -114.1955325 51.0495584, -114.1955697 51.0495788, -114.1956046 51.0496008, -114.195637 51.0496242, -114.1956667 51.049649, -114.1958686 51.0498305, -114.1959631 51.0497395, -114.1963547 51.0493622, -114.1957454 51.0488366)))"
